Morph-lemma,Morph-inflection
osjećaj,osjećaj
plan,plan
bolest,bolest
onaj,onima
naš,našeg
dakle,dakle
fotografija,fotografije
on,nje
video,video
pritom,pritom
onaj,onaj
glas,glasova
prošli,prošlog
navodno,navodno
nogomet,nogomet
naš,našim
pobjeda,pobjeda
ostali,ostalih
drugi,drugoj
završiti,završiti
jedan,Jedna
udarac,udarac
razlika,razliku
riječ,riječima
gradonačelnik,gradonačelnik
problem,probleme
nositi,nositi
on,njim
znati,znati
liga,ligi
centar,centar
budući,budući
otac,otac
očekivati,očekivati
rezultat,rezultati
rješenje,rješenja
društvo,društvu
cijena,cijena
ministarstvo,Ministarstvo
početi,počeli
cijel,cijelu
veza,vezi
promet,promet
naglasiti,naglasio
liga,Lige
drugi,drugu
znati,znamo
lopta,loptu
pokazivati,pokazuju
obrana,obrane
misliti,Mislim
razlog,razlog
bolnica,bolnicu
osoba,osobama
dom,domu
svaki,svake
dodati,Dodao
upravo,Upravo
pokazati,pokazati
ostali,ostalim
direktor,direktor
zaštita,zaštitu
rast,rast
posljedica,posljedice
zdravstven,zdravstvene
mnogo,Više
neki,Neki
općina,općine
ljeto,ljeto
velik,velikog
zahvaljivati,zahvaljujući
ministar,Ministar
činiti,čine
osigurati,osigurati
Ali,Ali
rad,radu
promjena,promjena
sredstvo,sredstava
trenutak,trenutak
htjeti,htio
zasad,zasad
odigrati,odigrao
objašnjavati,objašnjava
kandidat,kandidata
iznad,iznad
riješiti,riješiti
smatrati,smatraju
centar,centru
ograničenje,ograničenja
oba,obje
zemlja,zemlju
pandemija,pandemija
tržište,tržištu
stići,stigla
bod,boda
prednost,prednost
policija,Policija
proći,proći
organizacija,organizacije
isključivo,isključivo
škola,školu
potpunost,potpunosti
plaća,plaće
milijarda,milijardi
pokazati,pokazalo
svaki,svaka
priča,priču
muškarac,muškarac
suradnja,suradnji
zdravstven,zdravstveni
informacija,informacija
liječnik,liječnika
tisuća,tisuće
provoditi,provodi
nositi,nosi
govoriti,govoriti
sljedeći,sljedeće
željeti,želimo
navečer,navečer
promijeniti,promijeniti
cijel,cijele
gospodarstvo,gospodarstvo
cijena,cijene
centar,centra
on,njoj
članica,članica
neki,neko
testiranje,testiranje
željeti,želim
njegov,njegovo
sigurnost,sigurnost
zakon,zakona
služba,službe
mlad,mladi
uspješno,uspješno
dobar,dobre
zgrada,zgrade
okupljanje,okupljanja
taj,Taj
učenik,učenika
budućnost,budućnost
tijek,tijeku
serija,serije
nogomet,nogometa
kilometar,kilometara
stoljeće,stoljeća
snaga,snagu
prilika,prilika
mali,mali
vikend,vikenda
igra,igru
odnositi,odnosi
koristiti,koriste
velik,veće
desetak,desetak
stalno,stalno
rezultat,rezultata
vidjeti,vidjeli
poznat,poznato
postići,postigao
morati,morao
majka,majka
film,filmu
premijer,premijera
sklad,skladu
velik,najvećih
pristup,pristup
sasvim,sasvim
zaista,zaista
korak,korak
čovjek,čovjeka
borba,borbe
ekipa,ekipa
živjeti,živjeti
karijera,karijeri
povratak,povratak
zajednica,zajednice
čak,Čak
snaga,snazi
međuvrijeme,međuvremenu
ti,ti
podatak,podatke
rok,roku
poraz,poraz
područje,područje
naš,naši
njegov,njegovim
trgovina,trgovine
sud,suda
tko,Tko
kuća,kuću
različit,različitih
on,nju
maski,maski
znati,znam
hrvatski,hrvatskom
nastavak,nastavku
taj,Ta
voditi,voditi
napad,napada
put,putem
ponedjeljak,ponedjeljka
kontakt,kontakt
biti,Bit
faza,fazi
prvi,prvo
ime,imena
zadnji,zadnjih
smjer,smjeru
potres,potres
sutra,sutra
posljednji,posljednji
promet,prometa
podatak,podataka
iskustvo,iskustvo
supruga,supruga
prilično,prilično
pozvati,pozvao
kretanje,kretanja
nažalost,Nažalost
ja,Ja
dobar,najbolje
kretati,kreće
dovesti,dovesti
stvarno,stvarno
ući,ušao
ugovor,ugovora
djelatnik,djelatnika
isti,istom
epidemiološki,epidemiološke
potpora,potporu
proces,proces
klub,klubovi
karijera,karijeru
susret,susretu
navoditi,navode
unija,unije
izgubiti,izgubio
znatno,znatno
podsjetiti,Podsjetimo
lice,lice
nastup,nastup
nov,novoj
podatak,podaci
prvenstvo,prvenstvu
cjepivo,cjepivo
naime,naime
organizacija,organizacija
poziv,poziv
taj,ti
ostati,ostalo
odgovornost,odgovornost
zabilježiti,zabilježen
pratiti,pratiti
igrač,igračima
iskustvo,iskustva
odgovoriti,odgovorio
tražiti,traže
ulica,ulici
prenositi,prenosi
blizu,blizu
bolnički,bolničkom
list,list
kakav,kakav
nemati,Nema
proći,prošli
rizik,rizik
poruka,poruku
američki,američki
vrijednost,vrijednost
neki,nekog
borba,borbu
karijera,karijere
zastupnik,zastupnika
skupina,skupina
velik,veća
službeno,službeno
glumica,glumica
vjerovati,vjeruje
dnevno,dnevno
velik,velikom
mali,manji
pasti,pao
Broj,Broj
naš,našem
ministar,ministra
korisnik,korisnika
vodstvo,vodstvo
koron,korona
škola,školi
vidjeti,vidio
smisao,smislu
politički,politički
okolnost,okolnostima
veza,veze
gledatelj,gledatelja
oprema,opreme
proizvod,proizvoda
pacijent,pacijenta
većina,većinu
tvrditi,tvrde
tvrtka,tvrtki
plan,planu
turnir,turnira
naslov,naslov
smrtan,smrtnih
ući,ući
hrvatski,Hrvatske
pogoditi,pogodio
mandat,mandata
isticati,ističu
držati,drži
odbor,odbora
tražiti,tražiti
jedino,jedino
pratiti,prati
poraz,poraza
uvjet,uvjete
slijediti,slijedi
raditi,Radi
infekcija,infekcije
zvijezda,zvijezda
sustav,sustavu
pozitivan,pozitivna
ukupno,Ukupno
konačno,konačno
razina,razinu
priprema,pripreme
spreman,spreman
tvrtka,tvrtka
tzv,tzv
naš,našoj
uspjeh,uspjeh
preminuti,preminuo
očekivati,očekuju
trenutno,Trenutno
dom,doma
vijest,vijesti
njihov,njihovu
roditelj,roditelji
gost,gosti
domaći,domaće
imati,Ima
osobito,osobito
nacionalan,Nacionalnog
smjeti,smije
loše,loše
zakon,zakon
politički,političke
bolesnik,bolesnika
tržište,tržište
izbor,izbori
javan,javnog
zaraz,zaraza
mnogi,Mnogi
okolnost,okolnosti
pad,pada
protekao,proteklih
pjesma,pjesme
preminuti,preminula
hrvatski,hrvatskim
vijeće,vijeća
model,model
ekipa,ekipe
objaviti,objavili
čelo,čelu
voditi,vodio
krenuti,krenuo
stručnjak,stručnjaci
ravnatelj,ravnatelj
izolacija,izolaciji
postupak,postupak
upisati,upisao
povijest,povijest
ljubav,ljubavi
vrh,vrhu
rad,radova
državni,državni
morati,morali
pričati,priča
provesti,provesti
medij,medija
postajati,postaje
rasti,raste
stanje,stanja
nažalost,nažalost
cijel,cijeloj
različit,različite
pripremati,priprema
sam,samog
rad,radom
naš,našu
stranka,stranka
put,putu
cijel,cijela
troje,troje
mjera,mjeri
umrti,umrlo
reći,rekli
mlad,mlade
gol,golova
preminuti,preminulo
dakle,Dakle
jednako,jednako
ja,meni
takav,takva
igrati,igraju
ovaj,Ove
ovisiti,ovisi
željeti,želio
izvor,izvor
čovjek,Ljudi
medij,medije
gledati,gledati
europski,Europskog
vraćati,vraća
večeras,večeras
zahtjev,zahtjev
proći,prošao
kontrola,kontrolu
komentirati,komentirao
radi,radi
izbor,izbor
spreman,spremni
mreža,mreže
agencija,agencija
ožujak,ožujku
sastanak,sastanak
čekati,čekaju
igrač,igrače
zrak,zraka
moj,moje
sam,samom
čiji,čija
showa,showa
način,načina
zaraženo,zaraženo
odnos,odnos
moći,mogle
tada,Tada
umjetnost,umjetnosti
dogoditi,dogodila
kriza,kriza
moj,moj
grupa,grupe
ići,idu
biti,biste
važan,važan
politika,politike
pogodak,pogodak
novinar,novinare
treći,treće
nov,Nove
lokalan,lokalne
ovako,ovako
drugačije,drugačije
voljeti,voli
završiti,završila
suradnja,suradnju
Stožer,Stožer
objasniti,objasnio
težak,teške
svaki,svaku
često,najčešće
nesreća,nesreće
provesti,proveo
njihov,njihovih
njegov,njegovi
stranica,stranici
turizam,turizma
smanjiti,smanjiti
važan,važna
zavod,zavoda
vrsta,vrsta
donijeti,donijela
nacionalan,Nacionalni
neki,neku
uspjeti,uspjela
biti,Nisam
njihov,njihovim
sam,sam
nagrada,nagradu
karantena,karanteni
morati,Moramo
biti,Bila
imati,Imamo
temelj,temelju
iskoristiti,iskoristiti
sjednica,sjednici
fotografija,fotografiju
utjecati,utjecati
dobar,dobru
poznat,poznat
ulazak,ulazak
poslati,poslao
srce,srca
sin,sina
radni,radnih
vrijeme,vremenu
finale,finala
osobno,osobno
državni,državnog
prvi,Prva
trebati,Treba
znati,znao
svoj,svoja
prijatelj,prijatelja
vrsta,vrste
ostati,ostala
imati,imam
prednost,prednosti
kolo,kolu
plaća,plaća
govoriti,govore
jedan,jednim
takav,takvih
velik,najveće
kontakt,kontakti
njezin,njezine
govoriti,govorio
knjiga,knjige
reći,Rekao
napokon,napokon
biti,jesu
skupina,skupini
poen,poena
brojka,brojke
reprezentacija,reprezentacija
oba,oba
držati,držati
srednji,srednje
zatvor,zatvora
redovito,redovito
savez,saveza
stanovništvo,stanovništva
odlazak,odlazak
negdje,negdje
osoba,osobu
slika,slika
isti,iste
javan,javni
snaga,snaga
razvoj,razvoja
dio,dijelom
dodati,dodala
proračun,proračuna
europski,europske
izaći,izaći
skoro,skoro
tim,tim
velik,najveća
javljati,javlja
doba,dobi
brojan,brojni
ponekad,ponekad
brojan,brojnim
usluga,usluge
nuditi,nudi
dati,daju
epidemiološki,epidemioloških
idući,iduće
šteta,štetu
godišnje,godišnje
mjesto,mjestima
javno,javno
ideja,ideja
grad,gradova
njihov,njihovi
djelo,djelo
utjecaj,utjecaj
stan,stan
turnir,turnir
omogućiti,omogućiti
svjetski,svjetskog
koji,kojega
drugi,drugima
izuzetno,izuzetno
medij,medijima
krenuti,krenuli
drugi,Drugi
automobil,automobil
njegov,njegovih
onaj,onoga
boja,boje
vrijediti,vrijedi
nogometni,nogometni
županijski,županijski
krenuti,krenula
liga,liga
udruga,udruge
sin,sin
poznat,poznati
zadnje,zadnja
dolazak,dolazak
čiji,čije
posebice,posebice
definitivno,definitivno
ponovo,ponovo
pomagati,pomaže
ubrzo,ubrzo
baviti,bavi
granica,granica
opasnost,opasnost
račun,računa
otvoren,otvorenom
zgrada,zgrada
državni,državne
zajednički,zajednički
ozljeda,ozljede
natjecanje,natjecanje
naći,našao
korištenje,korištenje
odgovarati,odgovara
ponašanje,ponašanje
glumac,glumac
biti,Je
porast,porast
spriječiti,spriječiti
blizina,blizini
sreća,sreću
krenuti,krenuti
cijel,cijelom
pozitivan,pozitivne
sumnja,sumnje
obrazovanje,obrazovanja
selo,selu
šef,šef
mreža,mrežu
svaki,Svaki
svjetski,svjetski
uputa,upute
pobijediti,pobijediti
pokazati,pokazali
nastupati,nastupa
odmor,odmor
tema,tema
status,status
unutarnji,unutarnjih
vanjski,vanjskih
hrana,hranu
cijel,cijelo
unatoč,Unatoč
znanost,znanosti
strana,strani
sport,sport
iznos,iznos
informacija,informacijama
životinja,životinja
čim,čim
finale,finalu
osjećati,osjeća
epidemiološki,epidemiološka
samoizolacija,samoizolaciju
pozicija,poziciju
održavati,održava
dom,domovima
osvojiti,osvojila
važan,najvažnije
gost,gostiju
razgovor,razgovoru
večer,večeri
obično,obično
hrvatski,hrvatska
potreban,potrebna
njihov,njihovo
korone,korone
potreban,potrebne
narod,naroda
praktički,praktički
većina,Većina
kazati,Kaže
većinom,većinom
stožer,Stožera
ostvariti,ostvariti
vlasnik,vlasnik
milijarda,milijarde
mandat,mandat
program,programu
brojan,brojnih
širiti,širi
pokušavati,pokušava
cijel,cijelog
javan,javne
putnik,putnika
objekt,objekata
prvi,Prve
bolnica,bolnica
navijač,navijača
studeni,studenog
održavanje,održavanje
rat,rat
izolacija,izolacije
takav,takvo
zadržati,zadržati
dati,dali
raditi,radili
staviti,staviti
poznat,poznata
nogometni,nogometnog
jedva,jedva
vlast,vlast
desetljeće,desetljeća
metar,metra
liječnik,liječnici
bez,Bez
povećanje,povećanje
gost,gostima
kompanija,kompanije
poruka,poruke
neki,nekom
kakav,kakve
napad,napad
rok,rok
europski,Europska
karantena,karantenu
njegov,njegovom
pjesma,pjesmu
htjeti,nećemo
prilika,prilike
zašto,Zašto
sav,Sve
cijena,cijenu
umrao,umrlih
mreža,mreža
obrana,obranu
tri,Tri
dob,dobi
napadač,napadač
krug,krugu
kilogram,kilograma
zaštita,zaštiti
zaštitni,zaštitne
prvi,prvim
raspored,rasporedu
birač,birača
pandemija,pandemijom
dogoditi,dogodio
domaći,domaći
pozitivan,pozitivno
lani,lani
planirati,planira
iznos,iznosu
kandidat,kandidat
pobijediti,pobijedio
igra,igri
niz,nizu
sud,sudu
želja,želja
izazov,izazov
pokušati,pokušao
žrtva,žrtve
