Morph-lemma,Morph-inflection
ジャパン,ジャパン
合計,合計
大型,大型
無,無
てる,て
認証,認証
金利,金利
味,味
タッチ,タッチ
直後,直後
事例,事例
先生,先生
有名,有名
低下,低下
データベース,データベース
信頼,信頼
変換,変換
項目,項目
宇宙,宇宙
番号,番号
優れる,優れ
反応,反応
オフィス,オフィス
入れる,入れる
証券,証券
発信,発信
集まる,集まっ
一定,一定
従業,従業
無償,無償
事務所,事務所
ドライブ,ドライブ
わずか,わずか
団,団
ウェア,ウェア
野菜,野菜
わかる,わかる
立つ,立ち
配置,配置
日々,日々
議論,議論
いま,いま
券,券
案内,案内
組み合わせる,組み合わせ
そうした,そうした
女,女
審査,審査
小型,小型
限り,限り
要望,要望
インフラ,インフラ
ホワイト,ホワイト
距離,距離
横,横
認定,認定
男子,男子
人生,人生
買う,買っ
不要,不要
読者,読者
各地,各地
名古屋,名古屋
務める,務め
四半期,四半期
月末,月末
抑える,抑え
友達,友達
普段,普段
規制,規制
ブラック,ブラック
バック,バック
演じる,演じ
満足,満足
済み,済み
決まる,決まっ
同士,同士
途中,途中
けれど,けれど
ボディ,ボディ
表,表
患者,患者
長い,長い
興味,興味
ライト,ライト
主演,主演
アクション,アクション
汚染,汚染
整理,整理
症,症
食,食
公表,公表
ラインナップ,ラインナップ
楽しい,楽しい
材料,材料
交通,交通
次世代,次世代
出す,出す
島,島
秒,秒
出場,出場
女優,女優
国会,国会
要求,要求
ステージ,ステージ
当然,当然
有料,有料
感覚,感覚
もらう,もらい
南,南
文書,文書
首都,首都
市長,市長
聞く,聞く
出身,出身
政策,政策
ポート,ポート
発,発
出版,出版
付け,付け
年齢,年齢
合意,合意
それら,それら
以内,以内
党,党
問う,問わ
世界中,世界中
開く,開か
わかる,わから
訪問,訪問
野球,野球
級,級
進化,進化
薬,薬
半,半
指示,指示
作り,作り
長官,長官
列車,列車
付ける,付け
店頭,店頭
炉,炉
もし,もし
触れる,触れ
パワー,パワー
もらう,もらっ
順次,順次
観測,観測
手続き,手続き
インタビュー,インタビュー
いう,いわ
幅広い,幅広い
編,編
夫,夫
交渉,交渉
役割,役割
ドイツ,ドイツ
加工,加工
エコ,エコ
解析,解析
同時,同時
表面,表面
食品,食品
探す,探し
社内,社内
すごい,すごく
収益,収益
元気,元気
壁,壁
まったく,まったく
俳優,俳優
未,未
カスタマイズ,カスタマイズ
開設,開設
見込み,見込み
道路,道路
地区,地区
容易,容易
支払い,支払い
候補,候補
懸念,懸念
収納,収納
バランス,バランス
スポット,スポット
界,界
官,官
がち,がち
分かる,分かり
使い方,使い方
旅,旅
始める,始める
多い,多かっ
電,電
いただける,いただける
クーポン,クーポン
地図,地図
忘れる,忘れ
競争,競争
プラス,プラス
楽しむ,楽しみ
今月,今月
モノ,モノ
反対,反対
州,州
得る,得る
春,春
完了,完了
来年,来年
幹部,幹部
投入,投入
感染,感染
彼ら,彼ら
限る,限ら
年代,年代
いえる,いえる
筆者,筆者
下さる,下さい
要請,要請
ユニット,ユニット
いただく,いただく
本日,本日
台数,台数
改めて,改めて
解消,解消
県内,県内
通知,通知
事情,事情
優先,優先
報じる,報じ
診断,診断
ファッション,ファッション
厳しい,厳しい
残る,残っ
村,村
新聞,新聞
貢献,貢献
続く,続き
似る,似
京都,京都
加入,加入
つながる,つながる
会談,会談
ツアー,ツアー
シングル,シングル
単位,単位
症状,症状
処分,処分
席,席
みたい,みたい
さま,さま
演出,演出
コントロール,コントロール
整備,整備
常に,常に
研究所,研究所
手法,手法
増える,増える
見つける,見つけ
教える,教え
スピード,スピード
館,館
不正,不正
業,業
もっとも,もっとも
状,状
マイクロソフト,マイクロソフト
あげる,あげ
フリー,フリー
部品,部品
判決,判決
申請,申請
学習,学習
動向,動向
クリスマス,クリスマス
収集,収集
領域,領域
うまい,うまく
劇場,劇場
達,達
テキスト,テキスト
スペシャル,スペシャル
燃料,燃料
建築,建築
転送,転送
収入,収入
現実,現実
楽しむ,楽しん
かかる,かかっ
決済,決済
終わる,終わっ
ストレス,ストレス
公演,公演
良い,良く
否定,否定
ニューヨーク,ニューヨーク
後半,後半
美しい,美しい
白,白
タイミング,タイミング
数字,数字
よい,よく
航空,航空
再び,再び
届け,届け
アドレス,アドレス
高級,高級
内閣,内閣
フランス,フランス
困難,困難
人物,人物
サッカー,サッカー
旬,旬
請求,請求
仲間,仲間
未来,未来
異なる,異なり
置く,置い
回線,回線
各国,各国
楽曲,楽曲
新作,新作
中小,中小
野田,野田
離れる,離れ
全く,全く
割合,割合
聞く,聞か
シーズン,シーズン
それでも,それでも
ぐらい,ぐらい
コーナー,コーナー
開く,開い
自己,自己
分かる,分から
連動,連動
原子,原子
複雑,複雑
少年,少年
半分,半分
不,不
横浜,横浜
分かる,分かっ
重視,重視
削除,削除
抽選,抽選
娘,娘
リスト,リスト
コース,コース
調達,調達
巨大,巨大
面白い,面白い
クラス,クラス
独立,独立
北,北
制,制
便,便
間違い,間違い
売り上げ,売り上げ
安,安
センサー,センサー
タイム,タイム
注文,注文
損害,損害
設ける,設け
コンピュータ,コンピュータ
そのもの,そのもの
男女,男女
年末,年末
証明,証明
地球,地球
女の子,女の子
ビル,ビル
ノウハウ,ノウハウ
星,星
雇用,雇用
使える,使え
職員,職員
ロック,ロック
ヒット,ヒット
当日,当日
指導,指導
お客,お客
方々,方々
既に,既に
言える,言える
大事,大事
対,対
東,東
長い,長く
周囲,周囲
狙い,狙い
左右,左右
読む,読み
入る,入り
トーク,トーク
アルバム,アルバム
言う,言い
百,百
楽しい,楽しく
レストラン,レストラン
キーワード,キーワード
本人,本人
マルチ,マルチ
事態,事態
与える,与える
マウス,マウス
描く,描か
駆動,駆動
ホームページ,ホームページ
生徒,生徒
ウイルス,ウイルス
リアル,リアル
アンケート,アンケート
バー,バー
広い,広く
市民,市民
ガス,ガス
経る,経
電車,電車
ご覧,ご覧
上がる,上がっ
類,類
同じく,同じく
もらえる,もらえる
工事,工事
コンパクト,コンパクト
措置,措置
医師,医師
防ぐ,防ぐ
リーダー,リーダー
福岡,福岡
ユーロ,ユーロ
お願い,お願い
見直し,見直し
病,病
プロセッサ,プロセッサ
週,週
賠償,賠償
用途,用途
為替,為替
勉強,勉強
確定,確定
木,木
明かす,明かし
気分,気分
やや,やや
ストア,ストア
伝統,伝統
真,真
付近,付近
アーティスト,アーティスト
旧,旧
とる,とっ
われわれ,われわれ
確実,確実
千葉,千葉
両方,両方
ローン,ローン
路線,路線
我々,我々
高度,高度
好み,好み
士,士
会話,会話
イタリア,イタリア
動物,動物
解像度,解像度
富士通,富士通
声優,声優
一覧,一覧
知る,知る
いく,いっ
所有,所有
ゲスト,ゲスト
補正,補正
反映,反映
場面,場面
反,反
中止,中止
作る,作り
同氏,同氏
照明,照明
親,親
決める,決める
現時点,現時点
質,質
空港,空港
進む,進む
あらゆる,あらゆる
ブルー,ブルー
おる,おら
英,英
まいる,まいり
小説,小説
失敗,失敗
描く,描く
高齢,高齢
リフォーム,リフォーム
基礎,基礎
がん,がん
達す,達し
関心,関心
世帯,世帯
府,府
改革,改革
多様,多様
派遣,派遣
とおり,とおり
君,君
役立つ,役立つ
延長,延長
パスワード,パスワード
残念,残念
黒,黒
再現,再現
悪い,悪い
高橋,高橋
高まる,高まっ
アドバイス,アドバイス
比較的,比較的
重い,重
にかけて,にかけて
空気,空気
オーディオ,オーディオ
法案,法案
夫婦,夫婦
着る,着
禁止,禁止
備える,備える
やる,やり
中旬,中旬
他社,他社
工夫,工夫
仙台,仙台
安い,安い
コピー,コピー
手間,手間
署,署
保障,保障
詳しい,詳しく
踏まえる,踏まえ
乗る,乗っ
記載,記載
英国,英国
繰り返す,繰り返し
言語,言語
正確,正確
依頼,依頼
訴える,訴え
実,実
個性,個性
グッズ,グッズ
読む,読ん
ルール,ルール
軽減,軽減
録画,録画
小さい,小さい
ショッピング,ショッピング
特許,特許
次第,次第
物理,物理
かつて,かつて
スイッチ,スイッチ
周年,周年
うれしい,うれしい
出来る,出来
創業,創業
たび,たび
まさに,まさに
要因,要因
柔軟,柔軟
現行,現行
さて,さて
パック,パック
労働,労働
判明,判明
水準,水準
卒業,卒業
いる,いれ
タイ,タイ
本来,本来
見方,見方
衆院,衆院
