Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
ему,ему,116,89,3306
об,об,120,90,3253
один,один,96,91,3230
жизнь,жизни,62,92,3210
нас,нас,126,93,3163
там,там,128,94,3122
она,ее,31,95,3074
через,через,131,96,3064
всего,всего,133,97,3056
вас,вас,135,98,3020
здесь,здесь,136,99,3020
себя,себе,38,100,3019
том,том,132,101,3014
да,да,137,102,3001
человек,человек,30,103,2967
этот,этой,17,104,2955
всегда,всегда,142,105,2826
тем,тем,144,106,2810
ее,ее,145,107,2807
поэтому,поэтому,146,108,2797
день,день,61,109,2788
этот,эти,17,110,2762
именно,именно,148,111,2756
весь,всех,20,112,2754
являться,является,98,113,2743
потому,потому,150,114,2734
него,него,152,115,2692
несколько,несколько,109,116,2685
мочь,могут,23,117,2642
работа,работы,53,118,2599
область,области,127,119,2568
много,много,158,120,2566
лишь,лишь,159,121,2541
теперь,теперь,164,122,2502
пока,пока,166,123,2467
свой,своей,21,124,2452
однако,однако,170,125,2444
всё,всё,171,126,2444
надо,надо,177,127,2365
которая,которая,179,128,2321
ведь,ведь,180,129,2316
тоже,тоже,181,130,2314
хотя,хотя,183,131,2296
человек,человека,30,132,2287
свой,свою,21,133,2286
компания,компании,69,134,2280
человек,людей,30,135,2239
быть,будут,6,136,2214
такой,такой,32,137,2188
между,между,193,138,2158
человек,люди,30,139,2150
тогда,тогда,195,140,2132
ничто,ничего,172,141,2113
нам,нам,199,142,2108
сегодня,сегодня,198,143,2107
жизнь,жизнь,62,144,2105
время,времени,39,145,2095
им,им,205,146,2052
свой,свои,21,147,2051
её,её,203,148,2037
тут,тут,208,149,2026
потом,потом,209,150,2005
перед,перед,207,151,2003
которых,которых,212,152,1994
сделать,сделать,100,153,1953
случай,случае,124,154,1950
ей,ей,218,155,1934
ну,ну,225,156,1926
каждый,каждый,72,157,1921
других,других,230,158,1907
конечно,конечно,234,159,1894
два,два,83,160,1884
свой,своих,21,161,1873
ещё,ещё,45,162,1869
вообще,вообще,239,163,1860
почему,почему,242,164,1849
либо,либо,244,165,1842
стоить,стоит,167,166,1822
тот,тот,34,167,1815
этот,эта,17,168,1813
этот,этом,17,169,1787
какой,какой,55,170,1738
ней,ней,258,171,1737
например,например,261,172,1726
кроме,кроме,266,173,1697
год,год,22,174,1690
тебя,тебя,268,175,1689
что,чем,4,176,1677
место,место,80,177,1676
что,чего,4,178,1655
себя,собой,38,179,1653
почти,почти,274,180,1639
этот,этих,17,181,1627
которой,которой,279,182,1627
иметь,имеет,78,183,1624
сам,сам,280,184,1624
тот,тех,34,185,1608
вопрос,вопрос,99,186,1608
свой,своего,21,187,1607
сразу,сразу,284,188,1586
такой,такие,32,189,1581
свой,свой,21,190,1579
вместе,вместе,286,191,1576
такой,таким,32,192,1572
возможность,возможность,134,193,1567
должный,должен,71,194,1536
образ,образом,189,195,1531
такой,такое,32,196,1528
над,над,299,197,1520
часть,часть,122,198,1511
никогда,никогда,307,199,1495
момент,момент,182,200,1487
ним,ним,312,201,1474
первый,первый,59,202,1461
этот,этого,17,203,1455
система,системы,86,204,1454
быть,было,6,205,1451
дело,дело,93,206,1436
про,про,326,207,1434
должный,должны,71,208,1434
необходимый,необходимо,153,209,1432
компания,компания,69,210,1429
другие,другие,329,211,1426
этот,эту,17,212,1418
среди,среди,333,213,1415
делать,делать,113,214,1415
какой,какие,55,215,1406
совсем,совсем,336,216,1404
мир,мир,82,217,1402
одной,одной,340,218,1394
тот,те,34,219,1380
другой,другой,313,220,1379
стать,стал,58,221,1375
тебе,тебе,343,222,1371
часто,часто,344,223,1371
оно,оно,351,224,1355
интернет,интернет,233,225,1349
тот,том,34,226,1340
многие,многие,357,227,1326
сторона,стороны,140,228,1325
мир,мира,82,229,1307
развитие,развития,161,230,1304
которого,которого,368,231,1290
сказать,сказать,105,232,1290
город,города,110,233,1289
такой,таких,32,234,1286
три,три,211,235,1281
рубль,рублей,316,236,1264
мочь,можете,23,237,1262
затем,затем,381,238,1255
которое,которое,383,239,1252
весь,всем,20,240,1252
внимание,внимание,241,241,1230
быстро,быстро,389,242,1229
слишком,слишком,391,243,1229
новый,новый,52,244,1226
свой,своим,21,245,1224
работа,работу,53,246,1220
хороший,лучше,60,247,1212
особенно,особенно,401,248,1202
ребёнок,детей,107,249,1196
нибудь,нибудь,402,250,1196
количество,количество,220,251,1191
два,двух,83,252,1189
свой,свое,21,253,1185
менее,менее,411,254,1181
сайт,сайт,91,255,1180
около,около,413,256,1177
немного,немного,419,257,1166
нее,нее,429,258,1152
сайт,сайте,91,259,1150
хорошо,хорошо,433,260,1147
самом,самом,435,261,1144
купить,купить,306,262,1141
действительно,действительно,444,263,1129
мочь,мог,23,264,1127
российский,российской,121,265,1126
найти,найти,165,266,1125
куда,куда,447,267,1122
одного,одного,450,268,1117
помощь,помощью,163,269,1116
назад,назад,453,270,1112
дом,дома,123,271,1106
второй,второй,173,272,1106
мир,мире,82,273,1098
друг,друг,186,274,1094
наш,нашей,57,275,1091
глаз,глаза,185,276,1085
новый,новые,52,277,1084
одна,одна,465,278,1081
благодаря,благодаря,470,279,1074
часть,части,122,280,1074
стать,стали,58,281,1073
программа,программы,141,282,1072
использовать,использовать,160,283,1071
рядом,рядом,473,284,1068
снова,снова,475,285,1065
связь,связи,283,286,1064
любой,любой,118,287,1063
получить,получить,119,288,1062
никто,никто,296,289,1062
большой,большой,174,290,1056
день,дня,61,291,1052
слово,слова,117,292,1048
сколько,сколько,487,293,1047
следовать,следует,342,294,1045
тот,то,34,295,1044
достаточно,достаточно,495,296,1038
иногда,иногда,496,297,1038
наиболее,наиболее,499,298,1036
полностью,полностью,503,299,1029
совершенно,совершенно,508,300,1023
самых,самых,509,301,1020
казаться,кажется,240,302,1019
которую,которую,512,303,1016
позволять,позволяет,253,304,1014
участие,участие,297,305,1014
решение,решение,157,306,1013
мой,мой,84,307,1008
значить,значит,497,308,1005
находиться,находится,176,309,1003
дом,дом,123,310,997
давно,давно,522,311,997
рука,руки,129,312,987
сайт,сайта,91,313,987
мочь,могу,23,314,987
тому,тому,529,315,985
кто,кого,56,316,985
уж,уж,527,317,983
нельзя,нельзя,534,318,977
информация,информации,156,319,973
вопрос,вопросы,99,320,973
должный,должна,71,321,972
день,дней,61,322,971
некоторый,некоторые,204,323,971
обычно,обычно,540,324,970
число,числе,237,325,968
деятельность,деятельности,324,326,965
одним,одним,547,327,964
деньга,деньги,275,328,961
пусть,пусть,549,329,960
качество,качестве,169,330,955
чуть,чуть,556,331,954
самое,самое,559,332,952
проблема,проблемы,143,333,950
страна,страны,138,334,947
возможность,возможности,134,335,945
такой,такого,32,336,944
новый,новых,52,337,944
самый,самый,561,338,943
проект,проект,130,339,943
это,этим,7,340,942
наш,наши,57,341,940
вид,виде,125,342,936
точно,точно,569,343,935
рамка,рамках,464,344,934
хотеть,хочу,97,345,928
практически,практически,577,346,927
место,месте,80,347,927
стать,стало,58,348,925
работа,работа,53,349,922
котором,котором,582,350,920
такой,такая,32,351,919
весь,всей,20,352,918
против,против,585,353,915
история,истории,190,354,913
весь,всю,20,355,911
весь,весь,20,356,911
довольно,довольно,593,357,909
хоть,хоть,594,358,908
происходить,происходит,301,359,905
два,две,83,360,905
дело,деле,93,361,905
говорить,говорит,92,362,902
стать,стала,58,363,900
работа,работе,53,364,898
разный,разных,201,365,896
работать,работать,112,366,894
таки,таки,602,367,890
работать,работает,112,368,887
организация,организации,217,369,882
поскольку,поскольку,609,370,882
далёкий,дальше,403,371,881
течение,течение,476,372,879
одно,одно,611,373,879
бизнес,бизнес,256,374,875
пора,пор,410,375,874
данных,данных,619,376,872
управление,управления,322,377,871
взгляд,взгляд,321,378,870
система,система,86,379,868
становиться,становится,315,380,866
знать,знаю,75,381,865
минута,минут,339,382,857
путь,пути,235,383,857
мало,мало,628,384,857
стать,стать,58,385,855
должный,должно,71,386,854
вокруг,вокруг,631,387,852
самые,самые,634,388,849
сказать,сказал,105,389,846
правда,правда,469,390,839
девушка,девушка,232,391,838
место,места,80,392,833
важный,важно,168,393,830
наш,наш,57,394,830
постоянно,постоянно,657,395,828
самого,самого,661,396,824
сами,сами,662,397,824
которым,которым,665,398,821
вполне,вполне,666,399,819
сильно,сильно,669,400,817
решение,решения,157,401,816
конец,конце,200,402,816
нем,нем,671,403,814
тысяча,тысяч,359,404,813
являться,являются,98,405,812
новый,нового,52,406,811
всех,всех,679,407,808
год,годы,22,408,805
проект,проекта,130,409,797
сама,сама,687,410,795
главный,главное,149,411,793
сеть,сети,338,412,792
скорее,скорее,697,413,784
различный,различных,271,414,780
ваш,ваш,79,415,778
территория,территории,417,416,774
помощь,помощи,163,417,773
период,период,436,418,773
данные,данные,706,419,772
прежде,прежде,707,420,771
город,город,110,421,769
ранний,раньше,472,422,767
говорить,говорить,92,423,766
информация,информацию,156,424,763
каждый,каждого,72,425,762
многих,многих,724,426,761
производство,производства,304,427,757
прямо,прямо,730,428,757
знать,знает,75,429,757
свой,своими,21,430,755
путь,путь,235,431,755
услуга,услуг,246,432,753
будто,будто,734,433,753
равный,равно,518,434,752
иметь,имеют,78,435,751
безопасность,безопасности,545,436,748
спасибо,спасибо,740,437,747
будет,будет,741,438,746
легко,легко,745,439,743
работа,работ,53,440,742
цена,цены,192,441,740
понять,понять,269,442,738
хотеться,хотелось,335,443,736
результат,результате,147,444,734
ними,ними,757,445,733
самым,самым,758,446,732
опыт,опыт,337,447,730
сила,силы,151,448,729
группа,группы,213,449,728
долго,долго,767,450,727
свой,своем,21,451,726
власть,власти,405,452,725
тело,тела,219,453,723
вода,воды,228,454,723
вид,вид,125,455,722
сторона,сторону,140,456,722
существовать,существует,293,457,721
жить,жить,206,458,721
наш,наших,57,459,720
млн,млн,775,460,718
возможно,возможно,778,461,718
самой,самой,782,462,714
весьма,весьма,786,463,711
средство,средств,249,464,708
идти,идет,175,465,706
счёт,счет,365,466,705
тело,тело,219,467,704
несмотря,несмотря,797,468,703
информация,информация,156,469,701
стать,станет,58,470,700
уровень,уровень,187,471,698
внутри,внутри,809,472,697
центр,центр,178,473,696
процесс,процесс,221,474,695
мысль,мысли,303,475,693
наконец,наконец,818,476,690
тот,тем,34,477,690
весь,всё,20,478,690
игра,игры,215,479,689
пара,пару,406,480,689
история,история,190,481,688
любовь,любовь,311,482,688
компания,компаний,69,483,687
тот,той,34,484,685
думать,думаю,202,485,684
кто,кому,56,486,683
основа,основе,399,487,680
дело,дела,93,488,679
книга,книги,197,489,679
федерация,федерации,765,490,677
последний,последние,154,491,677
ранее,ранее,835,492,677
лучше,лучше,838,493,675
возможный,возможно,294,494,674
хотеться,хочется,335,495,670
очередь,очередь,640,496,669
обязательно,обязательно,846,497,666
действие,действия,267,498,665
кстати,кстати,848,499,665
результат,результаты,147,500,664
земля,земли,222,501,663
сначала,сначала,851,502,663
вновь,вновь,854,503,661
словно,словно,857,504,660
мочь,могли,23,505,658
чаще,чаще,861,506,657
район,районе,276,507,654
удаться,удалось,653,508,654
одну,одну,868,509,653
услуга,услуги,246,510,652
мера,мере,393,511,651
программа,программа,141,512,650
весь,всего,20,513,650
стоимость,стоимость,551,514,648
иначе,иначе,879,515,648
война,войны,373,516,647
ситуация,ситуации,272,517,647
голова,голову,231,518,646
тип,типа,408,519,643
впервые,впервые,891,520,642
участник,участников,290,521,641
весь,вся,20,522,641
выбор,выбор,328,523,640
любовь,любви,311,524,639
роль,роль,533,525,637
рынок,рынка,214,526,636
начало,начала,260,527,636
ответ,ответ,396,528,636
развитие,развитие,161,529,633
бизнес,бизнеса,256,530,630
качество,качества,169,531,629
новый,новой,52,532,628
интересный,интересно,229,533,627
отношение,отношения,196,534,627
хотеть,хочет,97,535,626
иметь,иметь,78,536,624
одном,одном,909,537,624
уровень,уровне,187,538,624
условие,условиях,243,539,623
первый,первого,59,540,623
данный,данный,898,541,622
онлайн,онлайн,899,542,621
наш,нашего,57,543,617
продукция,продукции,570,544,616
город,городе,110,545,616
сердце,сердце,446,546,616
помощь,помощь,163,547,613
проблема,проблем,143,548,612
страна,стране,138,549,611
рынок,рынке,214,550,609
ваш,вашего,79,551,605
какой,каким,55,552,603
первый,первой,59,553,602
быть,буду,6,554,602
имя,имя,282,555,600
мой,моя,84,556,600
хороший,хорошо,60,557,599
наверное,наверное,943,558,599
вроде,вроде,945,559,599
говорить,говорят,92,560,597
исследование,исследования,302,561,597
хотеть,хотел,97,562,596
час,часов,287,563,595
составлять,составляет,484,564,595
правило,правило,330,565,592
первый,первую,59,566,592
свет,свет,298,567,592
средство,средства,249,568,589
технология,технологии,323,569,589
туда,туда,955,570,589
помочь,помочь,270,571,588
вдруг,вдруг,959,572,588
имя,имени,282,573,587
согласно,согласно,962,574,587
образование,образования,455,575,586
меньше,меньше,966,576,585
причём,причем,837,577,583
давать,дает,216,578,582
зависеть,зависит,729,579,582
условие,условия,243,580,581
несколько,нескольких,109,581,581
какой,какое,55,582,580
точка,точки,457,583,579
век,века,491,584,579
опять,опять,976,585,577
ибо,ибо,978,586,577
мочь,могла,23,587,576
тот,того,34,588,575
к,ко,14,589,575
это,этому,7,590,574
начало,начале,260,591,572
казаться,казалось,240,592,571
апрель,апреля,754,593,570
лицо,лица,191,594,570
вами,вами,991,595,570
право,права,264,596,569
какой,какая,55,597,569
делать,делает,113,598,568
сфера,сфере,513,599,568
целое,целом,972,600,568
центр,центра,178,601,566
сила,силу,151,602,566
слово,словам,117,603,566
общий,общем,188,604,565
быть,будем,6,605,565
цена,цена,192,606,564
отель,отель,467,607,563
невозможный,невозможно,799,608,563
ребёнок,дети,107,609,563
изменение,изменения,378,610,562
школа,школы,238,611,562
узнать,узнать,568,612,560
человек,людям,30,613,560
первый,первые,59,614,559
лицо,лицо,191,615,559
зрение,зрения,876,616,559
страна,стран,138,617,558
другое,другое,1017,618,558
большой,большое,174,619,558
право,право,264,620,558
директор,директор,480,621,556
качество,качество,169,622,555
настолько,настолько,1021,623,555
система,систем,86,624,554
создать,создать,255,625,554
проблема,проблема,143,626,554
смерть,смерти,536,627,554
вместо,вместо,1023,628,552
центр,центре,178,629,552
наш,наша,57,630,552
насколько,насколько,1025,631,551
всем,всем,1026,632,551
нему,нему,1032,633,549
большинство,большинство,531,634,547
срок,срок,427,635,547
множество,множество,751,636,545
дом,доме,123,637,545
создание,создания,305,638,544
энергия,энергии,409,639,544
состояние,состояние,277,640,544
состояние,состоянии,277,641,544
ваш,вашей,79,642,543
пять,пять,673,643,542
конец,конца,200,644,542
сложный,сложно,318,645,542
май,мая,783,646,541
известный,известно,247,647,541
вариант,вариант,394,648,540
сей,сих,764,649,540
уровень,уровня,187,650,539
знать,знать,75,651,538
новость,новости,616,652,538
мой,моей,84,653,538
бывать,бывает,597,654,537
деньга,денег,275,655,536
речь,речь,739,656,535
далее,далее,1056,657,534
зачем,зачем,1060,658,532
ваш,ваши,79,659,532
оборудование,оборудования,477,660,532
увидеть,увидеть,295,661,531
столько,столько,1064,662,529
друга,друга,1065,663,529
использование,использования,327,664,528
труд,труда,530,665,528
другим,другим,1067,666,527
мужчина,мужчина,319,667,527
вещь,вещи,445,668,526
проведение,проведения,523,669,523
четыре,четыре,668,670,523
слово,слово,117,671,523
далеко,далеко,1081,672,523
впрочем,впрочем,1082,673,523
начать,начал,210,674,522
примерно,примерно,1083,675,522
раз,раза,87,676,520
женщина,женщина,248,677,520
рука,руку,129,678,520
российский,российских,121,679,519
одновременно,одновременно,1087,680,518
месяц,месяцев,289,681,517
проект,проектов,130,682,517
разный,разные,201,683,517
свет,света,298,684,516
столь,столь,1096,685,514
защита,защиты,501,686,510
душа,души,331,687,510
мой,мои,84,688,507
сила,сил,151,689,507
список,список,566,690,506
настоящий,настоящее,273,691,506
гораздо,гораздо,1115,692,505
нравиться,нравится,733,693,505
касаться,касается,694,694,505
соответствие,соответствии,845,695,504
знать,знал,75,696,504
материал,материалов,227,697,503
высоко,выше,880,698,503
оставаться,остается,352,699,503
продажа,продажа,325,700,502
форма,формы,223,701,500
цель,цели,224,702,500
представлять,представляет,426,703,500
цель,цель,224,704,499
мной,мной,1129,705,499
прийтись,пришлось,498,706,498
ребёнок,ребенка,107,707,498
совет,совета,428,708,497
некоторый,некоторых,204,709,497
три,трех,211,710,496
какой,каких,55,711,494
никакой,никаких,418,712,494
реализация,реализации,762,713,494
другими,другими,1144,714,492
свой,своему,21,715,492
наш,нашем,57,716,492
месяц,месяц,289,717,491
видео,видео,1147,718,491
решить,решил,254,719,491
результат,результат,147,720,491
видеть,видеть,162,721,491
степень,степени,811,722,490
недавно,недавно,1153,723,490
получить,получил,119,724,489
вовсе,вовсе,1156,725,487
прийтись,придется,498,726,486
абсолютно,абсолютно,1161,727,486
цвет,цвета,360,728,486
правильно,правильно,1163,729,486
семья,семьи,281,730,486
последний,последний,154,731,485
посмотреть,посмотреть,432,732,485
март,марта,836,733,484
клиент,клиентов,332,734,484
внимание,внимания,241,735,484
пожалуйста,пожалуйста,1170,736,484
тот,та,34,737,484
смочь,сможет,184,738,483
система,систему,86,739,482
ход,ходе,623,740,481
мочь,можем,23,741,481
зависимость,зависимости,990,742,480
рост,рост,459,743,479
движение,движения,442,744,478
данным,данным,1187,745,477
название,название,567,746,477
слово,слов,117,747,476
каждый,каждой,72,748,475
технология,технологий,323,749,474
дать,дать,263,750,474
создание,создание,305,751,473
способ,способ,386,752,473
говорить,говоря,92,753,473
форма,форме,223,754,472
ночь,ночь,478,755,469
больший,большая,155,756,469
первый,первое,59,757,468
число,число,237,758,467
помимо,помимо,1206,759,467
получаться,получается,969,760,467
экономика,экономики,713,761,466
этот,этим,17,762,465
система,системе,86,763,465
рынок,рынок,214,764,464
школа,школа,238,765,464
выбрать,выбрать,506,766,464
предлагать,предлагает,367,767,464
женщина,женщины,248,768,464
состав,состав,510,769,462
первый,первая,59,770,461
км,км,1223,771,460
земля,земле,222,772,459
культура,культуры,621,773,457
модель,модели,449,774,457
фото,фото,1232,775,456
новый,новая,52,776,454
достаточный,достаточно,923,777,454
группа,группа,213,778,453
поле,поле,532,779,453
район,района,276,780,450
хотеть,хотите,97,781,450
приходиться,приходится,802,782,450
такой,таком,32,783,449
материал,материалы,227,784,449
служба,службы,458,785,448
взять,взять,354,786,448
значение,значение,626,787,447
мероприятие,мероприятия,452,788,446
едва,едва,1259,789,446
желание,желание,451,790,445
книга,книга,197,791,445
память,памяти,651,792,444
расположен,расположен,1268,793,444
день,дни,61,794,444
главный,главный,149,795,443
документ,документов,364,796,441
специалист,специалисты,353,797,440
явно,явно,1280,798,440
сюда,сюда,1281,799,440
самостоятельно,самостоятельно,1283,800,440
президент,президент,507,801,439
значительно,значительно,1285,802,439
команда,команды,350,803,438
население,населения,905,804,438
правительство,правительства,589,805,437
цель,целью,224,806,436
смочь,сможете,184,807,436
различный,различные,271,808,436
животное,животных,606,809,436
играть,играть,420,810,436
самая,самая,1289,811,435
принять,принять,245,812,435
домой,домой,1291,813,435
новый,новое,52,814,434
произойти,произошло,528,815,433
помочь,поможет,270,816,432
любой,любого,118,817,432
человек,человеком,30,818,432
такой,такую,32,819,431
состоять,состоит,768,820,431
никак,никак,1301,821,431
автор,автор,392,822,430
основный,основном,226,823,430
суд,суд,462,824,430
мнение,мнению,500,825,430
нами,нами,1309,826,429
начинать,начинает,300,827,428
язык,язык,314,828,427
глаз,глаз,185,829,427
конкурс,конкурса,423,830,427
закон,закон,348,831,426
понятный,понятно,828,832,426
весь,всеми,20,833,425
знать,знаете,75,834,425
идти,идти,175,835,425
смотреть,смотреть,278,836,424
государственный,государственной,291,837,423
сожаление,сожалению,1224,838,423
частность,частности,1317,839,422
девушка,девушки,232,840,422
тема,тему,292,841,421
ситуация,ситуация,272,842,421
дверь,дверь,461,843,420
знание,знания,489,844,420
род,рода,822,845,419
пользователь,пользователей,358,846,419
российский,российского,121,847,419
готовый,готов,308,848,419
вопрос,вопросов,99,849,419
исследование,исследований,302,850,418
работать,работают,112,851,417
означать,означает,1094,852,417
дверь,двери,461,853,416
наука,науки,438,854,416
цвет,цвет,360,855,415
глава,глава,535,856,415
трудный,трудно,924,857,415
сделать,сделал,100,858,414
московский,московской,404,859,413
факт,факт,656,860,413
последний,последнее,154,861,412
конференция,конференции,773,862,411
рождение,рождения,1062,863,411
отношение,отношении,196,864,411
ряд,ряд,581,865,411
кровь,крови,664,866,410
любой,любом,118,867,410
считать,считает,252,868,410
многое,многое,1371,869,409
техника,техники,670,870,409
университет,университета,471,871,409
общество,общества,542,872,409
специалист,специалистов,353,873,408
находиться,находятся,176,874,408
оборудование,оборудование,477,875,407
помогать,помогает,526,876,407
голова,голове,231,877,407
форум,форум,382,878,406
которому,которому,1380,879,406
неё,неё,1382,880,406
чувство,чувство,422,881,406
что,чему,4,882,405
ради,ради,1384,883,405
история,историю,190,884,405
итог,итоге,466,885,405
первый,первым,59,886,404
человек,человеку,30,887,404
организация,организаций,217,888,404
нога,ноги,456,889,403
женщина,женщин,248,890,402
повод,поводу,951,891,402
ваш,ваше,79,892,401
провести,провести,347,893,401
рассказать,рассказал,372,894,401
любить,люблю,259,895,401
сотрудник,сотрудников,492,896,400
модель,модель,449,897,400
поверхность,поверхности,731,898,400
необходимость,необходимости,866,899,400
любить,любит,259,900,399
мысль,мысль,303,901,399
машина,машины,369,902,398
рука,руках,129,903,397
действие,действий,267,904,396
первый,первых,59,905,396
деятельность,деятельность,324,906,396
получение,получения,832,907,395
другом,другом,1410,908,395
человек,людьми,30,909,395
время,временем,39,910,394
мм,мм,1414,911,394
неделя,неделю,448,912,394
другого,другого,1417,913,393
порядок,порядке,431,914,393
рост,роста,459,915,393
январь,января,928,916,393
портал,портал,781,917,392
новый,новую,52,918,392
отец,отец,580,919,392
есть,есть,932,920,392
наш,наше,57,921,392
обучение,обучения,759,922,391
отметить,отметить,384,923,391
задача,задачи,310,924,390
оказаться,оказалось,251,925,390
постепенно,постепенно,1432,926,390
товар,товаров,421,927,389
кто,кем,56,928,389
президент,президента,507,929,388
сознание,сознание,543,930,388
какой,какую,55,931,388
нужный,нужна,68,932,387
начать,начали,210,933,387
нужный,нужны,68,934,387
отметить,отметил,384,935,387
объём,объем,493,936,386
учёный,ученые,490,937,385
этот,этому,17,938,385
оказаться,оказался,251,939,385
поздний,позже,795,940,384
тысяча,тысячи,359,941,384
республика,республики,878,942,384
объект,объектов,375,943,383
данной,данной,1457,944,383
магазин,магазин,414,945,382
смысл,смысл,511,946,382
статья,статьи,482,947,380
требоваться,требуется,1066,948,380
поддержка,поддержки,424,949,380
заявить,заявил,841,950,380
задача,задача,310,951,380
государство,государства,639,952,380
казино,казино,1467,953,379
первый,первом,59,954,379
активно,активно,1469,955,379
октябрь,октября,1061,956,378
требовать,требует,646,957,378
читать,читать,546,958,378
месяц,месяца,289,959,378
делать,делают,113,960,378
сообщать,сообщает,1010,961,378
говорить,говорил,92,962,378
случай,случаях,124,963,378
готовый,готовы,308,964,378
успешно,успешно,1473,965,377
документ,документы,364,966,377
нужный,нужен,68,967,376
проходить,проходит,443,968,376
понять,понял,269,969,376
декабрь,декабря,1040,970,375
комплекс,комплекс,554,971,375
небольшой,небольшой,385,972,375
июль,июля,1099,973,374
тема,тема,292,974,374
скоро,скоро,1479,975,374
мать,мать,752,976,374
представитель,представители,463,977,374
написать,написал,376,978,373
боль,боль,746,979,373
позволить,позволит,504,980,373
наоборот,наоборот,1480,981,373
участник,участники,290,982,373
армия,армии,893,983,373
хотеть,хотела,97,984,372
регистрация,регистрации,883,985,372
производство,производство,304,986,372
правило,правила,330,987,372
спустя,спустя,1482,988,372
больший,большим,155,989,372
улица,улице,552,990,372
акция,акции,710,991,371
ощущение,ощущение,744,992,371
разве,разве,1491,993,371
тот,ту,34,994,371
будущее,будущее,633,995,370
решить,решили,254,996,370
чувство,чувства,422,997,369
начать,начать,210,998,369
подходить,подходит,659,999,368
хороший,хороший,60,1000,368
использование,использование,327,1001,368
применение,применения,632,1002,367
орган,органов,517,1003,367
адрес,адрес,840,1004,366
глаз,глазами,185,1005,364
вперёд,вперед,1409,1006,364
пресс,пресс,1472,1007,364
гражданин,граждан,806,1008,363
метр,метров,912,1009,363
видеть,видел,162,1010,363
откуда,откуда,1518,1011,363
место,мест,80,1012,362
материал,материал,227,1013,362
память,память,651,1014,362
анализ,анализ,691,1015,362
млрд,млрд,1521,1016,362
область,область,127,1017,361
вкус,вкус,929,1018,361
остальные,остальные,1524,1019,361
сознание,сознания,543,1020,361
особо,особо,1527,1021,360
однажды,однажды,1529,1022,360
процесс,процессе,221,1023,359
понимать,понимаю,236,1024,359
земля,землю,222,1025,358
получить,получили,119,1026,358
больший,большие,155,1027,358
следующий,следующий,371,1028,358
связь,связь,283,1029,358
гость,гостей,608,1030,357
час,час,287,1031,357
программа,программ,141,1032,355
специально,специально,1548,1033,355
больший,большую,155,1034,355
событие,события,440,1035,355
чтоб,чтоб,1551,1036,355
буквально,буквально,1552,1037,355
заниматься,заниматься,361,1038,355
суд,суда,462,1039,354
зато,зато,1555,1040,354
соответственно,соответственно,1556,1041,354
мнение,мнение,500,1042,354
университет,университет,471,1043,353
исключительно,исключительно,1557,1044,353
функция,функции,624,1045,353
момент,момента,182,1046,353
команда,команда,350,1047,353
лично,лично,1563,1048,352
голос,голос,763,1049,352
положение,положение,698,1050,352
волос,волосы,742,1051,352
которыми,которыми,1565,1052,352
искать,искать,555,1053,352
план,план,363,1054,352
смочь,смогут,184,1055,351
дизайн,дизайн,813,1056,351
вскоре,вскоре,1572,1057,351
предприятие,предприятия,502,1058,350
лицо,лиц,191,1059,350
