Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
nadal,nadal,347,248,1303
ja,mnie,110,249,1299
nowy,nowy,35,250,1291
prezydent,prezydenta,93,251,1290
chodzić,chodzi,295,252,1288
temat,temat,254,253,1276
zostać,zostało,24,254,1273
bezpieczeństwo,bezpieczeństwa,250,255,1272
rok,lata,14,256,1271
nic,nic,310,257,1269
wiek,wieku,273,258,1266
udać,udało,212,259,1259
miejsce,miejsca,41,260,1256
ciąg,ciągu,346,261,1255
trzy,trzech,116,262,1255
rynek,rynku,215,263,1252
tysiąc,tysięcy,76,264,1238
grupa,grupy,124,265,1235
musieć,musi,80,266,1233
wraz,wraz,369,267,1232
cały,cały,67,268,1230
swój,swojej,27,269,1229
policjant,policjanci,219,270,1228
ile,ile,349,271,1227
pierwszy,pierwszej,40,272,1227
pomoc,pomoc,121,273,1225
wciąż,wciąż,373,274,1225
teren,terenie,175,275,1217
inny,inne,48,276,1213
mieć,mieć,15,277,1213
dużo,dużo,220,278,1213
rosyjski,rosyjskich,47,279,1212
minister,minister,200,280,1206
podkreślić,podkreślił,233,281,1205
mimo,mimo,388,282,1202
on,niej,9,283,1199
pierwszy,pierwsze,40,284,1196
sam,sam,69,285,1192
wszystko,wszystkim,100,286,1185
móc,możemy,21,287,1176
ponieważ,ponieważ,400,288,1175
rosyjski,rosyjskiej,47,289,1174
powód,powodu,229,290,1173
polski,polskich,44,291,1173
świat,świecie,91,292,1169
co,czym,23,293,1167
niestety,niestety,404,294,1164
prezes,prezes,271,295,1162
koniec,końca,118,296,1155
coś,coś,316,297,1155
on,one,9,298,1153
on,ona,9,299,1153
informacja,informacji,136,300,1147
prawie,prawie,413,301,1142
działanie,działania,171,302,1135
zmiana,zmiany,143,303,1134
cena,ceny,130,304,1133
ostatni,ostatnich,87,305,1133
zespół,zespół,140,306,1131
dopiero,dopiero,419,307,1129
na przykład,np,420,308,1128
sytuacja,sytuacja,101,309,1123
władza,władze,166,310,1122
który,którą,11,311,1122
maj,maja,309,312,1121
inny,innymi,48,313,1120
kolejny,kolejny,61,314,1118
historia,historii,206,315,1115
poza,poza,425,316,1110
mieszkaniec,mieszkańcy,125,317,1109
następnie,następnie,433,318,1108
zdrowie,zdrowia,302,319,1107
rząd,rząd,135,320,1104
spotkanie,spotkania,120,321,1102
ani,ani,436,322,1099
człowiek,ludzie,84,323,1091
mieć,mieli,15,324,1088
strona,stronie,90,325,1088
nowy,nowych,35,326,1088
wrzesień,września,327,327,1078
drugi,drugiej,78,328,1077
gra,gry,214,329,1075
państwo,państwa,158,330,1074
potem,potem,451,331,1071
kobieta,kobieta,119,332,1071
polski,polskiej,44,333,1069
ja,mi,110,334,1069
być,byli,3,335,1069
ii,ii,455,336,1068
miasto,miasto,58,337,1066
wypadek,wypadku,247,338,1064
ten,tę,12,339,1064
taki,taki,38,340,1061
oczywiście,oczywiście,462,341,1056
żołnierz,żołnierzy,226,342,1056
zarówno,zarówno,466,343,1054
policja,policja,134,344,1051
ruch,ruchu,246,345,1046
szybko,szybko,321,346,1045
przed,przede,42,347,1044
albo,albo,475,348,1042
zostać,zostać,24,349,1040
kilometr,km,300,350,1038
cel,celu,145,351,1030
akcja,akcji,201,352,1030
swój,swojego,27,353,1027
jeden,jednego,32,354,1020
nasz,naszych,46,355,1020
zrobić,zrobić,187,356,1014
nowy,nowego,35,357,1011
jeden,jedna,32,358,1011
rzecznik,rzecznik,417,359,1007
siła,siły,150,360,1006
zdjęcie,zdjęcia,213,361,1004
nasz,naszym,46,362,1004
oznaczać,oznacza,366,363,1000
służba,służby,249,364,999
przekazać,przekazał,147,365,996
być,będziemy,3,366,995
premier,premier,225,367,993
woda,wody,204,368,988
nato,nato,507,369,984
jednocześnie,jednocześnie,515,370,975
miesiąc,miesięcy,146,371,972
wynik,wyniku,133,372,969
szpital,szpitala,210,373,968
spotkanie,spotkanie,120,374,966
nasz,naszej,46,375,958
móc,mogli,21,376,957
być,jesteśmy,3,377,952
rada,rady,284,378,952
lipiec,lipca,353,379,951
pierwszy,pierwszym,40,380,949
przeciwko,przeciwko,535,381,946
siła,sił,150,382,942
listopad,listopada,363,383,938
raz,razie,63,384,936
wówczas,wówczas,554,385,934
liga,ligi,308,386,933
rodzina,rodziny,161,387,926
większość,większość,341,388,925
sezon,sezonie,174,389,923
projekt,projekt,167,390,922
trakt,trakcie,541,391,921
energia,energii,367,392,920
pan,pan,223,393,919
luty,lutego,401,394,915
kobieta,kobiety,119,395,914
rząd,rządu,135,396,914
procent,procent,106,397,913
punkt,punktów,131,398,913
niemal,niemal,569,399,913
naprawdę,naprawdę,572,400,910
pani,pani,395,401,907
jeden,jednej,32,402,907
informacja,informacje,136,403,906
zgodnie,zgodnie,576,404,905
marzec,marca,375,405,903
nasz,nasze,46,406,902
jeden,jedną,32,407,901
cztery,cztery,299,408,896
sierpień,sierpnia,382,409,895
ulica,ulicy,109,410,895
nigdy,nigdy,587,411,894
swój,swój,27,412,894
ja,ja,110,413,891
blisko,blisko,458,414,891
widać,widać,591,415,891
czerwiec,czerwca,368,416,889
być,jestem,3,417,889
styczeń,stycznia,430,418,889
firma,firmy,159,419,883
prawo,prawa,176,420,882
polski,polski,44,421,882
pieniądz,pieniądze,269,422,881
mieć,mam,15,423,880
miejscowość,miejscowości,508,424,880
tak zwany,tzw,598,425,879
co,czego,23,426,879
raz,razem,63,427,877
grudzień,grudnia,372,428,876
nowy,nowej,35,429,875
informować,informuje,292,430,874
daleko,dalej,448,431,868
sam,samym,69,432,867
rozmowa,rozmowie,191,433,867
wysokość,wysokości,441,434,865
wojsko,wojska,267,435,864
droga,drogi,112,436,863
praca,prace,68,437,860
różny,różnych,263,438,859
sprawa,spraw,59,439,858
zdarzenie,zdarzenia,350,440,858
śmierć,śmierci,323,441,857
tyle,tyle,564,442,856
jedynie,jedynie,615,443,856
musieć,muszą,80,444,855
sąd,sąd,197,445,853
trwać,trwa,199,446,851
euro,euro,620,447,847
program,programu,186,448,846
sieć,sieci,447,449,846
chcieć,chcą,74,450,845
szczególnie,szczególnie,622,451,845
drugi,drugi,78,452,843
liczba,liczba,216,453,838
dodawać,dodaje,445,454,836
możliwość,możliwości,268,455,835
broń,broni,379,456,834
zostać,zostaną,24,457,831
bowiem,bowiem,636,458,831
kierunek,kierunku,428,459,831
wszyscy,wszyscy,348,460,831
poinformować,poinformowała,107,461,830
godzina,godziny,82,462,827
dlaczego,dlaczego,640,463,825
europejski,europejskiej,177,464,824
październik,października,435,465,821
ważny,ważne,138,466,821
jaki,jaki,79,467,821
chwila,chwili,276,468,820
dobrze,lepiej,139,469,815
gmina,gminy,245,470,814
okazja,okazji,311,471,813
kolejny,kolejnych,61,472,812
wiadomo,wiadomo,651,473,812
razem,razem,652,474,811
nasz,naszego,46,475,808
odbyć,odbędzie,165,476,808
gaz,gazu,364,477,807
ukraiński,ukraińskich,94,478,807
zespół,zespołu,140,479,805
nikt,nikt,438,480,803
zobaczyć,zobacz,238,481,803
napisać,napisał,281,482,801
minuta,minut,185,483,801
wzrost,wzrost,334,484,797
prąd,prądu,481,485,796
szkoła,szkoły,163,486,794
cena,cen,130,487,794
grupa,grupa,124,488,794
kobieta,kobiet,119,489,793
cały,całej,67,490,792
kwiecień,kwietnia,454,491,791
walka,walki,222,492,789
granica,granicy,237,493,788
cały,całym,67,494,783
jeżeli,jeżeli,693,495,780
noc,nocy,408,496,778
stwierdzić,stwierdził,371,497,769
móc,mógł,21,498,768
mało,najmniej,217,499,764
miasto,mieście,58,500,762
taki,taka,38,501,761
wzgląd,względu,365,502,760
okazać,okazało,294,503,759
zaznaczyć,zaznaczył,473,504,755
dzień,dniach,45,505,755
powiedzieć,powiedziała,65,506,754
on,oni,9,507,752
możliwość,możliwość,268,508,747
kultura,kultury,529,509,743
miejsce,miejsc,41,510,743
poziom,poziomie,251,511,741
komunikat,komunikacie,488,512,739
my,my,55,513,739
wynik,wyniki,133,514,736
znajdować,znajduje,221,515,735
każdy,każdego,88,516,734
nowy,nowym,35,517,733
świat,świat,91,518,733
pora,pory,546,519,731
dotyczyć,dotyczące,152,520,730
atak,ataku,228,521,727
s,s,738,522,722
mieć,miały,15,523,722
działanie,działań,171,524,720
tydzień,tygodniu,154,525,720
rozwój,rozwoju,432,526,719
województwo,województwie,183,527,719
droga,drodze,112,528,718
dane,danych,326,529,715
raz,razy,63,530,713
siebie,sobą,64,531,713
pracownik,pracowników,301,532,710
ktoś,ktoś,504,533,710
wsparcie,wsparcie,306,534,707
problem,problem,164,535,706
prosty,prostu,354,536,705
prawo,prawo,176,537,703
wynik,wynik,133,538,702
miliard,mld,443,539,702
inwestycja,inwestycji,335,540,701
podkreślać,podkreśla,376,541,696
pieniądz,pieniędzy,269,542,695
pewno,pewno,786,543,694
mieć,miało,15,544,694
produkcja,produkcji,398,545,693
stan,stanu,137,546,693
musieć,musimy,80,547,689
duży,duże,62,548,689
konferencja,konferencji,637,549,687
stan,stan,137,550,687
województwo,województwa,183,551,686
weekend,weekend,627,552,686
wyglądać,wygląda,325,553,685
portal,portal,437,554,683
znacznie,znacznie,804,555,681
media,mediach,242,556,681
uchodźca,uchodźców,607,557,680
rosyjski,rosyjskiego,47,558,680
dane,dane,326,559,678
możliwy,możliwe,450,560,675
cały,całego,67,561,675
czekać,czeka,278,562,674
armia,armii,446,563,674
może,może,808,564,674
cel,celem,145,565,672
trudno,trudno,717,566,672
nasz,nasz,46,567,672
prawdopodobnie,prawdopodobnie,561,568,672
organizacja,organizacji,355,569,671
polski,polskie,44,570,670
czytać,czytamy,512,571,668
polski,polska,44,572,668
wartość,wartości,386,573,667
wolność,wolności,570,574,667
media,media,242,575,666
mało,mniej,217,576,665
typ,typu,704,577,665
ponadto,ponadto,818,578,665
tutaj,tutaj,819,579,665
dyrektor,dyrektor,452,580,664
metr,metrów,307,581,663
głównie,głównie,824,582,662
tuż,tuż,825,583,662
agencja,agencja,360,584,661
powinien,powinien,153,585,661
rzecz,rzeczy,336,586,660
dziecko,dziecko,70,587,660
ukraiński,ukraińskie,94,588,659
sprawa,sprawy,59,589,659
związać,związane,248,590,658
film,film,192,591,657
podobnie,podobnie,832,592,656
problem,problemy,164,593,655
nieco,nieco,834,594,654
wojna,wojna,92,595,654
ministerstwo,ministerstwo,453,596,653
zbyt,zbyt,828,597,652
klub,klubu,255,598,651
dolar,dolarów,638,599,649
on,nią,9,600,648
sezon,sezonu,174,601,648
zwłaszcza,zwłaszcza,849,602,648
znaleźć,znaleźć,141,603,645
rzecz,rzecz,336,604,641
unia,unii,547,605,638
kraj,krajów,71,606,638
obwodz,obwodzie,864,607,638
podać,podał,170,608,638
dużo,więcej,220,609,637
budynek,budynku,275,610,636
ostatni,ostatnim,87,611,634
pięć,pięć,418,612,633
każdy,każdym,88,613,633
komisja,komisji,391,614,632
gdyby,gdyby,874,615,630
okres,okresie,324,616,629
partia,partii,482,617,628
ukraina,ukrainę,33,618,627
godzina,godzin,82,619,626
milion,milionów,103,620,626
dziecko,dziecka,70,621,626
trener,trener,374,622,626
wielki,wielkiej,115,623,625
połowa,połowie,330,624,624
moment,momencie,337,625,620
pierwszy,pierwsza,40,626,620
praca,pracę,68,627,620
mocno,mocno,777,628,620
turniej,turnieju,532,629,618
decyzja,decyzję,181,630,617
trafić,trafił,207,631,615
nowy,nowa,35,632,615
badanie,badania,333,633,614
człowiek,człowieka,84,634,613
taki,takiej,38,635,613
dom,dom,108,636,612
przykład,przykład,611,637,611
niektóry,niektórych,279,638,611
ocenić,ocenił,597,639,611
wydarzenie,wydarzenia,303,640,610
węgiel,węgla,530,641,610
podać,podała,170,642,609
linia,linii,449,643,609
województwo,woj,183,644,609
taki,taką,38,645,608
drużyna,drużyny,297,646,607
dość,dość,910,647,605
ostatni,ostatni,87,648,604
ponownie,ponownie,911,649,604
numer,nr,362,650,603
sąd,sądu,197,651,602
polityka,polityki,370,652,602
szkoła,szkół,163,653,601
bieżący rok,br,915,654,601
sprawdzić,sprawdź,339,655,600
projekt,projektu,167,656,600
oba,obu,319,657,598
słowo,słowa,407,658,598
przyznać,przyznał,361,659,598
inwazja,inwazji,566,660,597
wsparcie,wsparcia,306,661,597
brak,brak,460,662,597
łącznie,łącznie,921,663,596
współpraca,współpracy,548,664,592
cztery,czterech,299,665,590
system,system,224,666,590
dodatkowo,dodatkowo,933,667,589
prowadzić,prowadzi,105,668,589
żaden,żadnych,235,669,587
metr,m,307,670,586
państwo,państw,158,671,585
straż,straży,595,672,585
pierwszy,pierwszego,40,673,584
stacja,stacji,472,674,583
ostatecznie,ostatecznie,942,675,582
ostatni,ostatnie,87,676,581
oprócz,oprócz,945,677,581
nadzieja,nadzieję,650,678,581
życie,życiu,96,679,579
osoba,osoba,34,680,578
sprzedaż,sprzedaży,505,681,578
długo,długo,601,682,577
stać,stało,128,683,577
decyzja,decyzji,181,684,576
sezon,sezon,174,685,576
praca,prac,68,686,575
koniec,końcu,118,687,575
zmiana,zmian,143,688,575
muzeum,muzeum,895,689,574
program,program,186,690,574
poziom,poziom,251,691,574
terytorium,terytorium,779,692,573
godzina,godzinie,82,693,572
rozmowa,rozmowy,191,694,570
dobrze,najlepiej,139,695,569
the,the,959,696,568
punkt,punkty,131,697,567
chcieć,chcemy,74,698,565
kierowca,kierowca,290,699,564
premier,premiera,225,700,564
trochę,trochę,965,701,563
liczba,liczby,216,702,562
region,regionie,322,703,562
sprawa,sprawę,59,704,562
mieszkanie,mieszkania,304,705,562
chwila,chwilę,276,706,562
galeria,galerii,733,707,561
czas,czasem,37,708,560
ochrona,ochrony,542,709,560
rosyjski,rosyjski,47,710,559
do spraw,ds,976,711,558
wniosek,wniosek,305,712,557
tymczasem,tymczasem,980,713,556
ziemia,ziemi,559,714,555
spotkanie,spotkaniu,120,715,554
wieczór,wieczorem,567,716,554
ustawa,ustawy,416,717,554
władza,władz,166,718,553
najpierw,najpierw,988,719,553
firma,firma,159,720,553
iż,iż,992,721,551
drugi,drugim,78,722,551
stolica,stolicy,744,723,549
święto,święta,556,724,549
sytuacja,sytuację,101,725,549
wokół,wokół,997,726,549
społecznościowy,społecznościowych,851,727,549
taki,takim,38,728,549
zostać,zostali,24,729,547
twitterz,twitterze,1000,730,547
często,najczęściej,180,731,546
zagraniczny,zagranicznych,649,732,545
c,c,998,733,545
wskazywać,wskazuje,384,734,543
poprzez,poprzez,1012,735,543
powiedzieć,powiedzieć,65,736,543
spółka,spółka,312,737,543
zełenski,zełenski,865,738,542
odpowiedź,odpowiedzi,594,739,542
pierwszy,pierwszych,40,740,541
sam,samego,69,741,541
niektóry,niektóre,279,742,541
pandemia,pandemii,670,743,541
prokuratura,prokuratura,422,744,540
ruch,ruch,246,745,540
zaledwie,zaledwie,1021,746,540
system,systemu,224,747,539
dziać,dzieje,739,748,537
taki,takiego,38,749,536
dotyczyć,dotyczy,152,750,536
chyba,chyba,1027,751,535
przecież,przecież,1028,752,535
podawać,podaje,516,753,535
strata,straty,553,754,534
pytanie,pytanie,444,755,533
tvn,tvn,1034,756,533
spółka,spółki,312,757,532
badanie,badań,333,758,532
samochód,samochód,184,759,529
rosjanin,rosjan,1009,760,529
dokładnie,dokładnie,990,761,529
on,nimi,9,762,528
pomiędzy,pomiędzy,1055,763,524
funkcjonariusz,funkcjonariusze,555,764,524
zaś,zaś,1056,765,523
ten,ci,12,766,522
kraj,kraj,71,767,522
znów,znów,1069,768,519
były,były,480,769,517
urząd,urzędu,392,770,517
obok,obok,1076,771,517
mistrzostwa,mistrzostw,705,772,517
sprawa,sprawa,59,773,517
my,nami,55,774,516
grać,gra,283,775,516
ukraiński,ukraińskiej,94,776,516
wydawać,wydaje,421,777,516
imienia,im,1080,778,515
Rosja,rosji,1054,779,515
miejski,miejskiej,280,780,511
rano,rano,767,781,511
zwycięstwo,zwycięstwo,468,782,510
wiedzieć,wiemy,172,783,510
powinien,powinna,153,784,509
zobaczyć,zobaczyć,238,785,508
powinien,powinny,153,786,507
powiat,powiatu,484,787,507
sam,sama,69,788,505
dać,da,274,789,505
zawodnik,zawodników,345,790,505
alkohol,alkoholu,859,791,504
ciało,ciała,410,792,504
samochód,samochodów,184,793,503
produkt,produktów,351,794,503
firma,firm,159,795,503
to,temu,7,796,501
mężczyzna,mężczyzn,122,797,501
grozić,grozi,829,798,500
pół,pół,1096,799,499
lecz,lecz,1113,800,499
ukraińca,ukraińców,873,801,498
święty,św,518,802,498
południe,południu,619,803,497
chcieć,chciał,74,804,497
jeden,jedno,32,805,497
decyzja,decyzja,181,806,497
uważać,uważa,402,807,497
wypadek,wypadek,247,808,497
park,parku,606,809,495
chociaż,chociaż,1127,810,491
zakres,zakresie,721,811,491
spodziewać,spodziewać,586,812,491
zamiast,zamiast,1130,813,490
działać,działa,260,814,490
dzień,dniu,45,815,489
pomóc,pomóc,560,816,489
zupełnie,zupełnie,1133,817,487
powinien,powinno,153,818,486
kierowca,kierowcy,290,819,486
umowa,umowy,405,820,485
reprezentacja,reprezentacji,735,821,485
wkrótce,wkrótce,1140,822,485
dobry,najlepsze,73,823,484
dobry,dobre,73,824,483
postać,postaci,715,825,483
profesor,prof,702,826,483
mało,mało,217,827,483
polski,polskim,44,828,483
brakować,brakuje,737,829,482
wartość,wartość,386,830,481
przekazać,przekazała,147,831,481
wynosić,wynosi,667,832,480
serial,serialu,769,833,479
ty,ci,378,834,479
kontrola,kontroli,543,835,479
sprawiedliwość,sprawiedliwości,955,836,478
rosyjski,rosyjska,47,837,478
światowy,światowej,464,838,477
pięć,pięciu,418,839,476
wpływ,wpływ,538,840,474
piłka,piłkę,403,841,473
ofiara,ofiar,440,842,472
fakt,fakt,356,843,472
miasto,miast,58,844,471
cały,całą,67,845,471
komenda,komendy,877,846,469
region,regionu,322,847,469
oświadczyć,oświadczył,918,848,469
pap,pap,1165,849,469
szczęście,szczęście,792,850,469
drugi,drugie,78,851,468
bank,banku,399,852,468
jazda,jazdy,852,853,468
niezwykle,niezwykle,1167,854,468
telewizja,telewizji,827,855,468
budowa,budowy,318,856,466
ukraiński,ukraiński,94,857,466
podstawa,podstawie,690,858,464
robić,robić,257,859,463
pomoc,pomocą,121,860,463
różny,różne,263,861,463
m,m,1158,862,463
strona,stronę,90,863,460
środowisko,środowiska,709,864,460
więzienie,więzienia,916,865,460
zdecydowanie,zdecydowanie,1171,866,460
wojna,wojnę,92,867,458
wojna,wojną,92,868,458
kolejka,kolejki,558,869,458
dodać,dodała,114,870,457
dawać,daje,589,871,457
prokuratura,prokuratury,422,872,456
obywatel,obywateli,588,873,454
sporo,sporo,1194,874,454
wojna,wojnie,92,875,453
otrzymać,otrzymał,203,876,453
doktor,dr,881,877,453
mieszkanie,mieszkań,304,878,452
zatem,zatem,1201,879,452
pisać,pisze,563,880,451
pojawić,pojawiły,202,881,451
ukraina,ukrainą,33,882,450
rodzina,rodzina,161,883,450
drugi,druga,78,884,450
rola,rolę,467,885,449
liczyć,liczyć,381,886,449
inaczej,inaczej,1211,887,449
film,filmu,192,888,448
uczestnik,uczestników,523,889,447
ostatni,ostatniej,87,890,447
myśleć,myślę,603,891,447
bliski,najbliższych,240,892,446
okres,okres,324,893,445
dobry,dobry,73,894,445
tydzień,tygodni,154,895,445
wspólnie,wspólnie,1219,896,445
żyć,żyje,423,897,445
inny,innym,48,898,444
pojazd,pojazdów,344,899,444
inny,inny,48,900,443
pozostawać,pozostaje,802,901,443
liga,lidze,308,902,443
gość,gości,411,903,443
atak,atak,228,904,442
koszt,koszty,358,905,442
minuta,minucie,185,906,442
okazywać,okazuje,1068,907,441
narodowy,narodowego,342,908,441
historia,historia,206,909,441
najwięcej,najwięcej,1232,910,440
śląski,śląskim,434,911,440
ostatnio,ostatnio,1240,912,438
pobliże,pobliżu,1230,913,438
mówić,mówią,53,914,437
robić,robi,257,915,436
piłkarz,piłkarze,415,916,436
edycja,edycji,741,917,436
wojsko,wojsk,267,918,435
rynek,rynek,215,919,435
prawda,prawda,764,920,435
inflacja,inflacja,501,921,434
sprzęt,sprzęt,534,922,433
zapowiedzieć,zapowiedział,936,923,433
wystarczyć,wystarczy,931,924,432
proces,proces,549,925,432
prawo,praw,176,926,431
przedstawiciel,przedstawiciele,495,927,431
wieś,wsi,986,928,431
początek,początek,156,929,430
tym,tym,1262,930,430
uczeń,uczniów,584,931,429
seria,serii,742,932,428
sześć,sześć,720,933,428
mężczyzna,mężczyzny,122,934,428
gospodarka,gospodarki,768,935,426
akcja,akcja,201,936,426
opowiadać,opowiada,701,937,425
twierdzić,twierdzi,585,938,425
wiedzieć,wiem,172,939,425
miejsce,miejscach,41,940,425
wyjaśniać,wyjaśnia,793,941,424
niedawno,niedawno,1282,942,424
zdobyć,zdobył,359,943,424
ukraina,ukraina,33,944,423
