Morph-lemma,Morph-inflection
kaikkiaan,kaikkiaan
aika,aikoina
paikka,paikalle
saada,saivat
nousu,nousu
jäädä,jäänyt
saada,saatiin
johtaa,johtaa
tausta,taustalla
kirjoittaa,kirjoittaa
riittää,riittää
ottelu,ottelussa
toimia,toimi
asia,asian
tarjolla,tarjolla
täytyä,täytyy
yliopisto,yliopiston
lisätä,lisää
kohta,kohdalla
kyse,kyseessä
tapahtua,tapahtui
kaikki,kaikkia
pääministeri,pääministeri
auttaa,auttaa
metri,metrin
päivä,päivää
pitää,pitänyt
nähdä,nähdä
olla,olemaan
paikka,paikalla
nousta,nousee
yhtiö,yhtiö
pieni,pieni
syksy,syksyllä
moni,Moni
puoli,puoli
tuntua,tuntuu
pelata,pelasi
antaa,antoi
muutama,muutaman
osuus,osuus
tuki,tukea
täällä,täällä
toiminta,toiminta
siten,siten
aikoa,aikoo
voimassa,voimassa
tilanne,tilanteen
viikko,viikkoa
kirkko,kirkon
hän,hänellä
taso,tasolla
viisi,viiden
helposti,helposti
suunta,suuntaan
olla,olisivat
tulla,tulossa
kasvaa,kasvanut
merkittävästi,merkittävästi
runsaasti,runsaasti
mikä,mihin
ihminen,ihminen
ennen,Ennen
kovin,kovin
henkilö,henkilöä
peräti,peräti
kesä,kesällä
tämä,Tänä
odottaa,odotetaan
kevät,kevään
yksin,yksin
lapsi,lapset
ongelma,ongelmia
mukaisesti,mukaisesti
saada,saaneet
viedä,vei
sama,samalla
toinen,Toinen
esille,esille
keskellä,keskellä
esittää,esittää
auki,auki
mahdollisesti,mahdollisesti
löytää,löytää
hän,heitä
joutua,joutuu
tämä,nämä
seuraus,seurauksena
ohi,ohi
kysymys,kysymys
tieto,tietojen
perhe,perheen
korostaa,korostaa
haluta,halua
alue,alueelle
jokin,jonkin
hinta,hinnat
sama,sama
asia,asiat
presidentti,presidentin
tulla,tule
olla,olevat
peli,pelin
sama,samaa
keskusta,keskustan
tahansa,tahansa
käydä,käydä
lähteä,lähteä
suuri,suuria
minä,meille
maa,maiden
neljä,neljän
kuolla,kuoli
toinen,toisella
varsin,varsin
hyökkäys,hyökkäyksen
olla,olleen
sitten,Sitten
yhdeksän,yhdeksän
ainoa,ainoa
tapahtua,tapahtunut
paitsi,paitsi
työ,työn
tieto,tietoja
päällä,päällä
tunti,tunnin
sota,sotaa
oma,omat
minä,Meillä
tulevaisuus,tulevaisuudessa
päätös,päätös
miten,Miten
osa,osin
itse,itsensä
olla,Onko
olla,Olemme
syntyä,syntyi
pitkä,pitkän
huomauttaa,huomauttaa
jo,Jo
lapsi,lapsen
voittaa,voittanut
tuolloin,tuolloin
joskus,joskus
erityinen,erityisen
toisaalta,Toisaalta
lähteä,lähtee
pitkä,pitkä
olla,olemassa
käydä,käynyt
media,median
iltapäivä,iltapäivällä
jättää,jättää
elokuu,elokuussa
koti,kotiin
talous,talouden
kaupunki,kaupungissa
aikaisemmin,aikaisemmin
vielä,Vielä
maa,maata
sinne,sinne
käyttää,käytetään
koskea,koskee
nuori,nuoret
sijaita,sijaitsee
päättyä,päättyi
kyse,Kyseessä
liittyä,liittyvät
viimeinen,viimeisen
päästä,päässyt
päättää,päättää
niin,Niin
huomio,huomiota
tieto,tiedossa
se,sille
tämä,Tästä
itse,itselleen
joko,joko
huomattavasti,huomattavasti
varsinkin,varsinkin
kertoa,kertonut
nähdä,nähty
uusi,uudet
kolmas,kolmas
korota,koronan
muutos,muutoksia
toki,toki
hyvä,parempi
toinen,toiseen
toinen,toiseksi
oma,omia
toiminta,toiminnan
aiempi,aiempaa
haastattelu,haastattelussa
koko,Koko
maali,maalia
kanta,kantaa
muutama,muutama
se,Siitä
tapa,tapaan
toimia,toimia
mennä,mennä
alkaa,alkanut
moni,monta
yhtiö,Yhtiö
pelata,pelannut
kasvaa,kasvoi
tosin,tosin
eteen,eteen
kuvailla,kuvailee
maaliskuu,maaliskuussa
syksy,syksynä
kukaan,kukaan
hakea,hakea
pitää,pidetään
kuulua,kuuluvat
maa,maa
eilen,eilen
moni,monia
yhteistyö,yhteistyötä
nähdä,nähtiin
YK,YK
ottelu,ottelua
tarjota,tarjoaa
se,niihin
auto,auton
kertoa,kerrottiin
joukko,joukossa
paikka,paikan
suomalainen,suomalainen
alkaa,alkavat
miljardi,miljardia
pelkästään,pelkästään
tyytyväinen,tyytyväinen
lapsi,lapsia
aiemmin,Aiemmin
tilanne,tilanteeseen
toinen,toista
elämä,elämän
seurakunta,seurakunnan
esillä,esillä
tietää,tiedä
muuttaa,muuttaa
yhteys,yhteyttä
vuosittain,vuosittain
vahvasti,vahvasti
voida,voitaisiin
tulos,tulos
pitää,pidä
elämä,elämää
yhteen,yhteen
ei,emme
tuoda,toi
tilanne,tilanteesta
se,siltä
helmikuu,helmikuussa
elää,elää
suomalainen,suomalaisten
kova,kova
merkittävä,merkittävä
ottaa,ottanut
vastata,vastasi
ohella,ohella
sellainen,sellainen
syyskuu,syyskuussa
tehdä,tekevät
yritys,yrityksen
entinen,entinen
ikään,ikään
puolue,puolueen
tunti,tuntia
ulos,ulos
sama,saman
syntyä,syntynyt
syy,syystä
ainakaan,ainakaan
keskimäärin,keskimäärin
helppo,helppo
kilometri,kilometriä
energia,energian
ainoastaan,ainoastaan
päätös,päätöksen
keskustelu,keskustelua
uskoa,usko
nainen,nainen
maa,maahan
talo,talon
tila,tilaa
toinen,toisessa
hyvä,hyviä
nykyään,nykyään
lähinnä,lähinnä
löytyä,löytyi
joulukuu,joulukuussa
kotona,kotona
ala,alan
puoli,puolen
kolmas,kolmannen
tosi,tosi
nousu,nousussa
muutos,muutos
osata,osaa
käyttö,käyttöä
hyvinvointialueen,hyvinvointialueen
siirtyä,siirtyy
suuri,Suurin
suuri,suuren
oikeus,oikeus
jokainen,jokainen
vahvistaa,vahvistaa
osa,osan
tammikuu,tammikuussa
kertoa,kertoa
kunta,kuntien
saada,saisi
ensimmäinen,ensimmäisenä
vahva,vahva
kauan,kauan
käynti,käynnissä
hinta,hinnan
pohtia,pohtii
merkitys,merkitys
hyvä,hyvän
poliisi,Poliisin
onnistua,onnistui
euro,euroon
erä,erässä
kuukausi,kuukautta
vaikea,vaikeaa
toukokuu,toukokuussa
voitto,voiton
osallistua,osallistua
nuori,nuoria
muu,muihin
tämä,Tätä
piste,pisteen
selvä,selvää
haluta,halutaan
yritys,yritysten
rakentaa,rakentaa
sähkö,sähköä
syy,syy
aamu,aamulla
oma,omasta
olla,olevien
tämä,Tähän
kestää,kestää
ottaa,otettu
kunnes,kunnes
kesäkuu,kesäkuussa
tuttu,tuttu
kuka,kuka
siellä,Siellä
vaikkapa,vaikkapa
yritys,yritys
henkilö,henkilö
julkaista,julkaisi
ongelma,ongelma
toimia,toimivat
tämä,Nämä
haluta,haluavat
pari,parin
minuutti,minuutin
päättyä,päättyy
syksy,syksyn
yrittää,yrittää
pyrkiä,pyritään
voimaan,voimaan
uusi,Uusi
eivät,eivät
oma,omaan
toiminta,toimintaan
pelata,pelaa
joka,joihin
antaa,antanut
ostaa,ostaa
suuri,suurta
uusi,uuteen
perin,perin
yhtiö,Yhtiön
katsoa,katsoo
pyrkiä,pyrkii
suomalainen,suomalaiset
kaikki,kaikkea
uusi,uusien
erä,erän
poikkeuksellinen,poikkeuksellisen
sata,sata
hyökkäys,hyökkäys
laki,lain
muuttua,muuttunut
moni,Monet
hän,heille
tieto,tiedon
nostaa,nosti
ratkaisu,ratkaisu
tarvita,tarvitsee
ajaa,ajaa
koska,Koska
entisestään,entisestään
huoli,huolta
merkitys,merkitystä
maali,maalin
keväänä,keväänä
tämä,näitä
kohta,kohtaa
suuri,suurempi
näkökulma,näkökulmasta
noin,Noin
jatkaa,jatkoi
liittyä,liittyviä
määrä,määrää
asia,asioista
myöntää,myöntää
hyvinvointi,hyvinvoinnin
ulkopuolella,ulkopuolella
venäläinen,venäläisten
asia,asiassa
sosiaalinen,sosiaalisessa
ottaa,otetaan
käyttö,käyttö
peli,peli
jatkuvasti,jatkuvasti
joutua,joutunut
työ,työ
viikko,viikko
ymmärtää,ymmärtää
itse,itseään
tarve,tarvetta
elokuu,elokuuta
selvittää,selvittää
kirjoittaa,kirjoitti
päävalmentaja,päävalmentaja
se,Niiden
laskea,laski
hyvä,parasta
muu,muun
marraskuu,marraskuussa
maailma,maailmaa
ansio,ansiosta
jakaa,jakaa
muu,muu
huolissaan,huolissaan
ei,eivätkä
päätyä,päätyi
kuolla,kuollut
hoitaa,hoitaa
tämä,näiden
valita,valittiin
näyttää,näytti
johtaa,johti
mikään,mikään
muistaa,muistaa
käyttö,käytöstä
ehtiä,ehti
suomalainen,suomalaisen
kuva,kuvan
hetki,hetken
sopimus,sopimuksen
tieto,tieto
vuosi,vuodelta
pää,päähän
alun,alun
ensi,Ensi
pystyä,pystyy
pitkin,pitkin
tieto,tiedot
viranomainen,viranomaiset
aika,aikojen
kymmenen,kymmeniä
maa,maissa
huomio,huomioon
osoittaa,osoittaa
käydä,käydään
viimeinen,viimeinen
maailma,maailmassa
tietysti,tietysti
moni,monen
kunta,kunta
olla,olevia
miksi,Miksi
pääosin,pääosin
kannattaa,kannata
etukäteen,etukäteen
jäädä,jäädä
minä,minulle
hän,heistä
yhtään,yhtään
vastata,vastaava
siirtyä,siirtyi
kaikki,kaikissa
arvioida,arvioidaan
nimi,nimi
lisätä,lisätä
mennä,mennyt
sieltä,sieltä
määrä,määrän
nuori,nuori
sarja,sarjan
vain,Vain
vähentää,vähentää
euro,eurolla
seurata,seuraa
uhata,uhkaa
metri,metriä
mieli,mieleen
mikäli,mikäli
sellainen,sellaista
mieli,mielessä
jättää,jätti
elokuu,elokuun
nimittäin,nimittäin
uutistoimisto,uutistoimisto
muualla,muualla
kyse,Kyse
raja,rajan
työ,töihin
riittää,riitä
tarpeeksi,tarpeeksi
yli,Yli
riittävästi,riittävästi
mies,Mies
tuottaa,tuottaa
osallistua,osallistui
hyvä,hyvät
kokea,kokee
kaikki,kaikista
minä,Me
päin,päin
ilmi,ilmi
muuten,muuten
hyvä,parhaan
kyllä,Kyllä
löytyä,löytynyt
tilanne,Tilanne
lapsi,lapsi
tuskin,tuskin
mieli,mielestään
lainkaan,lainkaan
oma,omalla
puhua,puhua
liikaa,liikaa
dollari,dollaria
nähden,nähden
sosiaalinen,sosiaalisen
voida,voisivat
syyskuu,syyskuuta
tehdä,tehneet
pystyä,pysty
minä,meitä
tuoda,tuoda
laittaa,laittaa
sama,Samaan
hinta,hintojen
hävitä,hävisi
minä,minun
varrella,varrella
ulkoministeri,ulkoministeri
heinäkuu,heinäkuussa
yritys,yritykset
molemmat,molemmat
tarve,tarve
se,Siihen
ruoka,ruokaa
elämä,elämä
lokakuu,lokakuussa
saattaa,saattavat
ura,uransa
hyvä,hyväksi
järjestää,järjestettiin
lapsi,lapsille
ottaa,ottamaan
käyttää,käytetty
vanha,vanha
kuvata,kuvaa
alue,alueilla
tiedottaa,tiedottaa
parissa,parissa
viikko,viikossa
minä,minä
matka,matkan
kesäkuu,kesäkuun
asua,asuu
eduskunta,eduskunnan
lapsi,lasta
historia,historian
tuoda,tuonut
palvelu,palvelut
kulkea,kulkee
toukokuu,toukokuuta
tulla,tullaan
tarjota,tarjota
perhe,perhe
mahdollinen,mahdollinen
mahdollisuus,mahdollisuuksia
pohja,pohjalta
päästä,pääsevät
viranomainen,viranomaisten
asia,asiaan
terveydenhuolto,terveydenhuollon
estää,estää
professori,professori
se,niissä
syntyä,syntyy
voimakkaasti,voimakkaasti
lähteä,lähtenyt
työntekijä,työntekijät
huhtikuu,huhtikuussa
nykyisin,nykyisin
milloin,milloin
prosentti,prosenttiin
vaikuttaa,vaikuttavat
Niinistö,Niinistö
oma,omassa
vaikutus,vaikutus
parantaa,parantaa
kuva,kuvia
yhteiskunta,yhteiskunnan
lokakuu,lokakuuta
luvassa,luvassa
kuusi,kuuden
tuhat,tuhansia
nousta,nousevat
toteuttaa,toteuttaa
haluta,halusi
puoli,puolilla
työntekijä,työntekijöitä
äiti,äiti
liittyä,liittyen
mikään,missään
voida,voida
tapa,tapa
oikeus,oikeuden
sata,satoja
vesi,vettä
avata,avasi
rakentaa,rakennettu
jäljellä,jäljellä
ssä,ssä
kaksi,Kaksi
ulkopuolelle,ulkopuolelle
viedä,vie
kaikki,kaikilla
tuolloin,Tuolloin
maa,maat
muu,muitakin
kasvu,kasvu
helmikuu,helmikuuta
miettiä,miettiä
täynnä,täynnä
tarvita,tarvittaessa
mikäli,Mikäli
marraskuu,marraskuuta
kappale,kappaletta
liiga,liigan
perustua,perustuu
selvitä,selviää
tunnettu,tunnettu
tuleva,tulevan
oma,omien
hoito,hoitoon
keskusta,keskustassa
nimenomaan,nimenomaan
liikkeelle,liikkeelle
Jussi,Jussi
pelataan,pelataan
mikä,Mikä
todeta,todettu
ilta,illalla
korkea,korkea
viimeksi,viimeksi
ensimmäinen,ensimmäiset
talvi,talven
epäillä,epäillään
työntekijöiden,työntekijöiden
mahdollisuus,mahdollisuuden
pysyä,pysyy
aiheuttaa,aiheutti
erityisesti,Erityisesti
nainen,naiset
laitos,laitoksen
kaksi,kahteen
kansanedustaja,kansanedustaja
nuori,nuorille
tukea,tukea
jäsen,jäsen
viimeistään,viimeistään
normaalisti,normaalisti
paikka,paikkaa
tarkoitus,tarkoituksena
painottaa,painottaa
seurata,seurata
haluta,halunnut
pyytää,pyytää
toimia,toimiva
valita,valittu
ehkä,Ehkä
tuntea,tunnetaan
valmis,valmiiksi
vanha,vanhan
luonto,luonnon
alkaa,alkoivat
minä,Meidän
suomalainen,suomalaista
lopettaa,lopettaa
katsoa,katsoa
kausi,kausi
toimi,toimia
tarkemmin,tarkemmin
ensimmäinen,Ensimmäinen
valtio,valtio
puoli,puolelle
edellä,edellä
liki,liki
nousta,nousivat
tavoite,tavoite
nykyinen,nykyistä
aloittaa,aloittanut
hallitus,Hallitus
sijaita,sijaitsevan
pitää,pitävät
kaikkea,kaikkea
joukko,joukkoon
jokainen,jokaisen
entinen,entisen
sama,samassa
yhteinen,yhteinen
itse,Itse
sisään,sisään
tulevaisuus,tulevaisuuden
hän,heillä
tapahtuma,tapahtumia
nainen,naisen
taso,tasolle
kaupunki,Kaupunki
joukko,joukko
päivittäin,päivittäin
jokin,jossain
ensimmäinen,ensimmäisellä
todeta,todetaan
iskeä,iski
jatkua,jatkuvat
tiedote,tiedotteen
syyskuu,syyskuun
laaja,laaja
muun,Muun
lasku,laskussa
merkittävä,merkittäviä
inflaatio,inflaatio
takaa,takaa
alas,alas
välittömästi,välittömästi
molemmat,Molemmat
nousu,nousuun
taakse,taakse
joulukuu,joulukuuta
muuttua,muuttuu
reilu,reilut
asua,asuva
seuraava,seuraavan
toisin,toisin
tilalle,tilalle
puhua,puhutaan
olla,oltava
maaliskuu,maaliskuun
muuttaa,muutti
se,niille
ajatus,ajatus
päättää,päättänyt
arvioida,arvioida
olla,Oli
pakko,pakko
kaksi,kahdella
rakentaminen,rakentaminen
kolmas,kolmanneksi
pelata,pelata
liikenne,liikenteen
pieni,pieniä
ilmoittaa,ilmoittanut
hallinto,hallinnon
kokoomus,kokoomuksen
tutkija,tutkija
saapua,saapui
tammikuu,tammikuuta
tammikuu,tammikuun
osa,osana
saada,saatavilla
koulu,koulussa
muuten,muutenkin
kilpailu,kilpailun
kauppa,kaupan
matka,matkalla
miljardi,miljardin
avoinna,avoinna
arvio,arvion
lopulta,Lopulta
isä,isä
pörssi,pörssin
mies,miehet
toinen,toiselle
seutu,seudun
vakavasti,vakavasti
tuki,tuki
oikeasti,oikeasti
erikseen,erikseen
puoliväli,puolivälissä
tulla,tulivat
alue,alue
jäädä,jäivät
ottaa,otettiin
nykyinen,nykyinen
pääministeri,pääministerin
kerta,kerta
pääte,päätteeksi
päässä,päässä
riski,riski
aika,aikanaan
muu,muille
osittain,osittain
mahdollistaa,mahdollistaa
ilmoittaa,ilmoittaa
se,Niitä
päivä,päivinä
matka,matka
kuva,kuva
mikä,millä
antaa,annettu
huhtikuu,huhtikuuta
peli,peliä
kertoa,kertoivat
maa,maasta
yrittäjä,yrittäjä
valita,valita
puheenjohtaja,puheenjohtajan
tiedote,tiedotteessaan
seura,seuran
onnistua,onnistunut
ei,Eikä
kova,kovaa
ajaa,ajoi
melkein,melkein
silti,Silti
edellinen,edellisen
alku,alkuun
tulos,tulosta
vaatia,vaativat
huono,huono
vaalit,vaaleissa
osa,osaksi
tulla,tulleet
tekeminen,tekemistä
sekunti,sekuntia
vesi,veden
maali,maaliin
nainen,naisia
käytäntö,Käytännössä
presidentti,Presidentti
itse,itsekin
tämä,näistä
paikoin,paikoin
uusi,Uuden
kansainvälinen,kansainvälisen
suomalainen,suomalaisista
juttu,juttu
viedä,viedä
laskea,laskenut
suunnitella,suunniteltu
terveys,Terveyden
tuntua,tuntui
saattaa,saattoi
jäädä,jäävät
suuri,suurimman
päivä,päivässä
nähdä,nähnyt
pelaaja,pelaaja
yhteistyö,yhteistyössä
ensimmäinen,ensimmäisessä
henkilö,henkilön
aktiivisesti,aktiivisesti
olla,olevaa
muutama,muutamia
päätös,päätöstä
joutua,joutuvat
kirkko,kirkko
samoin,samoin
työskennellä,työskennellyt
varmaan,varmaan
oikea,oikea
jokin,jokin
tänään,Tänään
nainen,Naisten
lähettää,lähettää
sellainen,sellaisia
kesäkuu,kesäkuuta
pitkälle,pitkälle
nousta,nousseet
voitto,voitto
arvo,arvo
joukko,joukot
sisältää,sisältää
yö,yönä
esiintyä,esiintyy
päätös,päätöksiä
ura,uran
rooli,rooli
julkaista,julkaissut
kokous,kokouksessa
siirtää,siirtää
ihminen,Ihmiset
selittää,selittää
aste,asteen
toiminta,toiminnasta
johto,johtoon
aika,ajaksi
vaikutus,vaikutuksia
nousta,nousta
sittemmin,sittemmin
uudestaan,uudestaan
valtava,valtava
pieni,pienen
muu,muissa
sijoittua,sijoittui
olla,olet
johtua,johtuu
tapahtuma,tapahtuman
sanoa,sanonut
vaihtoehto,vaihtoehto
osa,osaltaan
mahdollisuus,mahdollisuutta
ratkaisu,ratkaisuja
olla,olin
kansalainen,kansalaisten
mies,miestä
toimittaja,toimittaja
käräjäoikeus,käräjäoikeus
ottelu,ottelu
jalkapallo,jalkapallon
toisaalta,toisaalta
