Morph-Lemma,Morph-Inflection,Lemma-Priority,Inflection-Priority,Occurrence
tant,tant,77,86,5243
seu,seus,17,87,5098
tenir,tenir,20,88,5046
nou,nou,40,89,4943
país,país,64,90,4940
dir,dir,32,91,4883
se,se,13,92,4873
lo,els,33,93,4827
qui,qui,96,94,4818
moment,moment,81,95,4778
cada,cada,101,96,4693
abans,abans,102,97,4692
primer,primera,34,98,4681
temps,temps,103,99,4648
bé,bé,95,100,4634
president,president,74,101,4593
fer,fet,16,102,4558
haver,hem,6,103,4456
dia,dies,44,104,4451
me,em,105,105,4402
ser,serà,7,106,4311
dos,dues,35,107,4284
sempre,sempre,116,108,4170
milió,milions,108,109,4142
un,uns,5,110,4108
poder,poder,21,111,4042
tenir,tenen,20,112,4021
gent,gent,119,113,4009
aquest,aquests,15,114,3965
setmana,setmana,86,115,3948
dir,dit,32,116,3934
dir,diu,32,117,3890
caldre,cal,104,118,3775
partit,partit,83,119,3774
banda,banda,127,120,3757
veure,veure,69,121,3726
vida,vida,123,122,3722
món,món,133,123,3692
any,any,27,124,3655
espanyol,espanyol,85,125,3623
davant,davant,139,126,3604
estar,estan,26,127,3558
canvi,canvi,106,128,3487
tot,totes,19,129,3478
situació,situació,121,130,3477
hora,hores,91,131,3451
euro,euros,137,132,3446
qual,qual,84,133,3441
català,català,61,134,3440
tan,tan,142,135,3424
anar,vaig,10,136,3392
poder,poden,21,137,3389
passat,passat,113,138,3382
cosa,cosa,82,139,3330
nou,nova,40,140,3326
mes,mesos,76,141,3316
mentre,mentre,146,142,3314
lloc,lloc,117,143,3294
lo,el,33,144,3283
ciutat,ciutat,125,145,3275
seu,seves,17,146,3206
molt,molts,24,147,3178
sí,sí,152,148,3175
aquest,aquestes,15,149,3097
casa,casa,140,150,3075
projecte,projecte,114,151,3071
menys,menys,158,152,3012
general,general,145,153,3006
cop,cop,141,154,3003
sentit,sentit,156,155,2993
arribar,arribar,63,156,2982
lo,la,33,157,2958
ser,sigui,7,158,2943
quatre,quatre,164,159,2933
punt,punt,100,160,2924
millor,millor,136,161,2906
guerra,guerra,159,162,2893
diferent,diferents,131,163,2871
voler,vol,71,164,2844
avui,avui,169,165,2837
sinó,sinó,170,166,2828
grup,grup,122,167,2801
públic,públic,79,168,2766
mes,mes,76,169,2764
tot,tota,19,170,2756
final,final,134,171,2743
donar,donar,67,172,2743
haver,haver,6,173,2717
col,col,176,174,2709
llei,llei,161,175,2696
mai,mai,186,176,2605
explicar,explica,73,177,2588
centre,centre,128,178,2577
ne,en,196,179,2519
altre,altra,45,180,2518
poc,poc,115,181,2494
total,total,193,182,2490
gran,grans,53,183,2484
partir,partir,181,184,2482
ell,ell,80,185,2464
un,unes,5,186,2452
suport,suport,183,187,2442
anar,anar,10,188,2437
pas,pas,180,189,2431
jo,jo,203,190,2419
res,res,205,191,2415
començar,començar,99,192,2407
molt,moltes,24,193,2401
important,important,154,194,2376
vegada,vegada,124,195,2356
cosa,coses,82,196,2350
través,través,219,197,2326
dins,dins,220,198,2324
pandèmia,pandèmia,216,199,2321
feina,feina,194,200,2315
passar,passar,57,201,2298
cinc,cinc,222,202,2286
altre,altre,45,203,2281
català,catalana,61,204,2263
mateixa,mateixa,184,205,2260
tenir,tenia,20,206,2259
explicar,explicat,73,207,2259
dona,dones,118,208,2254
dada,dades,192,209,2254
junt,junts,217,210,2230
cas,casos,51,211,2216
història,història,197,212,2214
zona,zona,153,213,2213
país,països,64,214,2204
segon,segona,120,215,2186
fer,fan,16,216,2186
policia,policia,206,217,2179
tenir,tenim,20,218,2172
majoria,majoria,223,219,2159
posar,posar,89,220,2158
qual,quals,84,221,2145
tal,tal,232,222,2140
servei,servei,129,223,2139
consell,consell,215,224,2139
haver,hauria,6,225,2100
bo,bona,93,226,2081
procés,procés,247,227,2042
sobretot,sobretot,248,228,2036
sector,sector,179,229,2025
seguretat,seguretat,253,230,2006
exemple,exemple,235,231,1993
haver,haurà,6,232,1975
salut,salut,255,233,1971
divendres,divendres,256,234,1969
haver,hagi,6,235,1963
poder,podria,21,236,1961
dilluns,dilluns,258,237,1956
sistema,sistema,226,238,1952
algun,alguns,87,239,1948
estar,estava,26,240,1939
fer,fent,16,241,1934
malgrat,malgrat,264,242,1927
respecte,respecte,266,243,1925
família,família,147,244,1921
social,social,135,245,1917
fa,fa,271,246,1902
poder,podem,21,247,1894
tractar,tracta,178,248,1888
fet,fets,47,249,1888
dijous,dijous,267,250,1884
haver,he,6,251,1883
deixar,deixar,92,252,1876
possible,possible,204,253,1853
qualsevol,qualsevol,283,254,1841
mesura,mesures,144,255,1835
dona,dona,118,256,1831
tenir,tingut,20,257,1830
compte,compte,189,258,1827
decisió,decisió,209,259,1814
tornar,tornar,94,260,1812
dimecres,dimecres,288,261,1804
gairebé,gairebé,289,262,1801
partit,partits,83,263,1794
punt,punts,100,264,1786
nostre,nostra,109,265,1780
persona,persona,52,266,1774
dimarts,dimarts,296,267,1770
resta,resta,239,268,1767
aquí,aquí,298,269,1753
social,socials,135,270,1753
carrer,carrer,211,271,1752
clar,clar,191,272,1750
preu,preu,149,273,1744
forma,forma,254,274,1743
finalment,finalment,305,275,1739
assegurar,assegurat,110,276,1736
haver,hagut,6,277,1735
ben,ben,306,278,1733
lo,les,33,279,1727
tipus,tipus,310,280,1726
pla,pla,234,281,1718
empresa,empreses,221,282,1716
nosaltres,nosaltres,313,283,1714
divers,diversos,150,284,1704
servei,serveis,129,285,1704
jove,joves,160,286,1695
passar,passa,57,287,1693
sol,sol,157,288,1692
anar,vam,10,289,1675
proposta,proposta,199,290,1658
dissabte,dissabte,322,291,1653
acabar,acabar,111,292,1648
font,fonts,252,293,1647
sota,sota,334,294,1643
tampoc,tampoc,335,295,1639
ucraïna,ucraïna,337,296,1635
estar,estar,26,297,1633
te,et,300,298,1624
matí,matí,331,299,1623
llengua,llengua,268,300,1621
estar,estem,26,301,1615
públic,pública,79,302,1612
relació,relació,212,303,1608
fons,fons,342,304,1607
trobar,trobar,98,305,1598
treball,treball,250,306,1598
ser,eren,7,307,1589
política,política,227,308,1588
nacional,nacional,293,309,1584
segon,segon,120,310,1578
sis,sis,353,311,1573
vegada,vegades,124,312,1572
ell,ells,80,313,1568
fer,farà,16,314,1554
futur,futur,274,315,1549
molt,molta,24,316,1547
diumenge,diumenge,349,317,1542
setembre,setembre,361,318,1540
haver,havien,6,319,1537
ser,seria,7,320,1537
causa,causa,263,321,1536
tothom,tothom,363,322,1532
fora,fora,364,323,1531
semblar,sembla,213,324,1518
ell,ella,80,325,1517
problema,problema,167,326,1517
nit,nit,314,327,1517
dret,dret,143,328,1512
població,població,327,329,1509
mitjà,mitjans,182,330,1506
ser,sigut,7,331,1505
dret,drets,143,332,1505
setmana,setmanes,86,333,1501
mallorca,mallorca,372,334,1499
últim,últims,171,335,1498
temporada,temporada,323,336,1498
preu,preus,149,337,1497
mercat,mercat,291,338,1496
passar,passat,57,339,1492
mesura,mesura,144,340,1492
nou,nous,40,341,1490
servir,servir,185,342,1490
taula,taula,330,343,1490
llarg,llarg,241,344,1487
comissió,comissió,336,345,1477
crisi,crisi,354,346,1475
mica,mica,375,347,1466
societat,societat,345,348,1466
divers,diverses,150,349,1455
nivell,nivell,261,350,1448
realitat,realitat,369,351,1447
territori,territori,281,352,1446
aconseguir,aconseguir,172,353,1438
parlar,parlar,130,354,1429
poder,pogut,21,355,1429
línia,línia,273,356,1426
assegurar,assegura,110,357,1426
nou,noves,40,358,1425
aragonès,aragonès,384,359,1421
potser,potser,397,360,1416
força,força,244,361,1414
director,director,230,362,1413
programa,programa,315,363,1412
continuar,continua,107,364,1409
ningú,ningú,400,365,1407
cos,cos,394,366,1405
imatge,imatge,251,367,1404
saber,saber,190,368,1401
model,model,299,369,1398
formació,formació,325,370,1394
president,presidenta,74,371,1392
meu,meva,173,372,1391
fer,feia,16,373,1388
balear,balears,312,374,1386
club,club,329,375,1384
família,famílies,147,376,1384
nostre,nostre,109,377,1384
ser,som,7,378,1380
elecció,eleccions,391,379,1379
considerar,considera,155,380,1372
especialment,especialment,414,381,1368
sortir,sortir,166,382,1365
juliol,juliol,419,383,1364
mort,mort,233,384,1363
ciutadà,ciutadans,280,385,1362
juny,juny,421,386,1359
instal,instal,422,387,1359
problema,problemes,167,388,1358
camí,camí,359,389,1357
poble,poble,321,390,1352
prop,prop,428,391,1349
internacional,internacional,279,392,1341
treballar,treballar,132,393,1329
tarda,tarda,413,394,1328
portaveu,portaveu,395,395,1317
terme,terme,309,396,1317
enllà,enllà,439,397,1309
agent,agents,371,398,1308
aquell,aquell,151,399,1307
evitar,evitar,316,400,1307
cara,cara,376,401,1303
polític,polític,126,402,1301
doncs,doncs,444,403,1301
treballador,treballadors,317,404,1298
prou,prou,446,405,1297
espanyol,espanyola,85,406,1294
llibre,llibre,449,407,1294
demanar,demanat,97,408,1292
diner,diners,433,409,1284
algun,alguna,87,410,1281
jove,jove,160,411,1281
resposta,resposta,378,412,1278
risc,risc,373,413,1275
personal,personal,351,414,1274
centre,centres,128,415,1267
nostre,nostres,109,416,1267
nom,nom,318,417,1262
bo,bon,93,418,1260
polític,política,126,419,1256
mantenir,mantenir,282,420,1255
plaça,plaça,270,421,1253
conseller,conseller,344,422,1251
mig,mig,461,423,1249
informació,informació,374,424,1249
demanar,demanar,97,425,1247
principal,principal,218,426,1242
reunió,reunió,343,427,1242
afegir,afegit,168,428,1239
direcció,direcció,434,429,1235
espai,espai,229,430,1235
presentar,presentar,148,431,1234
poder,pugui,21,432,1233
qüestió,qüestió,297,433,1232
defensa,defensa,426,434,1230
ple,ple,242,435,1227
meu,meu,173,436,1227
rebre,rebre,175,437,1219
hora,hora,91,438,1214
arribar,arribat,63,439,1212
ministre,ministre,201,440,1206
deu,deu,476,441,1206
voler,volen,71,442,1206
minut,minuts,360,443,1204
continuar,continuar,107,444,1200
gràcia,gràcies,409,445,1199
decidir,decidir,202,446,1196
cultura,cultura,456,447,1195
informar,informat,269,448,1194
capital,capital,438,449,1193
xarxa,xarxes,231,450,1192
major,major,380,451,1187
maig,maig,489,452,1184
obra,obres,287,453,1180
via,via,362,454,1180
membre,membres,324,455,1173
grup,grups,122,456,1172
ser,seran,7,457,1170
gener,gener,493,458,1170
paper,paper,441,459,1169
local,local,262,460,1163
març,març,500,461,1162
presó,presó,472,462,1160
projecte,projectes,114,463,1159
música,música,488,464,1158
venir,ve,243,465,1153
conflicte,conflicte,412,466,1150
conjunt,conjunt,368,467,1149
massa,massa,471,468,1149
illa,illes,401,469,1148
curs,curs,432,470,1145
càrrec,càrrec,340,471,1144
viure,viure,240,472,1143
tenir,tindrà,20,473,1142
producte,productes,307,474,1141
condició,condicions,390,475,1135
premsa,premsa,517,476,1135
reforma,reforma,458,477,1134
set,set,503,478,1134
capacitat,capacitat,459,479,1133
debat,debat,443,480,1132
ser,sent,7,481,1132
tribunal,tribunal,396,482,1129
desembre,desembre,519,483,1128
algun,algunes,87,484,1125
rus,rus,165,485,1124
anar,anat,10,486,1124
departament,departament,468,487,1120
sánchez,sánchez,526,488,1114
companyia,companyia,403,489,1112
marxa,marxa,513,490,1111
recordar,recorda,138,491,1109
primer,primers,34,492,1109
clau,clau,425,493,1107
home,home,238,494,1105
arribar,arriba,63,495,1103
difícil,difícil,442,496,1103
marc,marc,501,497,1102
veí,veïns,333,498,1100
endavant,endavant,529,499,1099
idea,idea,398,500,1098
comú,comú,245,501,1097
quin,quin,198,502,1097
joc,joc,260,503,1097
principal,principals,218,504,1095
algun,algun,87,505,1095
xifra,xifra,292,506,1093
creure,crec,187,507,1089
pensar,pensar,177,508,1088
canvi,canvis,106,509,1082
actualment,actualment,544,510,1081
nombre,nombre,545,511,1077
activitat,activitats,347,512,1073
motiu,motiu,332,513,1067
mare,mare,462,514,1066
guanyar,guanyar,249,515,1064
prevar,preveu,553,516,1060
sentència,sentència,496,517,1058
afirmar,afirmat,210,518,1058
anunciar,anunciat,277,519,1057
acord,acord,370,520,1057
valor,valor,338,521,1054
entrar,entrar,224,522,1053
campanya,campanya,479,523,1051
control,control,482,524,1048
català,catalans,61,525,1047
líder,líder,388,526,1045
voler,volem,71,527,1044
recurs,recursos,357,528,1043
metre,metres,411,529,1042
voluntat,voluntat,554,530,1040
investigació,investigació,565,531,1039
darrer,darrers,188,532,1038
vehicle,vehicles,303,533,1036
just,just,505,534,1032
llavors,llavors,569,535,1030
voltant,voltant,522,536,1028
diàleg,diàleg,546,537,1028
sèrie,sèrie,454,538,1024
referència,referència,512,539,1021
rebre,rebut,175,540,1019
crear,crear,295,541,1017
qualitat,qualitat,556,542,1016
mena,mena,577,543,1015
congrés,congrés,581,544,1015
gestió,gestió,550,545,1014
donar,donat,67,546,1011
costat,costat,559,547,1010
veure,vist,69,548,1010
afegir,afegeix,168,549,1008
vos,us,578,550,1006
terra,terra,467,551,1005
gas,gas,540,552,1005
sol,sols,157,553,1005
judicial,judicial,460,554,999
recordar,recordat,138,555,994
delicte,delicte,366,556,993
període,període,547,557,993
permetre,permet,195,558,992
canviar,canviar,228,559,991
seguir,seguir,162,560,990
xarxa,xarxa,231,561,988
poder,puguin,21,562,987
moment,moments,81,563,987
poder,podran,21,564,986
teatre,teatre,561,565,986
final,finals,134,566,984
comunicat,comunicat,575,567,984
públic,públics,79,568,983
presència,presència,597,569,982
home,homes,238,570,982
mi,mi,596,571,981
veure,veu,69,572,981
actual,actual,406,573,980
mar,mar,584,574,979
pare,pare,308,575,978
màxim,màxim,311,576,977
ser,fos,7,577,976
novembre,novembre,603,578,975
central,central,469,579,972
comunitat,comunitat,399,580,971
quedar,quedar,112,581,969
espai,espais,229,582,969
turisme,turisme,579,583,968
fill,fills,214,584,965
deixar,deixat,92,585,962
poder,podia,21,586,960
mundial,mundial,530,587,960
vuit,vuit,614,588,960
víctima,víctimes,276,589,960
sortida,sortida,525,590,958
arran,arran,619,591,956
europeu,europea,174,592,956
quedar,queda,112,593,956
posició,posició,477,594,954
resultat,resultat,272,595,952
poder,podrà,21,596,952
ahir,ahir,622,597,952
conèixer,conèixer,474,598,949
castellà,castellà,589,599,949
donar,dona,67,600,948
resultat,resultats,272,601,948
alhora,alhora,627,602,945
mosso,mossos,600,603,943
posar,posat,89,604,942
febrer,febrer,630,605,942
voliar,volia,465,606,941
professional,professionals,346,607,939
camp,camp,492,608,934
allò,allò,634,609,934
polític,polítics,126,610,933
zona,zones,153,611,932
favor,favor,631,612,931
paraula,paraules,418,613,930
equip,equip,367,614,929
alguns,alguns,639,615,927
llibertat,llibertat,560,616,927
jornada,jornada,480,617,927
víctima,víctima,276,618,925
producció,producció,563,619,922
diferent,diferent,131,620,921
econòmic,econòmica,207,621,919
necessitat,necessitat,392,622,913
festa,festa,405,623,912
llum,llum,557,624,909
precisament,precisament,651,625,907
consum,consum,635,626,907
explicar,explicar,73,627,907
municipal,municipal,365,628,906
premi,premi,417,629,904
mà,mà,290,630,904
mal,mal,379,631,904
destacar,destacat,246,632,902
nord,nord,660,633,900
entitat,entitats,506,634,897
prova,prova,301,635,891
demanar,demana,97,636,889
possibilitat,possibilitat,487,637,889
algú,algú,672,638,885
mitjana,mitjana,662,639,885
mà,mans,290,640,884
allà,allà,677,641,883
suposar,suposa,265,642,879
saber,sap,190,643,879
tema,tema,393,644,876
diuar,diuen,680,645,876
fàcil,fàcil,608,646,874
aviat,aviat,683,647,872
cup,cup,684,648,871
trobada,trobada,591,649,870
diferència,diferència,502,650,870
portar,portar,163,651,870
grau,graus,450,652,869
mínim,mínim,385,653,866
judici,judici,645,654,865
especial,especial,543,655,864
quedar,quedat,112,656,863
cert,cert,355,657,861
ser,siguin,7,658,861
creure,creu,187,659,860
enguany,enguany,694,660,859
europeu,europeu,174,661,858
violència,violència,602,662,858
prova,proves,301,663,858
festival,festival,612,664,857
joc,jocs,260,665,855
apuntar,apunta,225,666,853
edició,edició,552,667,853
ministre,ministra,201,668,847
dur,dur,389,669,845
tenir,tinc,20,670,843
prendre,prendre,383,671,842
por,por,649,672,840
volgre,volgut,712,673,839
intentar,intentar,236,674,839
foc,foc,626,675,837
compromís,compromís,607,676,836
segle,segle,601,677,835
cotxe,cotxe,455,678,835
transport,transport,599,679,835
sala,sala,564,680,832
perdre,perdre,294,681,831
poc,pocs,115,682,827
proposta,propostes,199,683,826
tard,tard,722,684,825
cambra,cambra,686,685,825
recerca,recerca,702,686,824
termini,termini,613,687,822
protecció,protecció,713,688,821
laboral,laboral,514,689,819
text,text,621,690,819
futbol,futbol,730,691,817
mantre,manté,732,692,816
ciutadania,ciutadania,734,693,816
estat,estat,416,694,812
nen,nens,516,695,812
autoritat,autoritats,675,696,811
tercer,tercer,319,697,810
moviment,moviment,491,698,809
participació,participació,714,699,807
una,una,724,700,806
municipi,municipi,381,701,806
anterior,anterior,451,702,806
porta,porta,410,703,803
sovint,sovint,746,704,802
trobar,troba,98,705,800
creixement,creixement,728,706,799
popular,popular,470,707,798
petit,petit,208,708,798
millorar,millorar,490,709,798
econòmic,econòmic,207,710,798
cultural,cultural,528,711,798
viure,viu,240,712,797
gaire,gaire,644,713,797
afirmar,afirma,210,714,795
meitat,meitat,744,715,793
primer,primeres,34,716,793
lloc,llocs,117,717,791
comú,comuns,245,718,791
dreta,dreta,661,719,789
local,locals,262,720,788
front,front,699,721,787
falta,falta,701,722,786
posar,posa,89,723,786
deiar,deia,610,724,785
concret,concret,463,725,785
cost,cost,536,726,784
plataforma,plataforma,583,727,781
obrir,obrir,304,728,780
tenir,tenien,20,729,780
discurs,discurs,638,730,780
missatge,missatge,483,731,778
tancar,tancar,404,732,777
relació,relacions,212,733,776
important,importants,154,734,775
greu,greu,510,735,775
aconseguir,aconseguit,172,736,774
compte,comptes,189,737,772
alumne,alumnes,707,738,769
recuperar,recuperar,415,739,769
pagar,pagar,445,740,768
vista,vista,733,741,768
secretari,secretari,739,742,767
independència,independència,778,743,764
sud,sud,781,744,763
comunicació,comunicació,681,745,761
fill,fill,214,746,761
iniciativa,iniciativa,590,747,760
estar,estic,26,748,758
pare,pares,308,749,758
demanda,demanda,616,750,758
militar,militar,508,751,756
acabar,acabat,111,752,755
aquell,aquells,151,753,753
anar,varen,10,754,753
llista,llista,679,755,752
tornar,tornat,94,756,751
previst,previst,466,757,751
fer,faci,16,758,750
pacte,pacte,658,759,745
rus,russa,165,760,743
jugar,jugar,350,761,742
defensar,defensat,200,762,740
tercer,tercera,319,763,740
reduir,reduir,486,764,740
començar,comença,99,765,739
alt,alta,237,766,737
deixar,deixa,92,767,736
aleshores,aleshores,807,768,735
negociació,negociació,511,769,734
candidatura,candidatura,709,770,731
poder,podrien,21,771,730
justícia,justícia,809,772,729
humà,humans,402,773,726
oficial,oficial,534,774,725
lluny,lluny,813,775,724
aquell,aquella,151,776,722
marca,marca,586,777,722
funció,funció,537,778,722
temperatura,temperatura,429,779,721
declaració,declaracions,478,780,720
infant,infants,740,781,719
format,format,570,782,719
confiança,confiança,795,783,717
context,context,797,784,717
demà,demà,820,785,715
millor,millors,136,786,713
vehicle,vehicle,303,787,711
responsable,responsable,499,788,710
plegat,plegat,695,789,709
passat,passada,113,790,708
tenir,tenint,20,791,708
ministeri,ministeri,794,792,707
creació,creació,782,793,706
apuntar,apuntat,225,794,706
mort,morts,233,795,706
barri,barri,576,796,706
enrere,enrere,832,797,703
principi,principi,427,798,703
acció,accions,533,799,702
destacar,destaca,246,800,701
pau,pau,831,801,699
almenys,almenys,841,802,695
civil,civil,548,803,695
pressupost,pressupostos,423,804,692
xifra,xifres,292,805,692
fiscalia,fiscalia,842,806,692
llibra,llibres,849,807,691
diputat,diputat,328,808,690
vot,vots,457,809,686
construcció,construcció,769,810,686
fiscal,fiscal,656,811,684
defensar,defensar,200,812,684
presentar,presentat,148,813,683
base,base,611,814,683
fi,fi,731,815,682
entrevista,entrevista,750,816,680
començar,començat,99,817,679
soci,socis,606,818,679
veu,veu,532,819,675
institució,institucions,498,820,674
garantir,garantir,558,821,671
estar,estaven,26,822,671
mitjà,mitjà,182,823,670
incloure,inclou,568,824,668
tornar,torna,94,825,668
parella,parella,758,826,668
periodista,periodista,542,827,668
fer,fem,16,828,668
darrere,darrere,878,829,667
costa,costa,777,830,665
igual,igual,792,831,665
parlar,parla,130,832,665
superior,superior,693,833,665
ajudar,ajudar,386,834,665
invasió,invasió,882,835,664
unitat,unitat,647,836,664
natural,natural,643,837,664
acabar,acaba,111,838,664
morir,morir,708,839,664
quilòmetre,quilòmetres,786,840,663
pressió,pressió,775,841,663
pressupost,pressupost,423,842,663
recordar,recordar,138,843,661
europeu,europeus,174,844,661
responsabilitat,responsabilitat,618,845,660
haver,hagués,6,846,660
pràcticament,pràcticament,892,847,659
treballar,treballant,132,848,658
habitual,habitual,636,849,657
present,present,633,850,657
municipi,municipis,381,851,656
menor,menor,447,852,656
inflació,inflació,886,853,656
fase,fase,787,854,656
professional,professional,346,855,655
directament,directament,901,856,653
decret,decret,852,857,651
plaça,places,270,858,650
principi,principis,427,859,650
petit,petits,208,860,648
força,forces,244,861,648
laboració,laboració,910,862,647
contracte,contracte,524,863,647
objectiu,objectiu,481,864,646
decidir,decidit,202,865,646
diari,diari,531,866,646
bomber,bombers,867,867,646
usuari,usuaris,768,868,645
estatal,estatal,741,869,644
amic,amics,504,870,644
mateix,mateixos,75,871,644
tu,tu,917,872,644
concurs,concurs,827,873,643
sector,sectors,179,874,643
ciutat,ciutats,125,875,643
número,número,700,876,642
presidència,presidència,907,877,642
propi,pròpia,339,878,642
patir,patir,259,879,641
data,data,727,880,641
portar,porta,163,881,639
importància,importància,925,882,639
jutge,jutge,574,883,638
menor,menors,447,884,638
política,polítiques,227,885,638
participar,participar,326,886,638
carrer,carrers,211,887,636
veritat,veritat,905,888,636
lliure,lliure,716,889,634
escola,escoles,665,890,634
concert,concert,566,891,634
twitter,twitter,936,892,633
trànsit,trànsit,926,893,633
planta,planta,598,894,632
arreu,arreu,939,895,631
legal,legal,678,896,631
efecte,efectes,640,897,631
baix,baix,285,898,630
marge,marge,943,899,629
independentista,independentistes,549,900,628
vinent,vinent,761,901,628
temperatura,temperatures,429,902,627
comprar,comprar,623,903,627
imatge,imatges,251,904,626
obra,obra,287,905,626
baix,baixa,285,906,625
client,clients,674,907,624
diputat,diputats,328,908,624
indicar,indicat,497,909,622
part,parts,60,910,622
lluita,lluita,858,911,621
victòria,victòria,836,912,621
municipal,municipals,365,913,621
manc,manca,954,914,620
petit,petita,208,915,620
menjar,menjar,774,916,619
televisió,televisió,887,917,619
entendre,entendre,518,918,618
insistir,insistit,475,919,618
sabar,sabem,587,920,617
rus,russos,165,921,616
haver,has,6,922,616
sentir,sentir,284,923,616
últim,últimes,171,924,616
alt,alt,237,925,613
remarcar,remarcat,629,926,613
assenyalar,assenyalat,348,927,612
superar,superar,387,928,612
xin,xina,973,929,611
ple,plena,242,930,611
darrer,darrer,188,931,610
produir,produir,358,932,610
entorn,entorn,818,933,610
perill,perill,874,934,609
lacion,lacions,975,935,609
conseqüència,conseqüències,580,936,608
intervenció,intervenció,757,937,607
matinada,matinada,972,938,607
buscar,buscar,407,939,605
inversió,inversió,615,940,605
consellera,consellera,953,941,605
considerar,consideren,155,942,605
real,real,747,943,605
pròxim,pròxims,352,944,603
tenir,tingui,20,945,602
fer,faran,16,946,602
clar,clara,191,947,602
visita,visita,666,948,599
cinema,cinema,881,949,599
acte,acte,521,950,598
representant,representants,655,951,598
producte,producte,307,952,596
caure,caure,669,953,596
equip,equips,367,954,595
empresa,empresa,221,955,595
global,global,865,956,593
material,material,652,957,591
venda,venda,688,958,590
permetre,permetre,195,959,589
decisió,decisions,209,960,588
conselleria,conselleria,937,961,587
haver,haurien,6,962,587
carrera,carrera,904,963,587
segur,segur,685,964,587
malaltia,malaltia,648,965,586
solució,solució,673,966,584
energètic,energètica,538,967,584
mobilitat,mobilitat,1003,968,582
motiu,motius,332,969,582
notícia,notícia,641,970,581
viatge,viatge,703,971,581
necessari,necessari,431,972,581
paral,paral,1007,973,580
comarca,comarques,653,974,578
francès,francès,494,975,578
porta,portes,410,976,577
calor,calor,1010,977,576
experiència,experiència,771,978,575
sindicat,sindicats,625,979,575
dubte,dubte,646,980,575
migdia,migdia,969,981,574
patrimoni,patrimoni,998,982,573
sre,sé,1014,983,573
seguir,segueix,162,984,570
director,directora,230,985,570
gènere,gènere,913,986,570
sanció,sancions,851,987,570
tanmateix,tanmateix,1020,988,570
jugador,jugadors,448,989,569
voler,vull,71,990,568
contacte,contacte,706,991,567
quantitat,quantitat,814,992,567
possible,possibles,204,993,564
augment,augment,966,994,564
positiu,positiu,473,995,563
construir,construir,671,996,563
bo,bo,93,997,563
vot,vot,457,998,562
celebrar,celebrar,286,999,562
memòria,memòria,965,1000,560
república,república,967,1001,559
unit,unit,765,1002,558
regne,regne,977,1003,558
element,elements,711,1004,557
realment,realment,1044,1005,554
obstant,obstant,1045,1006,554
socialista,socialistes,628,1007,553
tema,temes,393,1008,551
necessitar,necessita,320,1009,550
estat,estats,416,1010,549
resoldre,resoldre,808,1011,549
vídeo,vídeo,725,1012,549
anunciar,anunciar,277,1013,548
públic,públiques,79,1014,548
fort,fort,408,1015,548
assenyalar,assenyala,348,1016,548
roda,roda,830,1017,548
propi,propi,339,1018,548
juntament,juntament,1060,1019,546
rei,rei,796,1020,546
pes,pes,1015,1021,545
dècada,dècades,588,1022,544
republicà,republicans,609,1023,544
valor,valors,338,1024,544
comptar,compta,341,1025,543
mil,mil,1062,1026,542
covid,covid,1065,1027,542
ucraïnès,ucraïnès,382,1028,542
