Morph-lemma,Morph-inflection
eksa,eksamen
Straffes,straffes
omgå,omgå
frie,Frie
Dengang,Dengang
begik,begik
grundskole,grundskolen
gerning,gerning
stork,stork
oprette,oprettes
omstilling,omstillingen
milder,mildere
tryghed,trygheden
landbrug,Landbrug
tayyip,Tayyip
reserve,reserven
kommunal,kommunalt
spekulere,spekuleret
Kommissionen,Kommissionen
statistisk,statistisk
skolegang,skolegang
overblikke,overblikket
kigge,kigges
afkræfte,afkræfte
velfærd,velfærden
tackle,tackle
annektering,annekteringen
emeritus,emeritus
ekskæreste,ekskæreste
Drabet,Drabet
Færre,Færre
finansminister,Finansminister
firma,Firmaet
real,Real
forfatter,Forfatteren
kommun,Kommunen
Mandens,Mandens
Opdatering,Opdatering
samtlige,Samtlige
transportminister,Transportminister
udleje,udlejer
røgfri,røgfri
tidspunk,tidspunkter
tættest,tættest
vifte,vifte
smukt,smukt
britisk,Britiske
T,T
skaffe,skaffet
dominikansk,Dominikanske
mel,mel
perspektiv,perspektiver
sædvanligt,sædvanligt
Ændring,Ændringen
indrømmelse,indrømmelser
ændringe,ændringerne
strej,strejken
testet,testet
fagforening,fagforeningen
lancere,lancere
trist,triste
SYD,SYD
tilsyn,Tilsynet
offentliggøre,offentliggør
splitte,splitte
båd,både
Krig,Krig
styrels,styrelsens
parløb,parløb
mangfoldighed,mangfoldighed
demografisk,demografiske
gymnasieelev,gymnasieelever
herrelandshold,herrelandshold
oplysning,oplysningen
truppe,truppen
fodboldban,fodboldbanen
syvendepladse,syvendepladsen
manuelt,manuelt
suse,suser
obligation,obligationer
åbent,åbent
tavs,tavs
fattig,fattig
skimmelsvamp,skimmelsvamp
listeria,listeria
duo,duoen
kriterie,kriterier
storskærm,storskærm
menighedsråd,menighedsråd
givet,givet
sulten,sultne
gasforbrug,gasforbrug
kuffert,kufferter
bedstemor,bedstemor
ingrediense,ingredienser
services,services
opstille,opstiller
partiled,partilederne
frustrerende,frustrerende
strømme,strømmede
netværk,netværket
indskifte,indskiftede
aflevering,aflevering
spå,spået
historiker,historiker
bjergetape,bjergetape
drøfte,drøftet
genindføre,genindføre
Venstre,Venstres
coronasituation,coronasituationen
senfølg,senfølger
resolut,resolut
pust,pusten
tilgængeligt,tilgængeligt
afhængigt,afhængigt
spiller,spillernes
brændstoffe,brændstoffer
indespærre,indespærret
variabel,variabel
ulig,ulige
overlade,overladt
festlig,festlige
skelne,skelne
rival,rival
fremhæve,fremhæve
ilt,ilt
ægtefælle,ægtefælle
dna,dna
spilde,spildt
mangeårig,mangeårig
parti,partiernes
nægte,nægte
fornemme,fornemmer
forfærdelig,forfærdelige
udvej,udvej
grundig,grundige
champagne,champagne
bagved,bagved
omlægning,omlægning
skubbe,skubber
agere,agerer
afbrød,afbrød
hellig,hellige
røbe,røbe
Anklager,Anklager
Anklagerne,Anklagerne
partiformand,partiformanden
vogn,vogn
baghav,baghaven
humøre,humøret
verdensklasse,verdensklasse
beretning,beretningen
efterforskningslede,efterforskningsleder
indlagt,indlagte
lejer,lejere
analytiker,analytikere
rekord,rekorder
reform,reform
kæmpestor,kæmpestore
næstformand,næstformand
kugle,kugler
tyndt,tyndt
sum,sum
sygeplejeråd,Sygeplejeråd
politianmeldelse,politianmeldelse
tragedie,tragedien
geografisk,geografisk
konstruktion,konstruktion
styrt,styrtet
køreban,kørebanen
syddansk,Syddansk
enkel,enkel
oprydning,oprydning
svag,svagt
omsider,omsider
samspil,samspil
svag,svageste
ambitiøst,ambitiøst
smittetall,smittetallene
forelske,forelsket
europamester,europamester
skoleskyderie,skoleskyderier
bistå,bistå
grim,grimme
meget,mest
drejning,drejning
regning,regningerne
etisk,etisk
ovenikøb,ovenikøbet
sætt,sættet
gadebilled,gadebilledet
underviser,undervisere
stormstyrke,stormstyrke
speeder,speederen
beretning,beretninger
serie,serier
nås,nås
opnå,opnår
uddybende,uddybende
gennemgribende,gennemgribende
Azovstal,Azovstal
sportsfolk,sportsfolk
Weekendavisen,Weekendavisen
ødelægge,ødelagte
respektere,respekterer
kys,kys
gr,grene
hacke,hacket
ansætte,ansætter
tilflytter,tilflyttere
parforhold,parforhold
brandstiftelse,brandstiftelse
sneg,sneg
betale,betales
myndighed,myndigheden
letter,lettere
uvished,uvished
løgn,løgne
besætning,besætning
smittespredning,smittespredning
vacciner,vaccinerne
forsvarsordfør,forsvarsordfører
halvere,halvere
beholde,beholdt
butikker,butikkerne
assistenttræne,assistenttræner
stole,stoler
diplomati,diplomati
vinduer,vinduerne
frontalt,frontalt
civilt,civilt
politipatrulje,politipatrulje
komiker,komikeren
Donetsk,Donetsk
bro,Broen
blodprøve,blodprøver
HBO,HBO
ytre,ytret
rose,rosende
teater,teatre
bad,badet
størrelse,størrelsen
klinik,klinik
odenseansk,odenseanske
operere,opererer
kerne,kernen
litterære,litterære
buldre,buldrer
dybde,dybde
øve,øvet
aldersgruppe,aldersgruppe
asiatisk,asiatiske
brev,Brevet
drøftelse,drøftelse
statskasse,statskasse
skarphed,skarphed
anvende,anvendte
fratag,frataget
arbejdsuge,arbejdsuge
kulturliv,kulturliv
vedligeholdelse,vedligeholdelse
projektet,projektet
opgradering,opgradering
heat,heat
ærgre,ærgre
Politik,Politik
tid,tiderne
formår,formår
bæredygtigt,bæredygtigt
dansker,danskeres
aflivning,aflivning
navneforbud,navneforbud
varebil,varebil
indbakke,indbakke
frigøre,frigøre
kurv,kurven
afsægge,afsagt
døgnrapport,døgnrapport
optråde,optrådt
Jelling,Jelling
mission,missionen
luftrum,luftrummet
forårsvejr,forårsvejr
japansk,japansk
tordenbyg,tordenbyger
landeveje,landeveje
halvvej,halvvejs
presset,pressede
tavshed,tavshed
mikrofon,mikrofonen
udsatte,udsatte
kulminere,kulminerer
værktøjer,værktøjer
lokalsamfund,lokalsamfund
Østjylland,Østjylland
inspirere,inspirerende
havneby,havnebyen
liste,lister
studi,studiet
forstyrre,forstyrret
indvielse,indvielsen
koma,koma
sammenbrud,sammenbrud
stjerne,stjernerne
indblanding,indblanding
nævningeting,nævningeting
sømm,sømmene
uacceptabel,uacceptabel
ekspertgruppe,ekspertgruppe
sikkerhedsråd,sikkerhedsråd
plakat,plakaten
klubhold,klubhold
landsformand,landsformand
transportordfør,transportordfører
gæst,gæsternes
verstappe,Verstappen
energiforsyning,energiforsyning
opsigtsvækkende,opsigtsvækkende
sydfynsk,sydfynske
tilmelde,tilmelde
torsdag,torsdagen
hurtig,hurtigt
spejle,spejle
bestå,bestået
Ibyen,Ibyen
fand,fanden
Forældrene,Forældrene
Masse,Masser
medium,Mediet
Offeret,Offeret
parterne,Parterne
planerne,Planerne
redning,redninger
dedikeret,dedikeret
indehave,indehaver
livslang,livslang
finansiel,finansiel
femteplads,femteplads
O,O
skoleelev,skoleelever
skilsmisse,skilsmisse
smiley,smiley
sønderjyske,Sønderjyske
fortryde,fortrudt
løbsk,løbsk
hammer,hammeren
arrangør,arrangørerne
udpege,udpegede
sagsbehandling,sagsbehandlingen
Datatilsynet,Datatilsynet
betinge,betinget
daginstitution,daginstitution
beholde,beholder
bjerg,bjerg
vaccine,vaccine
fartøj,fartøjer
eksportere,eksportere
landenes,landenes
rapper,rapperen
overskred,overskredet
herrelandshold,herrelandsholdet
byggeplads,byggeplads
gennemsigtighed,gennemsigtighed
domstole,domstole
skikkelse,skikkelse
klarlagt,klarlagt
vinke,vinkede
konstant,konstante
pinlig,pinligt
landsmand,landsmanden
belarussisk,belarussiske
book,booket
svindle,svindlet
notere,notere
månedlig,månedlige
nappe,nappede
ulyk,ulykke
overgang,overgangen
onsdag,onsdagen
omme,omme
trup,trup
flygtningehjælp,Flygtningehjælp
registrering,registrering
skøn,skønne
skyldige,skyldige
elske,elske
afprøve,afprøve
turneringe,turneringer
transkønne,transkønnede
besvare,besvaret
fremlægge,fremlægger
chokere,chokerede
bord,borde
morgentime,morgentimer
Stadium,Stadium
rækkehus,rækkehuse
nattefrost,nattefrost
Allerede,Allerede
trængsel,trængsel
total,totale
ministerpost,ministerpost
smartphone,smartphone
hvidt,hvidt
redningsaktion,redningsaktion
præge,præge
overnatning,overnatninger
graviditet,graviditeten
personbile,personbiler
sovjetisk,sovjetiske
lomme,lommer
forbrugerpris,forbrugerpriserne
kursus,kursus
institut,institut
felt,feltets
tømrer,tømrer
kansl,kansler
overskue,overskue
diktator,diktator
dødelig,dødelig
undervise,underviser
højere,højere
pasta,pasta
bestræbelse,bestræbelser
konkludere,konkluderet
batteri,batteri
universitet,universiteter
gæste,gæstede
svømme,svømmede
garve,garvede
bænk,bænk
kommentere,kommenterede
grønsvær,grønsværen
køle,køle
sammenslutning,sammenslutning
anklageskrift,anklageskrift
fængselsstraffe,fængselsstraffe
anmode,anmode
retsmøde,retsmødet
racistisk,racistiske
tøve,tøven
knapper,knapper
student,studenter
sundhedsordfør,sundhedsordfører
omkomne,omkomne
dobbelt,dobbelt
udføre,udførte
hejse,hejst
pendant,pendant
portefølje,portefølje
konkurrent,konkurrenten
republikansk,republikansk
værn,værn
køb,køberne
mønster,mønstre
pågå,pågår
tiltrukket,tiltrukket
meteorologisk,meteorologiske
næstsidste,næstsidste
forsinke,forsinkede
forlig,forliget
graver,graver
omdann,omdannet
campingplads,campingpladsen
udtalelse,udtalelsen
stormflod,stormflod
Fjernvarme,Fjernvarme
betydning,betydningen
indtægt,indtægt
skulptur,skulpturen
nattetim,nattetimerne
rytter,rytter
irritere,irriteret
bekræfte,bekræftes
udlændingeordføre,udlændingeordfører
Tsitsipas,Tsitsipas
kommunalbestyrelse,kommunalbestyrelse
bryste,bryste
halvlegs,halvlegs
amputation,amputation
storby,storbyer
forandre,forandre
ride,ride
påklædning,påklædning
russer,russeren
offentlighede,offentlighedens
matcher,matcher
inspirer,inspirere
artilleri,artilleri
biomasse,biomasse
histori,historierne
modelle,modellen
fremdrift,fremdrift
vilkår,Vilkår
præsidente,præsidenter
barnebarn,barnebarn
religiøs,religiøs
arrangør,arrangør
lufte,lufte
sportschef,sportschefen
topscore,topscorer
gavne,gavne
finansiere,finansierer
lån,lånet
obama,Obama
verdensrangliste,verdensranglistens
uberettiget,uberettiget
overbeviste,overbeviste
stor,Stor
chokerende,chokerende
hverdag,hverdage
mystisk,mystiske
brexit,brexit
beredskab,Beredskabet
fugl,fuglene
tilbagevende,tilbagevendende
installation,installationer
undtage,undtaget
skydevåbe,skydevåben
iklædt,iklædt
afspærre,afspærrede
rigelig,rigeligt
voldelig,voldeligt
lejesoldat,lejesoldater
kredse,kredsen
følger,følgere
signaler,signalere
lyn,lyn
køligt,køligt
slutresultatet,slutresultatet
borger,Borgere
kriteri,kriterier
belejre,belejrede
fremstille,fremstiller
færge,færger
museumsdirektør,museumsdirektør
fiasko,fiasko
hjemmebane,hjemmebanen
pause,pauser
skrøbelig,skrøbelige
omdiskutere,omdiskuterede
bortset,Bortset
influenza,influenza
skur,skur
brandmand,brandmænd
lufte,luftet
arbejdsulykke,arbejdsulykke
Emma,Emma
bøn,bøn
frakendt,frakendt
færdiggjort,færdiggjort
task,tasken
politikke,politikken
mikrofon,mikrofon
julelys,julelys
kemi,kemi
våbenhvile,våbenhvile
styrkelse,styrkelse
Leclerc,Leclerc
pressemøde,pressemødet
mærkelig,mærkelige
chefanalytike,chefanalytiker
midtbanespiller,midtbanespiller
importere,importerer
feedback,feedback
boble,bobler
lokatione,lokationer
prioritere,prioriteres
stald,stalden
film,filmens
udnyttelse,udnyttelse
laura,Laura
frigive,frigive
springe,sprunget
afghaner,afghanere
lej,lejerne
valgfest,valgfest
sabotage,sabotage
forsigtig,forsigtigt
forsker,forskeren
ansatte,ansattes
rock,rock
klinisk,klinisk
uhyggelig,uhyggelige
profilere,profilerede
høns,høns
tale,tales
berørte,berørte
medfølelse,medfølelse
fryse,fryser
bomber,bomberne
elnettet,elnettet
misforstå,misforstået
neutral,neutral
skue,skue
omklædningsrum,omklædningsrum
venlig,venlige
hævde,hævdede
regi,regi
splid,splid
tolk,tolk
gidsel,gidsel
skuddrab,skuddrab
reserve,reserve
Flugt,Flugt
selveste,selveste
formulere,formuleret
kæmpestor,kæmpestor
ukrainske,ukrainske
disk,disken
spionchef,spionchef
efterkommer,efterkommere
intime,intime
folkeafstemning,folkeafstemninger
eskalere,eskalere
nærværende,nærværende
studi,studier
være,vært
elregning,elregninger
forvirre,forvirret
privatperson,privatpersoner
retvisende,retvisende
spørge,Spørg
vedligeholde,vedligeholde
afværge,afværget
herboende,herboende
facebooks,Facebooks
Nordisk,Nordisk
optimistisk,optimistiske
advars,advarslen
Denne,Dette
endda,Endda
forventning,Forventningen
Mindre,Mindre
svensk,Svenske
Tanken,Tanken
tilsammen,Tilsammen
Vagtchefen,Vagtchefen
VIDEO,VIDEO
træningslejr,træningslejr
event,event
nordjyde,nordjyderne
pokalturnering,pokalturnering
reducere,reduceres
Fødevarer,Fødevarer
skrivende,skrivende
Kongelig,Kongelige
sætning,sætning
konkurskarantæne,konkurskarantæne
forbund,forbundets
anmelde,anmelder
bygninge,bygningerne
immunforsvar,immunforsvar
forfølge,forfulgt
pengepung,pengepung
Fond,Fond
pumpe,pumper
dokument,dokumenterne
personoplysning,personoplysninger
signalement,signalement
pludselig,pludselige
vane,vane
entreprenør,entreprenøren
offensiv,offensiven
affødt,affødt
tid,tiders
bestand,bestanden
Lille,Lille
dimension,dimensioner
garn,garn
uafbrudt,uafbrudt
hals,hals
samtal,samtalerne
kulmination,kulminationen
fordømmelse,fordømmelse
styrke,styrkes
varmechec,varmechecken
præsentere,præsenteres
letbane,letbane
sammenligne,sammenlignes
bevare,bevares
banner,bannere
afsone,afsoner
udsende,udsende
atmosfære,atmosfære
tang,tang
fordømme,fordømme
tilkendt,tilkendt
hovedstad,hovedstadens
verdensplan,verdensplan
sikr,sikre
troværdig,troværdig
knæskade,knæskade
sommere,sommerens
aldersgrupp,aldersgrupper
frifindelse,frifindelse
sigtels,sigtelserne
indtægt,indtægter
gruppemøde,gruppemøde
banderelatere,banderelateret
direktør,direktører
lokalerne,lokalerne
planlægge,planlagde
censur,censur
fødevareminister,fødevareminister
campingpladse,campingpladser
skriftlig,skriftlige
personskade,personskade
inviter,inviterer
ydmyge,ydmygende
bleg,bleg
indikation,indikation
drage,draget
fynbo,fynbo
forme,forme
rampelys,rampelyset
afskaffes,afskaffes
triumf,triumfen
radar,radaren
belysning,belysning
udskrive,udskriver
lykke,lykken
lækker,lækkert
måle,måles
unødigt,unødigt
læb,læben
dilemma,dilemmaer
urimelig,urimelig
præmisse,præmisser
ansøge,ansøgt
vidunderlig,vidunderlige
bredde,bredde
overarbejde,overarbejde
kraftigere,kraftigere
trille,trille
satse,satsede
Amerikanske,Amerikanske
topniveau,topniveau
tilhæng,tilhænger
intensitet,intensitet
læne,læner
mental,mentalt
belyse,belyse
kovending,kovending
ventetide,ventetider
detaljer,detaljerne
ovn,ovnen
skrue,skruede
slutfløjt,slutfløjt
midtvejsvalg,midtvejsvalg
befolkning,befolkningens
EfB,EfB
formidling,formidling
anbringelse,anbringelse
bødestraf,bødestraf
beboelse,beboelse
elite,eliten
velhavende,velhavende
straffekast,straffekast
nummerplade,nummerplader
task,taske
eksplodere,eksploderer
niveau,niveauet
aktivere,aktivere
få,fås
smadre,smadre
valgsted,valgsted
dæmme,dæmme
sluge,sluge
søs,søs
mennesk,menneskets
karakter,karakteren
renter,renterne
letbanetog,letbanetog
afsætte,afsatte
kriminel,kriminel
forfatter,forfatterens
mangle,manglet
reparere,reparere
bosted,bostedet
katastrofalt,katastrofalt
puc,pucken
gennemskue,gennemskue
lokal,lokalt
individuelt,individuelt
katastrofal,katastrofal
modstå,modstå
investere,investeres
dynamisk,dynamisk
institution,institutionerne
kWh,kWh
forsvarsområd,forsvarsområdet
genre,genre
timing,timingen
kombinere,kombinere
Super,Super
venlig,venlig
sproglig,sproglige
grupp,gruppens
motor,motoren
kontra,kontra
myldretid,myldretiden
redningsmandskab,redningsmandskab
senge,senge
topform,topform
islamistisk,islamistiske
oligarke,oligarker
sø,sø
undskylde,undskyldte
paradoksalt,paradoksalt
svaghed,svaghed
lækker,lækker
opløst,opløst
togtrafik,togtrafikken
hastighed,hastigheden
puste,puster
cannabisolie,cannabisolie
klassike,klassiker
bebo,Beboerne
refusion,refusion
romantisk,romantisk
barsel,barsel
desperat,desperate
sværeste,sværeste
bølger,bølgerne
afklare,afklare
bremse,bremsen
kende,kendes
underskrift,underskrift
produktion,produktioner
genopstille,genopstille
interessent,interessenter
befunde,befundet
styrte,styrte
hobe,hober
delstat,delstater
buket,buket
generalforsamling,generalforsamlingen
tumult,tumult
kajak,kajak
hastighede,hastigheden
udbygning,udbygningen
sukker,sukker
forsigtig,forsigtige
lange,langer
laste,lastet
torv,torvet
energiforbruge,energiforbruget
videregive,videregivet
hyppig,hyppige
søgning,søgning
øvelse,øvelsen
billigst,billigst
hagl,hagl
blive,Bliv
promille,promille
estisk,estiske
projektlede,projektleder
stedvis,stedvis
dosis,dosis
uretfærdig,uretfærdigt
klimaminist,klimaminister
understøtte,understøtter
fornemme,fornemme
kommentare,kommentarerne
gruppe,gruppens
eftertanke,eftertanke
karaktere,karakterer
toe,toer
investering,investeringerne
ødelage,ødelagte
afløse,afløse
selvtest,selvtest
nøgne,nøgne
genoprette,genoprette
rente,renterne
ban,banens
forlydende,forlydender
handicappet,handicappede
ophold,opholdet
vilje,viljen
konfrontation,konfrontation
dygtig,dygtigste
nordøs,nordøst
leverance,leverancerne
kriseramt,kriseramte
knæk,knæk
vestkyst,vestkysten
coronapandemie,coronapandemien
kirkegård,kirkegården
ultimativ,ultimativt
opsparing,opsparing
tilstand,tilstanden
klog,klog
foreligge,foreligger
aggressive,aggressive
værtsnation,værtsnationen
vinge,vingerne
verdensetter,verdensetteren
vie,viet
fulgte,fulgtes
juble,jublede
cykelkommentator,cykelkommentator
skattereform,skattereform
asylcent,asylcenter
fredsaftale,fredsaftale
patrulj,patruljen
hilsen,hilsen
køleskab,køleskabet
søge,søges
klinikke,klinikker
essay,essay
afhøre,afhøres
eksklusive,eksklusive
hovedstade,Hovedstaden
afskære,afskåret
indsamling,indsamlingen
vestjyde,vestjyder
juletræ,juletræer
servere,serverer
skizofreni,skizofreni
nationalitet,nationaliteter
jysk,Jysk
næsthøjeste,næsthøjeste
foretrække,foretrække
undskylde,undskyld
iran,Iran
indrejseforbud,indrejseforbud
dødsstraf,dødsstraf
Kyrgio,Kyrgios
efterår,efterårets
udbredelse,udbredelse
Bundesliga,Bundesligaen
barndom,barndommen
mistænkelig,mistænkelige
trusler,truslerne
islæt,islæt
trafikuheld,trafikuheld
råolie,råolie
tiltagend,tiltagende
rive,river
,ens
spiller,spilleren
dybest,dybest
byggesjusk,byggesjusk
Kom,Kom
organ,organ
hop,hop
Miljøudvalget,Miljøudvalget
værke,værket
lancere,lancerer
lager,lageret
kamre,kamre
gasledning,gasledningen
påstand,påstanden
vægt,vægten
afkald,afkald
hjemmepleje,hjemmepleje
nedlige,nedlagt
omstændighed,omstændighed
reparere,repareret
tilbagebetale,tilbagebetale
Dit,Dit
efterhånden,Efterhånden
hen,Hen
Kampene,Kampene
Kunderne,Kunderne
Landet,Landets
Listen,Listen
Meget,Meget
tradition,Traditionen
sikkert,Sikkert
intention,intention
henhold,henhold
kantspiller,kantspilleren
dominans,dominans
afrikansk,afrikansk
gruppekamp,gruppekampe
finaleseri,finaleserien
glæde,glædede
ærgr,ærgrer
kunstigt,kunstigt
kvalitet,kvaliteter
oprykning,oprykning
forskelsbehandling,forskelsbehandling
indoperere,indopereret
vagter,vagter
fyring,fyring
adskillig,Adskillige
spændinge,spændinger
kvinderne,kvindernes
repræsentere,repræsenterede
handleplan,handleplan
knive,knive
hav,havets
ultimatum,ultimatum
beskæftigelsesministeri,Beskæftigelsesministeriet
hovedrolle,hovedrollen
arbejdsnedlæggelse,arbejdsnedlæggelse
accelerere,accelerere
stable,stable
rejseselskab,rejseselskabet
elektrisk,elektrisk
solcelle,solceller
sundhedsmyndighed,sundhedsmyndigheder
markan,markant
umulig,umulige
stoppe,stoppes
engelsk,Engelske
isenkram,isenkram
finanslov,finanslov
selvforsynende,selvforsynende
målscore,målscore
sjetteplads,sjetteplads
håndtere,håndteres
statsministere,statsministerens
børs,børsen
overtagelse,overtagelse
katolsk,katolske
lægevagt,lægevagten
fisk,fiskene
Meloni,Meloni
lavest,lavest
eksemplar,eksemplarer
Jorden,Jordens
moralsk,moralske
derud,derud
landsdel,landsdel
partifælle,partifæller
lokalformand,lokalformand
madolie,madolie
nedtur,nedture
inkludere,inkluderet
cykle,cyklede
bygerne,bygerne
tøsen,tøsne
fridag,fridag
turbulent,turbulent
faktisk,faktiske
introducere,introduceret
Epidemikommission,Epidemikommissionen
kendsgerning,kendsgerning
besætte,besætte
solidt,solidt
oversætte,oversætte
Bar,Bar
studiepladse,studiepladser
overtale,overtale
hernede,hernede
tilbageholde,tilbageholdende
gravid,gravide
nylig,nylige
teoretisk,teoretisk
berøre,berører
cykelhold,cykelhold
belastning,belastning
forsikre,forsikrede
antage,antager
imponere,imponere
tilrettelægge,tilrettelagt
kølig,kølig
ingeniør,ingeniør
aftale,aftalerne
udøve,udøve
bloks,bloks
fyldes,fyldes
overhaling,overhaling
franskmænd,franskmænd
servere,serveres
bemanding,bemanding
mild,mildere
sjettepladse,sjettepladsen
Ambitionen,Ambitionen
snød,snød
altafgøre,altafgørende
krigsførelse,krigsførelse
seksuelle,seksuelle
research,research
ledelse,Ledelsen
funktione,funktioner
modgang,modgang
alarmere,alarmerende
udligne,udlignet
puste,puste
betegnelse,betegnelse
tirsdag,tirsdagen
tophold,topholdet
udsnit,udsnit
rival,rivalerne
forbruger,forbrugeren
efterspil,efterspil
hovedkvarter,hovedkvarter
livløs,livløs
tiltal,tiltale
løslade,løslade
argumentere,argumenterede
forårsage,forårsage
hundredevis,hundredevis
håndboldkvinder,håndboldkvinder
midlerne,midlerne
registrere,registreres
snus,snus
underliggende,underliggende
forarbejde,forarbejde
opdatere,opdaterer
tøjle,tøjle
typisk,typiske
skrotte,skrotte
gavekort,gavekort
klimatopmøde,klimatopmøde
forårsdag,forårsdag
senator,senator
varetage,varetager
trailer,traileren
vestjyske,vestjyske
vaccinere,vaccinerede
landbrug,landbrugets
dødstal,dødstal
sølle,sølle
supplere,supplerer
centre,centre
illustrere,illustrerer
væsen,væsen
histori,historiens
kompetent,kompetent
motivere,motiveret
langsigte,langsigtet
naiv,naivt
svenske,svensker
digt,digter
garanti,garantier
lejr,lejre
formel,formelle
nedbryde,nedbryde
anførerbind,anførerbind
afmagt,afmagt
årstid,årstiden
sorge,sorgen
watt,watt
lomm,lommerne
eksportere,eksporterer
designe,designe
udbrænde,udbrændte
podcasts,podcasts
coronanedlukning,coronanedlukning
aspekt,aspekt
fremhæve,fremhævede
potentiale,potentialet
løfte,løftes
partie,partiers
dokumentere,dokumenterer
turné,turné
bank,Banken
boliglån,boliglån
integrere,integrere
Obama,Obama
statsminister,statsministerens
trapp,trapperne
kravle,kravle
velstand,velstand
Teatret,Teatret
koge,koge
stop,stoppet
måltavl,måltavlen
chancer,chancerne
mistanke,mistanken
forspringet,forspringet
endegyldig,endegyldigt
Vedel,Vedel
hast,hast
tårnhøj,tårnhøj
fløjte,fløjtes
verdenskende,verdenskendte
misse,misser
missilet,missilet
afspærring,afspærring
Philip,Philip
udstille,udstille
kronisk,kroniske
journalistisk,journalistiske
åbenlys,åbenlyse
sæle,sæler
lillesøster,lillesøster
foreslå,foreslå
oversvømmels,oversvømmelser
ungdom,ungdommen
handske,handsker
indrømme,indrømmede
socialdemokrat,socialdemokraten
drastisk,drastiske
infektion,infektion
støttekoncert,støttekoncert
erstatning,erstatningen
knække,knækker
aflyse,aflyser
dato,datoen
opløftende,opløftende
diskutere,diskuterede
frede,fredede
nærområd,nærområdet
opsætte,opsat
hastig,hastigt
videoe,videoerne
forbedre,forbedres
eurosport,Eurosport
sejt,sejt
reducere,reducerede
webshop,webshop
anslå,anslået
havmiljø,havmiljøet
pokale,pokalen
ydmyg,ydmyg
haste,haster
finger,fingeren
kunstmuseum,kunstmuseet
overborgmester,overborgmester
rose,roste
alle,alles
storke,storken
opgive,opgav
tegnebrætt,tegnebrættet
afghansk,afghansk
størs,størst
skuffelse,skuffelsen
grad,graders
fødevarekrise,fødevarekrise
kortfilm,kortfilm
kviktest,kviktest
uønsket,uønskede
Wagner,Wagner
udgave,udgaver
drøfte,drøftes
fremsætte,fremsætte
skive,Skive
vores,vort
rørledning,rørledninger
nordly,nordlys
forfatterskab,forfatterskab
uddannelsessystem,uddannelsessystemet
hjerter,hjerter
motiveret,motiveret
opbevare,opbevare
opdatere,opdaterede
sky,sky
skrap,skrappe
indsende,indsende
klimabelastning,klimabelastning
kandidattest,kandidattest
budgett,budgetter
opfølge,opfølgende
masseskyderi,masseskyderi
fodboldtræner,fodboldtræner
italiener,italieneren
mobilisere,mobilisere
kontant,Kontant
drage,drages
kreativ,kreative
charmerende,charmerende
kulturminister,kulturministeren
indgive,indgive
fantasi,fantasier
Royal,Royal
afsagt,afsagt
Have,Have
base,baser
Epidemikommissionen,Epidemikommissionen
dominere,dominerer
rutine,rutine
svensker,svenskeren
journalist,journalisterne
ekspert,eksperten
menneskerettighedsorganisation,menneskerettighedsorganisationer
optøj,optøjer
målsætning,målsætninger
folkeskolelærer,folkeskolelærer
bevæbnet,bevæbnede
opposition,oppositionen
landejendom,landejendom
image,image
udenrigschef,udenrigschef
tribun,tribunerne
rige,rige
temperament,temperament
Udenrigsministeriets,Udenrigsministeriets
regeringschefe,regeringschefer
værk,værkerne
producent,producenterne
udforske,udforske
bybilled,bybilledet
arkæologisk,arkæologiske
teorie,teorien
vejr,vejrs
Højesteret,Højesteret
valgforske,valgforsker
natteliv,natteliv
skole,Skolen
tilhørsforhold,tilhørsforhold
Morgen,Morgen
højdepunkt,højdepunkterne
tilsagn,tilsagn
befri,befri
frø,frø
Drengene,Drengene
herhjemme,Herhjemme
tager,Tager
Mere,Mere
Rent,Rent
skuespiller,Skuespilleren
Tror,Tror
sølvmedalje,sølvmedalje
suveræne,suveræne
håndboldspiller,håndboldspiller
åbningstid,åbningstiden
vinterleg,vinterlege
opgive,opgiver
søgelys,søgelys
spekulere,spekulerer
vendepunkt,vendepunkt
østat,østaten
udløbe,udløbet
Republik,Republik
Irene,Irene
genforene,genforenet
smile,smile
fantasi,fantasien
sprængstof,sprængstof
klinik,klinikken
prognos,prognosen
telefonisk,telefonisk
gulv,gulv
efterlysning,efterlysning
kræftfremkaldende,kræftfremkaldende
formodet,formodet
cykelstie,cykelstien
tilslutning,tilslutningen
installere,installere
topskatt,topskatten
kollega,kollegaerne
ihærdigt,ihærdigt
nøgle,nøglerne
tilfældighed,tilfældighed
sydafrikansk,sydafrikanske
passage,passage
hovedorganisation,Hovedorganisation
implementering,implementering
le,ler
svinge,svingende
tælle,tælles
populære,populære
miljøministerium,Miljøministeriet
indvirkning,indvirkning
ridse,ridser
fjerkræ,fjerkræ
vildmar,vildmarken
biogasanlæg,biogasanlæg
fordreve,fordrevet
modig,modig
skolestart,skolestart
bestyrelsesmedlem,bestyrelsesmedlemmer
bilag,bilag
bede,bedes
medbringe,medbringe
opbygning,opbygning
demokrati,demokratiets
bortfalde,bortfalder
drab,drabene
fornemmelse,fornemmelsen
lodtrækning,lodtrækningen
plakat,plakat
parad,paraden
arrangør,arrangøren
drille,drille
krydse,krydset
meddel,meddele
invasion,invasionen
ring,ringe
uenighede,uenigheder
afvise,afvises
tyv,tyven
supermarked,supermarkederne
kampstart,kampstart
hest,hestene
angående,angående
hektisk,hektiske
hjert,hjerter
benspand,benspænd
overholde,overholdes
bagsæd,bagsædet
gennemgå,gennemgår
sejlads,sejlads
