Morph-lemma,Morph-inflection
тисяча,тисячі
росіянин,Росіяни
жінка,жінка
служба,служби
весь,весь
територія,територій
санкція,санкцій
одразу,одразу
область,областях
новий,новий
хотіти,хочуть
ніч,ніч
який,яким
намагатися,намагається
місяць,місяці
готовий,готові
територія,територіях
український,Українські
область,областей
влада,влади
противник,противника
ua,ua
місяць,місяць
втрата,втрати
досі,досі
часто,часто
стати,стане
лінія,лінії
раз,раз
би,би
підрозділ,підрозділи
закликати,закликав
змогти,зможуть
особливо,особливо
дитина,діти
проведення,проведення
адміністрація,адміністрації
допомогти,допомогти
російський,російськими
кордон,кордону
слово,слова
одна,одна
військовий,військовий
тобто,Тобто
втрата,втрат
донецький,Донецької
мати,мати
загиблих,загиблих
одному,одному
закордонний,закордонних
тоді,Тоді
частина,частину
розповідати,розповідає
свій,своїм
перемога,перемоги
постійно,постійно
цей,цій
навчання,навчання
бойовий,бойові
о,о
свій,своїй
використовувати,використовувати
вони,ними
кошти,кошти
увага,увагу
ви,Ви
перебувати,перебувають
кожний,кожен
ніхто,ніхто
обстріл,обстрілу
наш,нашу
Серед,Серед
бути,Є
стати,стали
менше,менше
подія,події
хвилина,хвилин
говорити,говорить
умова,умови
взагалі,взагалі
він,ним
вогонь,вогню
частина,частини
хоча,хоча
тиждень,тиждень
ринок,ринку
могти,могли
говорити,говорити
будинок,будинків
мирний,мирних
розвідка,розвідки
заявити,заявили
зустріч,зустрічі
важливо,важливо
сказати,сказала
останній,останні
обстріляли,обстріляли
температура,температура
доба,доби
частина,частина
цивільний,цивільних
країна,країна
український,українська
мільйон,мільйонів
переговори,переговорів
ти,ти
багато,багатьох
захист,захисту
мета,метою
запорізький,Запорізької
кордон,кордон
будинок,будинки
сила,Сил
отримати,отримав
такий,таке
вважати,вважають
відбутися,відбудеться
народ,народу
йти,йде
досить,досить
рівень,рівні
бути,будь
необхідно,необхідно
повідомити,повідомила
дані,дані
завдяки,завдяки
жаль,жаль
такий,такого
загинути,загинули
луганський,Луганської
приблизно,приблизно
будинок,будинок
мережа,мережі
ефір,ефірі
активно,активно
тож,Тож
знищити,знищили
херсонський,Херсонської
міністр,міністра
додому,додому
чи,Чи
земля,землі
писати,пише
ворог,Ворог
питання,питань
система,систем
відповідь,відповідь
їх,їх
матч,матчі
перший,перші
новий,нового
трохи,трохи
повітря,повітря
видання,видання
такий,така
удар,удари
по,По
могти,можемо
підкреслити,підкреслив
підрозділ,підрозділів
мешканець,мешканців
місцевий,місцевих
стан,стан
година,години
число,числі
поранення,поранення
історія,історії
можливо,можливо
використання,використання
інформація,інформації
тепер,Тепер
заявити,заявила
це,цим
цей,Цей
вперше,вперше
же,же
означати,означає
знайти,знайти
забезпечення,забезпечення
раз,разів
декілька,декілька
повідомлялося,повідомлялося
внаслідок,Внаслідок
тиждень,тижні
сам,сам
Та,Та
перемога,перемогу
звільнення,звільнення
мати,маємо
окупант,окупантами
країна,країну
організація,організації
загарбник,загарбники
громада,громади
військовий,військового
бути,будемо
чоловік,чоловіків
створення,створення
військовий,військову
себе,собою
наступ,наступ
значно,значно
важко,важко
український,Українська
противник,противник
деякий,деякі
ракета,ракетами
назвати,назвав
команда,команди
провести,провести
Загалом,Загалом
який,якій
вулиця,вулиці
зазначити,зазначили
село,села
ось,ось
зазначити,зазначила
ворожий,ворожих
операція,операції
точно,точно
боєприпас,боєприпасів
свято,свято
інформація,інформація
виявити,виявили
рамка,рамках
всі,Всі
російський,російським
telegram,Telegram
кожний,кожного
фронт,фронті
збройний,Збройні
рада,Ради
день,День
захисник,захисники
рівень,рівень
вранці,вранці
змогти,зможе
деякий,деяких
потім,Потім
наступний,наступного
офіс,Офісу
український,українським
право,права
одним,одним
місто,міст
самий,самі
наприклад,Наприклад
захід,заходи
надання,надання
зовсім,зовсім
уряд,уряду
їхній,їхні
переговори,переговори
мати,мав
обладнання,обладнання
техніка,техніку
пункт,пункти
цей,Ці
км,км
сказати,сказати
південь,півдні
слід,слід
взяти,взяти
фронт,фронту
ракетний,ракетного
великий,Великої
щодня,щодня
повномасштабний,повномасштабної
компанія,компанія
знайти,знайшли
командування,командування
випадок,випадку
поблизу,поблизу
завдати,завдали
більшість,більшість
свій,своїми
ввесь,всю
наслідок,наслідки
стан,стану
воно,його
цей,Ця
нині,нині
година,годин
втім,Втім
сезон,сезону
процес,процес
стан,станом
бо,Бо
повідомлення,повідомлення
російський,російську
мати,мали
жінка,жінок
отримати,отримала
угруповання,угруповання
розвиток,розвитку
зміна,зміни
ввесь,всій
радник,радник
мзс,МЗС
instagram,Instagram
все,Все
жінка,жінки
міністр,Міністр
наступ,наступу
російський,Російська
наш,наш
наприклад,наприклад
кількість,кількості
людина,людям
станція,станції
ціна,ціни
зусилля,зусилля
тут,Тут
зауважити,зауважив
затримати,затримали
неможливо,неможливо
воно,воно
ппо,ППО
захисник,захисників
область,область
свій,своєю
поранений,поранених
планувати,планує
світло,світла
думати,думаю
окрім,Окрім
право,право
обмеження,обмеження
такий,таким
вирішити,вирішили
статися,сталося
кремль,Кремля
тривати,тривають
різний,різні
практично,практично
куди,куди
загарбник,загарбників
наш,нашого
центр,центру
динамо,Динамо
скільки,скільки
очікуватися,очікується
той,Тим
додати,додати
аес,АЕС
такий,таку
вдома,вдома
попри,попри
минулий,минулого
допомагати,допомагає
адже,Адже
повинний,повинен
навколо,навколо
центр,центрі
вибух,вибухи
почати,почала
могти,можете
наш,нашій
розповісти,розповіли
ураження,ураження
збірний,збірної
всі,всім
вогонь,вогонь
перший,першого
онлайн,онлайн
раз,разу
зростання,зростання
робити,робить
довестися,доведеться
робота,роботі
сход,сході
бій,бої
пункт,пункту
хмарність,хмарність
надати,надати
контроль,контроль
діяльність,діяльності
уряд,уряд
вода,воду
планувати,планують
ймовірно,ймовірно
чекати,чекає
інший,іншого
цей,Цього
зазначити,Зазначимо
глава,глава
туди,туди
сотня,сотні
ядерний,ядерної
тіло,тіла
бік,бік
потреба,потреби
стосуватися,стосується
навіть,Навіть
бій,бою
удар,удар
щонайменше,щонайменше
електроенергія,електроенергії
найбільш,найбільш
який,якими
щастя,щастя
вже,Вже
місто,містах
усе,усе
зробити,зробили
що,чим
жити,жити
пошкодити,пошкоджено
швидше,швидше
участь,участі
відновити,відновити
народження,народження
смерть,смерті
видно,видно
становити,становить
робота,робота
отримання,отримання
новий,нову
обласний,обласної
партнер,партнерів
наш,наша
село,селі
намагатися,намагалися
застосування,застосування
порушення,порушення
постраждати,постраждали
вигляд,вигляді
дитина,дитини
суд,суду
бути,була
робити,роблять
допомогти,допоможе
люда,Люди
межа,межах
воєнний,воєнного
дійсно,дійсно
український,українську
тло,тлі
однак,однак
український,Український
почати,почав
дати,дати
склад,склад
заступник,заступник
зазнати,зазнали
член,членів
коштів,коштів
бригада,бригади
будівля,будівлі
матеріал,матеріалі
окупація,окупації
зробити,зробив
створити,створити
західний,західних
обстріл,обстріл
план,плани
увесь,Усі
відповідно,відповідно
атака,атак
ліга,Ліги
згідно,Згідно
розслідування,розслідування
бажання,бажання
готовий,готовий
стан,стані
шість,шість
захід,заходів
знищення,знищення
спосіб,спосіб
великий,велика
особа,особи
один,одну
абсолютно,абсолютно
склад,складі
воля,волі
ракетний,ракетні
повернення,повернення
перший,першу
могти,можу
забезпечити,забезпечити
співачка,співачка
завтра,завтра
життя,житті
військовослужбовець,військовослужбовців
танок,танків
економіка,економіки
днр,ДНР
рф,рф
виконання,виконання
особовий,особового
місяць,місяця
мобілізація,мобілізації
дитина,дитина
великий,великі
таки,таки
нещодавно,нещодавно
працівник,працівників
посилання,посиланням
оборона,оборону
хтось,хтось
хто,кого
частина,частині
українець,українцям
поле,полі
представник,представників
додати,додала
режим,режим
такий,Таким
поруч,поруч
рука,руки
вона,нею
інфраструктура,інфраструктуру
засіб,засобів
система,систему
міжнародний,міжнародних
програма,програми
президент,президентом
фактично,фактично
багато,Багато
газ,газ
який,якою
центр,центр
вони,Їх
такий,такої
район,районів
правоохоронець,правоохоронці
двоє,двоє
залишити,залишити
позиція,позицій
довго,довго
Разом,Разом
Протягом,Протягом
зазначати,зазначає
жодний,жодних
загинути,загинув
напередодні,напередодні
залежати,залежить
харківський,Харківської
російський,російському
набагато,набагато
вести,веде
голова,Голова
стан,Станом
засіб,засоби
міністерство,Міністерство
жертва,жертв
сторінка,сторінці
повинний,повинна
провести,провів
заява,заяви
поки,Поки
робот,роботи
протиповітряний,протиповітряної
мир,миру
давно,давно
бізнес,бізнес
продукт,продукти
він,Його
хотіти,хочу
місцевий,місцеві
освіта,освіти
агресор,агресора
одиниця,одиниць
рада,ради
справа,справи
могти,міг
курс,курс
очільник,очільник
зміна,змін
перший,перших
йти,йти
позиція,позицію
сильно,сильно
злочин,злочини
івано,Івано
гроші,грошей
кілька,кількох
авто,авто
знати,знаю
десятка,десятки
політика,політики
партія,партії
школа,школи
проблема,проблем
вийти,вийти
підготовка,підготовки
другий,другий
вирішити,вирішив
тиждень,тижнів
згодом,згодом
роль,роль
лікування,лікування
найближчий,найближчим
зустріч,зустріч
спочатку,спочатку
військовий,військовим
інший,іншими
регіон,регіону
житель,жителі
достатньо,достатньо
додати,додали
охорона,охорони
київський,Київської
потрібний,потрібні
ти,тебе
тож,тож
повідомляти,повідомляють
команда,команда
кілометр,кілометрів
кордон,кордоні
план,план
давати,дає
використовувати,використовують
допомога,допомога
виробництво,виробництва
невеликий,невелика
наш,Наші
підтримувати,підтримує
провести,провели
понеділок,понеділок
вартість,вартість
море,моря
самий,сама
земля,землю
варіант,варіант
його,Його
останній,останній
насправді,насправді
само,само
хоч,хоч
захист,захист
підтримувати,підтримувати
шлях,шлях
воювати,воювати
режим,режиму
великий,великий
окупований,окупованому
тобто,тобто
ціна,цін
підозра,підозру
нагадати,нагадав
керівник,керівника
повернутися,повернутися
заява,заяву
угода,угоди
припинення,припинення
хоча,Хоча
клуб,клубу
знищити,знищено
компанія,компаній
шоу,шоу
залповий,залпового
знати,знає
дитина,дітьми
зброя,зброєю
їхній,їхніх
літак,літаків
відразу,відразу
facebook,Facebook
представник,представник
неділя,неділю
субота,суботу
великий,велику
діяльність,діяльність
місце,місцях
якийсь,якісь
згодом,Згодом
представник,представники
документ,документи
максимально,максимально
я,Мені
засідання,засідання
нафта,нафти
кордон,кордоном
пункт,пунктах
регіон,регіоні
показати,показав
ім'я,імені
жодний,жодного
великий,великих
рівень,рівня
постраждалих,постраждалих
кремль,Кремль
море,морі
рахунок,рахунок
називати,називають
міністерство,Міністерства
брати,брати
суд,суд
чотири,чотирьох
Нехай,Нехай
потрапити,потрапили
менше,менш
виїхати,виїхати
один,Один
вісім,вісім
змогти,змогли
потрібний,потрібна
ведення,ведення
збройний,збройних
сума,суму
загроза,загрозу
залишитися,залишилися
країна,країнах
вода,водою
запорізький,Запорізькій
російський,Російський
національний,національної
десь,десь
банк,банку
тривога,тривоги
мало,мало
прокоментувати,прокоментував
телемарафон,телемарафону
ціль,цілі
спроба,спроби
відповідальність,відповідальність
середа,середу
зупинити,зупинити
піти,пішов
проводити,проводити
ми,Нам
наш,нашим
херсонський,Херсонській
крок,крок
вівторок,вівторок
існувати,існує
держава,держава
група,група
черга,чергу
бізнес,бізнесу
евакуація,евакуації
висловити,висловив
складно,складно
ранок,ранку
захід,Захід
мати,мала
найбільше,найбільше
захід,захід
більшість,більшості
сім,сім
готовий,готова
захопити,захопити
міноборони,Міноборони
наприкінці,наприкінці
житловий,житлових
державний,державного
подія,подій
тип,типу
ракета,ракета
український,українській
тиск,тиск
ставати,стає
ціль,цілей
завершення,завершення
дрон,дронів
генерал,генерал
система,система
керівництво,керівництво
знаходитися,знаходиться
чемпіонат,чемпіонату
сайт,сайті
росіянин,росіянами
відповідальність,відповідальності
критичний,критичної
березень,березні
ось,Ось
тур,туру
звернутися,звернувся
бачити,бачимо
вести,вести
харчування,харчування
успіх,успіху
пакет,пакет
намагатися,намагався
солдат,солдатів
спочатку,Спочатку
вік,віку
полон,полон
показати,показали
район,райони
дозволяти,дозволяє
офіційно,офіційно
кожний,кожному
піти,піти
відключення,відключення
підприємство,підприємства
написати,написала
окремий,окремих
режим,режимі
допомагати,допомагають
біженець,біженців
залишатися,залишаються
ризик,ризик
Пізніше,Пізніше
держава,держав
загроза,загрози
частково,частково
загроза,загроза
сторона,сторони
прес,прес
результат,результат
захоплення,захоплення
відомо,Відомо
військово,військово
зрозуміти,зрозуміти
тонна,тонн
вибух,вибухів
світовий,світової
уникнути,уникнути
рух,рух
проводити,проводять
зазначати,зазначають
хотіти,хотів
запитання,запитання
повернути,повернути
facebook,facebook
харківський,Харківській
сила,силами
син,сина
взяти,взяли
деякий,Деякі
померти,помер
продукт,продуктів
майбутнє,майбутнє
танок,танки
завдяки,Завдяки
Попри,Попри
мер,мер
боротьба,боротьби
народ,народ
побачити,побачити
зберегти,зберегти
літак,літаки
він,ньому
перший,першому
дані,даних
бій,бій
населений,населені
назвати,назвали
агресія,агресію
із,Із
злочин,злочинів
воїн,воїни
одне,одне
цей,цим
тощо,тощо
надалі,надалі
клуб,клуб
додатковий,додаткові
могти,могла
регіон,регіонах
варта,Варто
інший,інший
дружина,дружина
секретар,секретар
керівник,керівник
метр,метрів
статися,стався
учасник,учасників
загрожувати,загрожує
потрапити,потрапив
от,от
початок,початок
їхній,їхній
смерть,смерть
продовжувати,продовжувати
російський,російське
зброя,зброя
Дуже,Дуже
пізніше,пізніше
погода,погода
одній,одній
успішно,успішно
підприємство,підприємств
особисто,особисто
перебування,перебування
місце,місць
дім,дому
директор,директор
поділитися,поділився
легко,легко
один,одно
умова,умов
розмова,розмови
напад,нападу
передбачати,передбачає
ворожий,ворожі
регіон,регіонів
неодноразово,неодноразово
останній,останніх
згідно,згідно
передавати,передає
руйнування,руйнування
межа,межі
такий,Такі
четвер,четвер
пожежа,пожежі
контракт,контракт
знати,знають
поступово,поступово
дитина,дитину
намір,намір
стосунок,стосунки
збільшення,збільшення
зерно,зерна
значення,значення
глава,глави
машина,машини
випадок,випадок
джерело,джерела
документ,документів
давати,дають
користь,користь
приміщення,приміщення
хотіти,хотіли
instagram,instagram
соцмережа,соцмережах
зазвичай,зазвичай
знати,знаємо
пів,пів
випадок,випадків
позбавлення,позбавлення
можливо,Можливо
однієї,однієї
дощ,дощ
донецький,Донецькій
чоловік,Чоловік
російський,російською
чітко,чітко
їжа,їжі
історія,історію
писати,пишуть
рух,руху
людина,людину
збити,збили
наскільки,наскільки
рятувальник,рятувальники
міст,мосту
син,син
окупований,окупованого
замість,замість
чимало,чимало
колишній,колишній
ввесь,вся
мирний,мирного
обличчя,обличчя
вийти,вийде
споживання,споживання
людина,людьми
мешканець,мешканці
радник,Радник
бюджет,бюджету
фронт,фронт
певний,певні
інший,інше
жити,живе
правильно,правильно
тіло,тіло
йти,йдуть
самий,самого
окупант,окупантам
орган,органів
необхідний,необхідні
сфера,сфері
доступ,доступ
інший,іншим
вкрай,вкрай
розуміти,розуміють
загалом,загалом
натомість,Натомість
крім,крім
результат,результати
пісня,пісні
вдатися,вдасться
дозволити,дозволить
київський,Київській
проживання,проживання
міномет,мінометів
термін,термін
вирішити,вирішила
безпека,безпеку
культура,культури
авіація,авіації
голова,голову
вікно,вікна
житло,житло
канал,каналі
право,прав
довестися,довелося
товар,товарів
оголосити,оголосив
черга,чергою
продовження,продовження
призначення,призначення
відповісти,відповів
проблема,проблема
ввечері,ввечері
настільки,настільки
дати,дали
щодо,Щодо
один,одна
допомагати,допомагати
боєць,бійці
честь,честь
порядок,порядку
внутрішній,внутрішніх
пункт,пункт
вплив,вплив
населений,населеного
стаття,статті
житловий,житлові
ствольний,ствольної
зима,зими
перед,Перед
територіальний,територіальної
керівництво,керівництва
міжнародний,міжнародного
скоро,скоро
статися,сталася
громадянин,громадяни
рада,Рада
мобілізація,мобілізацію
раз,рази
матч,матч
всередині,всередині
зіткнення,зіткнення
новий,Новий
розуміти,розуміти
такий,такому
мій,мій
час,часів
twitter,Twitter
історія,історія
the,The
знищити,знищити
заради,заради
агресорка,агресорки
здаватися,здається
цілком,цілком
запевнити,запевнив
неподалік,неподалік
свято,свята
встановити,встановили
дівчина,дівчина
список,списку
однією,однією
показати,показала
основний,основні
безпосередньо,безпосередньо
один,одного
штаб,штаб
вийти,вийшов
поділитися,поділилася
пошкодження,пошкодження
перший,Перший
мама,мама
наголосити,наголосили
бахмутський,Бахмутському
Чому,Чому
підтримати,підтримати
зафіксувати,зафіксовано
світло,світло
поставити,поставити
наслідок,наслідків
виконувати,виконувати
справа,справу
диктатор,диктатор
мета,мета
підтримка,підтримка
відсутність,відсутність
зірка,зірка
зоня,зоні
приватний,приватних
контроль,контролю
боєприпас,боєприпаси
знаходитися,знаходяться
повітряний,повітряної
посилення,посилення
мир,мир
зазначатися,зазначається
новина,новини
одяг,одяг
увага,уваги
перший,першої
літак,літак
авіаційний,авіаційних
великий,Велика
камікадзе,камікадзе
чекати,чекають
підготовка,підготовку
стояти,стоїть
якийсь,якийсь
свідчити,свідчить
сказати,сказано
співпраця,співпраці
частина,частиною
шукати,шукати
тривати,триватиме
підтримувати,підтримують
справді,справді
зс,ЗС
прямо,прямо
росіянин,росіянам
вибух,вибух
вчора,вчора
залишитися,залишилося
військовий,військовими
жити,живуть
увесь,усім
працювати,працював
встановити,встановити
вогонь,вогнем
бачити,бачили
місцевий,місцевого
загинути,загинула
армія,армію
сила,Сили
ранок,ранок
минулий,минулої
сила,силу
інакше,інакше
сказати,сказали
кодекс,кодексу
показати,показати
ввесь,всьому
боєць,бійців
мова,мовою
виходити,виходить
тренер,тренер
діяти,діяти
район,район
гривня,гривні
відбутися,відбувся
союз,Союзу
можливий,можливі
підписав,підписав
снаряд,снарядів
новий,нової
друг,друзів
батько,батьки
важливий,важливі
оголошення,оголошення
їжа,їжу
літо,літа
більшість,Більшість
пожежа,пожежа
український,українському
випадок,випадки
головний,головний
закінчення,закінчення
статус,статус
лінія,лінію
оголосити,оголосили
око,очі
ніч,ночі
обстріл,обстрілами
боротися,боротися
завод,заводу
контрнаступ,контрнаступ
звернення,звернення
троє,троє
європейський,Європейського
сезон,сезон
відповідати,відповідає
коментар,коментарі
травень,травні
звичайно,звичайно
наголосити,наголосила
