Morph-lemma,Morph-inflection
dødsulykke,dødsulykke
utredning,utredningen
bonde,bonde
råde,rådene
Samisk,Samisk
apparat,apparatet
støtte,støttes
øy,Øya
mild,mildere
reprise,reprise
plakat,plakater
jaktet,jaktet
gjenvalg,gjenvalg
kurs,kurset
etablere,etablerte
riste,ristet
publisere,publiserer
samarbeidsavtale,samarbeidsavtale
visning,visninger
sans,sans
svekke,svekkes
Norske,Norske
eiendomsskatt,eiendomsskatt
trøye,trøya
kunstnerisk,kunstneriske
gress,gresset
tema,temaene
toppnivå,toppnivå
merkelig,merkelige
pressefolk,pressefolk
frokost,frokost
vinnersjanse,vinnersjanser
distribusjon,distribusjon
hverandres,hverandres
verdenssamfunn,verdenssamfunnet
seksualitet,seksualitet
grundig,grundige
matchen,matchen
astroblogg,astroblogg
oljepenger,oljepenger
verk,verket
mystisk,mystisk
beherske,behersker
håndfull,håndfull
vaksin,vaksinen
flau,flau
muslimsk,muslimsk
sesongåpning,sesongåpningen
basseng,bassenget
forebyggende,forebyggende
anstrengt,anstrengt
Tollerne,Tollerne
kvinne,kvinna
utarbeide,utarbeide
dø,døende
Lensmann,Lensmann
åpne,åpnes
tilbakevise,tilbakeviser
avgang,avgangen
regjeringskontor,regjeringskontorene
hvile,hviler
svelge,svelge
tre,trådte
spedbarn,spedbarn
konstatere,konstatert
lønne,lønner
forholdsregel,forholdsregler
Etterlyser,Etterlyser
FOR,FOR
øyne,øyner
mental,mental
trønder,trønderen
svinge,svinge
synke,sank
omsorg,omsorgen
overgangssak,overgangssaken
like,Liker
partiledelse,partiledelsen
blå,blått
krangle,kranglet
inntak,inntak
raner,raneren
symbol,symboler
egne,egnet
fylkeslege,fylkeslegen
redningsskøyte,redningsskøyta
vedta,vedtas
usikkerhet,usikkerheten
reaksjon,reaksjonen
tomt,tomten
angriper,angriperen
folkelig,folkelig
lokal,Lokale
moms,moms
fosterhjem,fosterhjem
låte,låter
sykefravær,sykefraværet
annenplass,annenplass
opprettholde,opprettholdes
sete,seter
bestand,bestanden
tomta,tomta
ben,ben
smør,smør
seri,seriens
løsning,løsningene
tilbud,tilbudene
liga,ligaens
biskop,biskop
studere,studerte
retorikk,retorikk
installere,installert
lettelse,lettelse
tilhenger,tilhengerne
bris,bris
målsetting,målsetting
blodprøve,blodprøver
figur,figur
Trafikk,Trafikk
moped,moped
gjerningsperson,gjerningspersonene
pedagogisk,pedagogisk
imidlertid,Imidlertid
Østlandssendingen,Østlandssendingen
fylkesvei,Fylkesvei
lege,Leger
vind,Vinden
veg,Vegen
HANDOUT,HANDOUT
Sykehus,Sykehuset
forhåpentligvis,Forhåpentligvis
forskjell,Forskjellen
kone,Kona
rykte,Ryktene
innsatt,innsatt
atomprogram,atomprogram
sannsynlig,sannsynlige
utagere,utagerende
forsøk,forsøkene
høst,Høsten
snau,snaue
utskrevet,utskrevet
hjørnespark,hjørnespark
back,back
legesjekk,legesjekk
oppdatere,oppdatere
sparke,sparkes
Seks,Seks
pengebruk,pengebruken
Avviser,Avviser
oppdatering,oppdatering
låse,låste
stade,staden
bestå,besto
pleie,pleie
trafikkulykk,trafikkulykken
seremoni,seremonien
overfallsvoldtekt,overfallsvoldtekt
reform,reformen
løfte,løftene
landsbygd,landsbygda
Generell,Generelt
kritisk,Kritisk
motspiller,motspiller
brannmann,brannmenn
hvile,hvilen
marine,marinen
nordlig,nordligste
innbytte,innbytter
fargerik,fargerike
solidaritet,solidaritet
uoversiktlig,uoversiktlig
datere,datert
handling,handlingene
saksomkostning,saksomkostninger
forsterke,forsterker
robust,robuste
ledes,ledes
valgvake,valgvake
orientere,orienterte
demonstrasjon,demonstrasjonen
rytter,rytteren
rå,rått
hate,hater
henvendelse,henvendelse
bistå,bistått
privatliv,privatliv
stemple,stemplet
forestilling,forestillinger
tålmodighet,tålmodighet
kollektiv,kollektivt
Aktor,Aktor
næring,næringa
frikjent,frikjent
kirke,kirkens
inspirere,inspirerende
inngrep,inngrepet
gevinst,gevinsten
kulturhus,kulturhus
statsansatt,statsansatte
ryk,ryker
hovedkontor,hovedkontor
dato,datoen
klarere,klarert
strafferamme,strafferamme
kjole,kjoler
ødelagt,ødelagte
overleg,overlegen
skru,skrudde
rope,ropt
søppel,søpla
morgon,morgon
riksveg,riksveg
kome,kome
original,originale
sykkelritte,sykkelrittet
skulder,skuldre
stresse,stresse
suveren,suverent
notere,notert
kjerne,kjernen
ærlig,ærlige
kjøper,kjøpere
ifølgje,ifølgje
katt,kattene
ran,ranene
hopp,hoppet
funksjonshemmet,funksjonshemmede
faen,faen
overtak,overtak
østlig,østlige
tretten,tretten
filme,filmens
vende,vendt
kontrollutvalg,kontrollutvalget
oppskrift,oppskrifter
tomme,tommer
vellykket,vellykkede
torturere,torturert
arbeidsmiljølov,arbeidsmiljøloven
opptreden,opptreden
overraskelse,overraskelser
rar,rar
høyesterett,høyesterett
frigjøre,frigjøre
departement,departement
krenke,krenkende
uran,uran
tyngst,tyngste
sjukehus,sjukehuset
unnagjort,unnagjort
blank,blankt
roe,roet
mystisk,mystiske
byrådsleder,byrådsleder
bruker,brukeren
imponer,imponere
parlamentarisk,parlamentariske
individ,individer
tuberkulose,tuberkulose
avverge,avverge
erkjente,erkjente
førti,førti
oppgjør,oppgjørene
fryse,fryser
prioritere,prioriterte
anerkjenne,anerkjent
kombinasjon,kombinasjonen
suárez,Suárez
rådighet,rådighet
holdning,holdningen
erfaring,erfaringen
færrest,færrest
kommisjon,kommisjon
spekulere,spekulerer
tilskuer,tilskuerne
insistere,insisterer
inngripen,inngripen
organisere,organiserer
sprekk,sprekker
vaksine,vaksine
godkjenne,godkjennes
fremgå,fremgår
hotellrom,hotellrom
proff,proff
urolig,urolige
ekstern,ekstern
dyster,dystre
klar,Klart
libanesisk,libanesiske
spå,spådd
fradrag,fradrag
låse,låse
kandidat,kandidaten
skuffe,Skuffet
bekymringsmelding,bekymringsmelding
finger,finger
oppstart,oppstarten
seriøs,seriøs
fangst,fangsten
sykmeldt,sykmeldt
kollektiv,kollektiv
rekruttering,rekrutteringen
slakte,slaktet
fengslingsmøte,fengslingsmøtet
omsorgssvikt,omsorgssvikt
ødeleggels,ødeleggelsene
sesongoppkjøring,sesongoppkjøringen
magisk,magiske
sand,sand
bot,boten
uvant,uvant
par,parets
miljø,miljøene
fenomen,fenomenet
betingelse,betingelser
toalett,toalett
overgang,overgangene
frustrasjon,frustrasjonen
rådhus,rådhuset
utvide,utvider
død,dødt
flyktninge,flyktningene
sesongstart,sesongstarten
kamera,kameraene
feile,feilet
nasjonaldag,nasjonaldagen
vanskelig,vanskeligste
dilemma,dilemma
vannstande,vannstanden
ulykken,Ulykken
elbil,elbil
fastboende,fastboende
publikum,Publikum
Brødrene,Brødrene
sekund,sekundet
stigning,stigning
storm,Storm
inkludere,inkluderende
varsla,varsla
provosere,provoserende
vennskap,vennskap
operativ,operative
trygd,trygd
terrorangrep,terrorangrepene
mistanke,mistanken
regjeringsstyrke,regjeringsstyrker
forutsetning,forutsetningene
motgang,motgang
farvann,farvann
feil,Feil
involvere,involverer
fyll,fyll
sko,skoene
mm,mm
stråling,stråling
seile,seile
valgfrihet,valgfrihet
pressetalsmann,pressetalsmann
smelle,smeller
kar,kar
ambassadør,ambassadøren
korrekt,korrekte
lønnsom,lønnsomme
bakre,bakerste
frykte,fryktes
mannskaper,mannskaper
hjemmelag,hjemmelag
kvinne,Kvinnene
forskning,Forskning
normal,Normalt
Mennene,Mennene
gi,Gi
smugler,smuglerne
storbye,storbyen
festning,festning
toer,toer
reaksjon,Reaksjonene
gjerde,gjerde
tolv,Tolv
suarez,Suarez
sau,sauene
begrave,begravd
brukbar,brukbar
rusmiddel,rusmidler
uaktsom,uaktsom
samle,samlende
tiltalt,Tiltalt
sykeplei,sykepleiere
spesialutsending,spesialutsending
næringsdrivende,næringsdrivende
helsehjelp,helsehjelp
vinterdekk,vinterdekk
jævlig,jævlig
egypter,egyptere
nasjonalpark,nasjonalpark
vinke,vinket
påkjørsel,påkjørselen
Best,Best
krone,kronene
skøyt,skøyter
mødr,mødrene
fotballag,fotballag
fyre,fyrte
bål,bål
tidlig,Tidlig
pille,piller
trone,troner
slagsmål,slagsmål
statsadvokat,Statsadvokaten
gresk,gresk
nekte,nektes
redning,redninger
vekt,vekten
gjennomføring,gjennomføring
maraton,maraton
forbilde,forbilder
utilregnelig,utilregnelig
utvidelse,utvidelse
trøkk,trøkk
landskap,landskap
destruere,destruere
real,real
prøve,prøven
sen,Sent
ødelegge,ødeleggende
verne,vernet
fremtredende,fremtredende
forekomme,forekommer
måneder,måneders
lengst,lengst
særskilt,særskilt
friste,frister
EN,EN
leteaksjone,leteaksjonen
roman,romaner
veteran,veteranene
serbisk,serbiske
ses,ses
fastland,fastlandet
marked,markeder
atferd,atferd
overgang,overganger
reportasje,reportasjen
podi,podiet
inntatt,inntatt
beslaglegge,beslaglagt
kjenne,Kjenner
eksistens,eksistens
potensiell,potensiell
grunnlov,grunnlov
relasjon,relasjon
påpeke,påpeke
menneskerettighet,menneskerettighetene
skrek,skrek
uskyldig,uskyldige
henvise,henvise
julebord,julebord
drifte,drifte
sjanseløs,sjanseløse
nærmiljø,nærmiljøet
rot,røtter
åpenbar,åpenbare
dempe,dempet
analyse,analysen
oppnå,oppnår
profil,profilen
havn,havnen
dikt,dikt
inten,intens
klode,kloden
bitter,bitter
typisk,typiske
forme,forme
forske,forsker
målområd,målområdet
flyselskape,flyselskapet
politidistrikt,politidistriktet
gardere,gardere
publikummer,publikummere
lommebok,lommeboken
pube,puben
vinner,vinnerne
sette,Setter
pause,pauser
brus,brus
opptøy,opptøyene
binde,binde
kår,kår
redningstjeneste,redningstjeneste
arbeidsgiver,arbeidsgiveren
bortelag,bortelag
smule,smule
uflaks,uflaks
avliv,avlivet
dialekt,dialekt
reflektere,reflektere
bakhod,bakhodet
frigjøre,frigjort
bety,betydde
utdanning,utdanningen
kunnskapsminister,kunnskapsminister
kunstner,kunstnerne
psykiatri,psykiatri
Pettersen,Pettersen
aggressiv,aggressivt
bønn,bønn
benåde,benådet
svikte,sviktende
kunngjøre,kunngjort
arkiv,arkivet
treningsøkt,treningsøkt
automatisk,automatiske
fengslet,fengslede
fastleg,fastleger
høy,Høy
bursdag,bursdag
Fotball,Fotball
regjering,Regjeringen
ligg,ligg
bølge,bølge
innsatsleder,innsatsleder
koma,koma
sen,seneste
salg,Salget
sommerferie,sommerferien
våken,våken
utsettelse,utsettelse
kulturliv,kulturlivet
sykehus,sykehusets
nysgjerrig,nysgjerrige
uskyld,uskyld
gutt,guttens
beregne,beregne
tillitsvalgt,tillitsvalgt
feilaktig,feilaktige
Fornærmede,Fornærmede
låta,låta
heftig,heftige
kg,kg
nedbør,nedbøren
rik,rik
tegning,tegninger
presis,presist
medienes,medienes
taue,tauet
prestasjon,prestasjonen
selvmordsbomber,selvmordsbomber
tomt,tomter
politianmelde,politianmeldt
beboer,beboer
robust,robust
fortelling,fortellingen
lojal,lojale
terrormistenkte,terrormistenkte
grav,graven
kant,kant
helse,helsa
bisettelse,bisettelsen
rørende,rørende
landsmann,landsmannen
bombe,bombet
førerset,førersetet
ufattelig,ufattelig
vegg,vegger
burde,Burde
lykke,lykken
yrk,yrket
kokk,kokk
helse,helsen
agenda,agendaen
servere,serverer
varig,varige
dyrevelferd,dyrevelferd
bane,baner
velferdsstat,velferdsstaten
ugjerning,ugjerningen
klikk,klikk
moralsk,moralske
jeger,jegerne
næring,næringer
fond,fondet
belaste,belastende
balansere,balansert
klaff,klaff
prestere,presterer
ruste,rustet
derfra,Derfra
mandag,mandagen
ståsted,ståsted
Leder,Leder
verden,Verden
krav,Kravet
tabell,Tabell
form,Formen
spill,Spillet
autostart,autostart
portugiser,Portugiseren
innbrakt,innbrakt
kok,kok
stifte,stiftet
tysker,tyskere
ressurs,ressurs
undertegne,undertegnede
fattig,fattigste
avføring,avføring
land,Landet
annullere,annullert
grise,griser
nødetat,Nødetatene
belønne,belønnet
avkastning,avkastning
eksplodere,eksplodert
finnes,Finnes
entre,entret
abonnent,abonnenter
månede,måneders
etterslukking,etterslukking
Ifølge,Ifølge
etterlyse,etterlyste
billett,billetten
dame,dama
valuta,valuta
spiss,spisser
åpne,Åpnet
redaksjon,redaksjonen
tilgjengelighet,tilgjengelighet
forhindre,forhindret
øvelse,øvelsene
helseorganisasjon,helseorganisasjon
jevnaldrende,jevnaldrende
deltager,deltagere
iblant,iblant
økonom,økonomer
spesialist,spesialister
vinkel,vinkel
virus,virus
henvende,henvende
brennevin,brennevin
sekulær,sekulære
hestekreft,hestekrefter
bruk,Bruk
arbeidsgruppe,arbeidsgruppe
arbeidsledig,arbeidsledig
titusen,titusener
redegjøre,redegjøre
rederi,rederiet
utgivelse,utgivelsen
ekstraordinær,ekstraordinære
verksted,verksted
nordmenn,nordmenns
nasjon,nasjonens
konsesjon,konsesjon
passasjer,passasjeren
kommunestyre,kommunestyre
celle,cellen
gruppering,grupperinger
liv,livene
bar,bar
Antallet,Antallet
entusiastisk,entusiastisk
tippe,tipper
trapp,trappa
bestemt,bestemte
livskvalitet,livskvalitet
presidentpalass,presidentpalasset
måneds,måneds
målløs,målløs
høste,høstet
valglokale,valglokalene
formue,formuen
snøskredfare,snøskredfare
fastslå,fastslått
Jordskjelvet,jordskjelvet
styring,styringen
trener,trenerne
fornuft,fornuft
togtrafikk,togtrafikk
tekst,tekstene
Folk,Folk
gissel,gissel
linke,linket
uendelig,uendelig
florere,florerer
prøv,prøver
gjenstå,gjensto
sending,sendinger
foreslå,foreslåtte
hjemmelag,hjemmelagets
samferdselsminister,samferdselsministeren
ubestemt,ubestemt
kontra,kontra
kontor,kontorene
boliglån,boliglån
hjerteinfarkt,hjerteinfarkt
lyd,lyder
fylkeskommun,fylkeskommunene
reflektere,reflekterer
tablett,tabletter
tilby,tilbys
treningskamp,treningskamper
uendret,uendret
irakisk,irakiske
dem,demens
egne,egner
valgkret,valgkrets
førsteamanuensis,førsteamanuensis
forstå,forstod
stillhet,stillhet
brems,bremsene
anbefale,anbefales
sjel,sjel
kjær,kjæreste
fjorten,fjorten
balanse,balansen
utlendingsenhet,utlendingsenhet
galskap,galskap
etikk,etikk
styrk,styrken
herske,hersker
engstelig,engstelige
tømme,tømme
redningsarbeid,redningsarbeidet
forklare,forklares
jobbing,jobbing
scoringslist,scoringslisten
seksjonssjef,seksjonssjef
privatskole,privatskoler
dødelig,dødelige
fengslingsmøte,fengslingsmøte
ulv,ulvene
tippe,tippe
svineinfluense,svineinfluensa
barndom,barndom
pressevakt,pressevakt
våt,vått
sulten,sultne
rute,ruta
rop,rop
Varsler,Varsler
passasje,passasjer
redde,reddes
sportssjef,Sportssjef
høydepunkt,høydepunkter
Tysker,Tyskerne
førebels,førebels
tykk,tykk
avvente,avvente
maleri,maleriet
MÅ,MÅ
arbeidsforhold,arbeidsforhold
revidere,revidert
forvirring,forvirring
verst,verst
blind,blind
avvikle,avvikles
maskere,maskerte
glise,gliser
taktisk,taktiske
bredde,bredden
overnatte,overnatte
avslappet,avslappet
privatisering,privatisering
snill,snille
overvekt,overvekt
Roger,Roger
mangeårig,mangeårige
tilbrakt,tilbrakt
gong,gong
skolebarn,skolebarn
nigeriansk,nigerianske
fartstid,fartstid
kardinal,kardinalene
skikkelse,skikkelse
pen,pen
brå,brå
strekning,strekning
vie,viet
forside,forsiden
kraftig,kraftigere
livredd,livredd
teater,teateret
tilfeldighet,tilfeldighet
vanskelighet,vanskeligheter
kaptein,Kapteinen
spesifikk,spesifikke
eiendel,eiendeler
boligpris,Boligprisene
onkel,onkel
landsgjennomsnitte,landsgjennomsnittet
motorvei,motorveien
svinge,svinger
omringe,omringet
premiss,premissene
lyde,lød
beskrivelse,beskrivelsen
aksept,aksept
forlengelse,forlengelse
jury,jury
skjønn,skjønn
rolig,roligere
handel,handelen
prest,presten
frustrere,frustrerte
slitsom,slitsomt
innføring,innføringen
forsyne,forsynt
registrering,registrering
skuespiller,Skuespiller
lytte,lyttet
khat,khat
trikk,trikk
dagsorden,dagsorden
aldre,aldrende
hekk,hekk
sekretær,sekretær
kunngjøring,kunngjøring
tå,tå
ferje,ferja
forbrukslån,forbrukslån
kalori,kalorier
misforståelse,misforståelse
politibil,politibil
intensjon,intensjoner
halde,halde
høgmo,Høgmo
kultur,Kultur
faksimile,Faksimile
Interessen,Interessen
opphavsrettslig,opphavsrettslig
digital,digitalt
sannsynlighet,sannsynligheten
oversette,oversatt
rådhus,rådhus
starta,starta
Ta,Tatt
overlagt,overlagt
artikl,artikler
ferg,fergen
fortvilelse,fortvilelse
ed,ed
geby,gebyr
sentralbank,sentralbanken
betong,betong
fiende,fiende
støte,støter
investering,investeringene
vestover,vestover
sone,sonen
Stengt,Stengt
lykkelig,lykkelige
nederlandsk,nederlandsk
militærkupp,militærkupp
ufarlig,ufarlig
debutere,debuterer
koffert,koffert
saksbehandling,saksbehandling
steinras,steinras
brasilianer,brasilianeren
frifinnelse,frifinnelse
lytter,lyttere
ris,ris
opprette,opprettes
skritte,skrittet
fleksibilitet,fleksibilitet
banehalvdel,banehalvdel
tennis,tennis
klokke,klokker
fotograf,fotografer
etterlate,etterlatt
utøve,utøve
fylkesordføre,fylkesordfører
sekstenmeter,sekstenmeteren
øy,øyene
forhandlingsbord,forhandlingsbordet
ABC,ABC
data,dataene
kallenavn,kallenavnet
våkne,våkner
god,Gode
midtbane,midtbane
ansettels,ansettelsen
intervensjon,intervensjon
oppfordring,oppfordringen
beskytte,beskytter
straffeutmåling,straffeutmålingen
beklagelse,beklagelse
argumentere,argumenterte
frata,frata
problemstilling,problemstilling
knippe,knippe
seniorrådgiv,seniorrådgiver
verdenskjent,verdenskjent
politipatrulje,politipatruljer
lengde,lengde
storslalåm,storslalåm
sprenge,sprengte
kommunal,kommunalt
hastighet,hastigheten
galleri,galleriet
dataspill,dataspill
delegasjon,delegasjonen
semifinal,semifinalene
merking,merking
kule,kula
spillemessig,spillemessig
galoppere,galopperte
eksil,eksil
ytre,ytret
putte,puttet
sjelden,sjeldne
herjing,herjinger
fastslå,fastslo
utforske,utforske
føttene,føttene
lokalisere,lokalisert
betrakte,betraktes
motivere,motiverte
granat,granater
bit,biten
bakre,bakre
popstjern,popstjernen
demonstrere,demonstrert
anslagsvis,anslagsvis
tolke,tolker
behagelig,behagelig
voldtate,voldtatt
stell,stell
kvalik,kvaliken
pågrep,pågrep
samfunnsøkonomisk,samfunnsøkonomisk
kenyansk,kenyanske
overlegne,overlegne
ambulanse,ambulanser
psykologisk,psykologisk
noenlunde,noenlunde
hodeskade,hodeskader
tiltrekke,tiltrekke
dop,dop
rekord,rekorder
boksing,boksing
belgier,belgieren
mesterlig,mesterlig
realisere,realisert
same,samene
prestisje,prestisje
defensiv,defensive
oljeindustri,oljeindustrien
telt,teltet
bosetting,bosetting
økning,Økningen
stjern,Stjernen
ungarsk,ungarske
sterk,Sterk
lansere,lanseres
oppdatering,oppdateringer
etat,etaten
Vårt,Vårt
evaluere,evaluere
stortingsrepresentant,stortingsrepresentanter
hjemm,hjemmene
regiondirektør,regiondirektør
spå,spå
avlegge,avlegge
diktator,diktator
islandsk,islandske
snøbyge,snøbyger
lidenskap,lidenskap
Beste,Beste
skiskytter,skiskytterne
bevisst,bevisste
fysikk,fysikk
skille,skillet
klimapolitikk,klimapolitikk
medarbeider,medarbeider
tykkje,tykkjer
kne,kne
rør,rør
farlig,farligere
fylkesråd,fylkesråd
bratt,bratt
ide,ide
jaktstart,jaktstarten
bunnlaget,bunnlaget
bo,boende
fotgjenger,fotgjengere
jakt,jakta
kronisk,kronisk
kjøretøy,kjøretøyene
tregt,tregt
nytte,nytter
rektor,rektoren
formål,Formålet
passasjer,Passasjerene
feire,feires
region,regioner
håndjern,håndjern
Del,Del
svenske,Svensken
startskudd,startskuddet
lenge,Lenge
herr,herrene
like,likes
hylle,hylle
skoleeleve,skoleelever
instrument,instrumenter
formel,formel
forbruk,forbruket
japansk,japansk
fornærme,fornærmede
brukbare,brukbare
datter,døtre
planlegge,planlegges
strategi,strategien
øyenvitne,øyenvitner
innsigelse,innsigelser
aksje,aksjene
køyrde,køyrde
kamerat,kameratene
rutte,rutte
lagkonkurranse,lagkonkurransen
skriftlig,skriftlige
svangerskap,svangerskapet
forbeholde,forbeholdt
barn,Barnet
fedme,fedme
fotballklubb,fotballklubben
brite,britenes
ørken,ørkenen
poengdeling,poengdeling
besøksforbud,besøksforbud
tollvesen,tollvesenet
akutt,akutte
ringvirkning,ringvirkninger
belastning,belastningen
programleder,programlederen
bestille,bestiller
opptak,opptakene
forgjenger,forgjengeren
litterær,litterære
signal,signalene
moské,moskeen
sivilbefolkning,sivilbefolkningen
assistanse,assistanse
bildespesial,bildespesialer
åpningskamp,åpningskampen
skuffe,skuffa
legemiddel,legemidler
huse,huser
image,image
lam,lammet
formidle,formidlet
veie,veide
retning,retningen
tekstmelding,tekstmelding
totalforbud,totalforbud
tolk,tolk
kronprinsesse,kronprinsessen
saklig,saklig
troverdig,troverdige
hær,hærens
hende,hender
distrikt,distrikter
gjeld,gjelden
psykologi,psykologi
det,dets
beskrivelse,beskrivelser
husleie,husleie
avgift,avgiften
ultimatum,ultimatum
ferge,ferge
folkelig,folkelige
sykliste,syklistene
oppfatning,oppfatningen
sametingsvalg,sametingsvalget
kjæreste,kjærester
meningsmåling,meningsmålingen
landslagsledels,landslagsledelsen
tørr,tørre
køyre,køyre
bøte,bøte
speil,speilet
sky,skyer
grå,grått
framleis,framleis
tordenvær,tordenvær
part,Partene
Elev,Elevene
bensinrabatt,bensinrabatt
Tyv,Tyvene
land,Landets
Laget,Laget
tøff,Tøffe
utfordring,Utfordringen
slåssing,slåssing
Ekspertene,Ekspertene
nødpass,nødpass
slekt,slekt
beredskapsdepartemente,beredskapsdepartementet
kjetting,kjetting
fremragende,fremragende
dritt,dritt
dum,dum
pilot,piloter
flokk,flokk
politihelikopt,politihelikopter
alvorlig,Alvorlig
rundkjøring,rundkjøring
politibil,politibilen
berg,Berger
oljefond,Oljefondet
opposisjonell,opposisjonelle
brannmannskape,brannmannskaper
finn,finn
dalelv,Dalelv
overvektig,overvektige
massiv,massivt
skilt,skiltet
liste,Listen
ekstremisme,ekstremisme
brukke,brukket
sanksjon,sanksjonene
slite,Sliter
tilkjent,tilkjent
Funnet,Funnet
herr,herrenes
sesongslutt,sesongslutt
informere,informerer
firefelts,firefelts
løs,løst
dement,demente
hest,hestene
liten,Mindre
blokk,blokk
forretningsmann,forretningsmannen
langsom,langsomt
slakte,slakter
manipulere,manipulert
mangel,Mangel
brinne,brant
porno,porno
birdi,birdier
leie,leide
studentbolig,studentboliger
kontakte,kontakter
begå,begikk
arbeidsdag,arbeidsdag
mobbing,mobbingen
eitt,eitt
sving,svingene
publikum,publikummet
moské,moské
bruddskad,bruddskader
ugyldig,ugyldig
ultimat,ultimate
vurdering,vurderingene
samråd,samråd
informere,informerte
underskudd,underskuddet
forventning,forventning
dose,doser
sisteplass,sisteplass
int,intens
konkurse,konkurser
godteri,godteri
øre,ører
bakset,baksetet
melding,meldinga
opparbeide,opparbeidet
forundre,forundret
varmer,varmere
kanal,kanal
folkerett,folkeretten
velkjent,velkjente
regnvær,regnvær
forbedring,forbedringer
regjeringsparti,regjeringspartiet
vantro,vantro
tyde,tydet
mørk,mørkere
makt,makta
vitenskap,vitenskap
bemerkelsesverdig,bemerkelsesverdig
invasjon,invasjonen
helseminister,Helseminister
hyre,hyret
operere,opererte
skilt,skiltene
systeme,systemene
måltid,måltid
utgave,utgaven
niende,niende
elske,elske
akseptabel,akseptabelt
kompetent,kompetente
forme,formet
apotek,apotek
antall,Antallet
MED,MED
fjes,fjes
orientere,orientere
toleranse,toleranse
etterfulg,etterfulgt
tyngde,tyngde
forferdelig,forferdelige
innstilling,innstillingen
bryne,bryne
onsdag,onsdagen
bokser,bokseren
utdeling,utdeling
indikere,indikerer
kveldstid,kveldstid
flaske,flaske
bankkort,bankkort
bil,bilens
teori,teorier
parallell,parallelt
offentliggjøre,offentliggjøres
sannhet,sannhet
frakte,frakter
yte,yte
arabisk,arabisk
helseforetak,helseforetakene
frede,fredet
veit,veit
fotballpresident,fotballpresident
avslutning,avslutninger
funke,funker
opera,opera
bronse,bronsen
sort,sorten
frake,frakte
kineser,kineserne
fugl,fugl
vår,vårens
diplomat,diplomat
uvitende,uvitende
knusende,knusende
fugle,fugler
fram,Fram
livstrue,livstruende
forverre,forverret
sludd,sludd
dal,dalen
fyre,fyrer
gransking,granskingen
tilskudd,tilskuddet
hets,hets
bolt,Bolt
baklengsmål,baklengsmål
lovte,lovte
dyst,dyst
midtbanespiller,Midtbanespilleren
ryke,ryker
reportasje,reportasjer
kaupang,Kaupang
overdrive,overdrevet
forsvarsminister,forsvarsministeren
kronprinsesse,Kronprinsesse
Veldig,Veldig
dokumentere,dokumenterer
møte,Møter
Landslagstrener,Landslagstrener
soleklar,soleklar
påminnelse,påminnelse
metod,metodene
inngang,inngang
fordelene,fordelene
flyselskap,flyselskap
koreansk,koreanske
katolikk,katolikker
våkne,våkne
gråte,gråter
verdensranking,verdensrankingen
sørvest,sørvest
krysse,krysses
brev,brevene
slipp,slipp
folketall,folketallet
passiv,passiv
rive,rev
senator,senator
trafikkulykk,trafikkulykker
annenhver,annenhver
by,bød
respektiv,respektive
inndratt,inndratt
totalskade,totalskadet
erstatt,erstatter
gjenopprette,gjenopprette
begjære,begjært
stiftelse,stiftelsen
alternativ,alternativt
hud,hud
vri,vri
romme,rommer
tiltro,tiltro
hijab,hijab
agent,agenter
yrke,yrke
foretrukket,foretrukket
omsorgsdepartement,omsorgsdepartementet
Reglene,Reglene
voldsbruk,voldsbruk
leverandør,leverandør
bakerst,bakerst
tryn,trynet
sensitiv,sensitive
Dagbladet,Dagbladets
port,porten
lensmannskontor,lensmannskontoret
kikke,kikket
atmosfære,atmosfære
hjul,hjulene
pålegge,pålegger
investor,investor
eldreomsorg,eldreomsorgen
samling,samlinger
aktivist,aktivistene
ane,ante
voldsepisod,voldsepisoder
kynisk,kynisk
gjerde,gjerder
inntekt,inntekten
reiseliv,reiseliv
tenkning,tenkning
konsentrere,konsentrerer
bit,biter
hundepatrulje,hundepatrulje
pris,Prisene
godta,godtatt
stevne,stevnet
barnebarn,barnebarnet
avdekke,avdekker
teknisk,Teknisk
bevilgning,bevilgninger
fellesstart,fellesstarten
solhjell,Solhjell
triumf,triumfer
linje,linjene
ingeniør,ingeniører
kultur,kulturer
overfall,overfall
tilværelse,tilværelsen
klippe,klippe
mineral,mineraler
forbedre,forbedres
nest,Nest
delebekk,Delebekk
hør,Hør
Overfor,Overfor
friluftsliv,Friluftsliv
navn,Navnet
skadeomfang,Skadeomfanget
skudd,Skuddet
Uttalelsen,Uttalelsen
mobilutgav,mobilutgaven
kjøretøy,kjøretøyer
arveavgift,arveavgift
villa,villa
bakspor,bakspor
forsvarsspill,forsvarsspill
selvforsvar,selvforsvar
palestiner,palestinere
advare,advare
blokk,blokken
kombinere,kombinerer
beskjeden,beskjedne
funn,funnet
leksikon,leksikon
menneske,menneskers
ro,roen
rallycross,rallycross
lynnedslag,lynnedslag
lyn,lynet
utforkjøring,utforkjøringer
opprydding,opprydding
finger,fingre
senke,senker
innvandrerbakgrunn,innvandrerbakgrunn
snus,snus
r,R
Så,Så
maktmisbruk,maktmisbruk
rute,ruten
ankomme,ankommet
forgifte,forgiftet
studio,studioet
lokke,lokker
omme,omme
rømme,rømmen
umulig,umulige
nederste,nederste
politiavhør,politiavhør
anslås,anslås
tømm,tømmer
agenda,agenda
register,register
suse,suser
knuse,knuser
kollaps,kollaps
ting,tinget
bær,bær
forskrift,forskriften
trakassere,trakassert
ond,onde
à,à
stang,stang
